year_quarter_code,commercial_district_code,commercial_district_name,commercial_district_change_indicator_code,commercial_district_change_indicator_name,rdi,store_density
20232,3110212,답십리초등학교,LH,상권확장,3.093033519301944,0.0026672593909757725
20233,3110213,청량초등학교,LL,다이나믹,2.3354701751405083,0.0009025525313778028
20231,3110213,청량초등학교,LL,다이나믹,2.2601412084907375,0.0009871668311944718
20232,3110213,청량초등학교,LL,다이나믹,2.4003409042779,0.0009589620645889155
20233,3110214,경희대후문,HH,정체,1.437849152578194,0.0009766847812476523
20231,3110214,경희대후문,HH,정체,1.5130717856755582,0.0009766847812476523
20232,3110214,경희대후문,HH,정체,1.5024273459069704,0.0009766847812476523
20233,3110215,회기역 1번,LL,다이나믹,1.733359596245706,0.0010878433505575197
20231,3110215,회기역 1번,LL,다이나믹,1.8923642176727544,0.0011461206729088155
20232,3110215,회기역 1번,LL,다이나믹,1.7433810802783656,0.0011072691246746182
20233,3110216,전농중학교,HH,정체,2.3213756281383793,0.002028615777098157
20231,3110216,전농중학교,HH,정체,2.2152678674953528,0.002197667091856337
20232,3110216,전농중학교,HH,정체,2.2282725455227115,0.0021361938864897265
20233,3110217,자동차부품상가,HH,정체,0.7406759495606281,0.006284312167911172
20231,3110217,자동차부품상가,HH,정체,0.7547330760154266,0.007308160779537149
20232,3110217,자동차부품상가,HH,정체,0.7512098209477877,0.007290508217267736
20233,3110218,답십리사거리,LH,상권확장,4.357047426287155,0.0021543330087633885
20231,3110218,답십리사거리,LH,상권확장,4.08660869622234,0.0022151898734177216
20232,3110218,답십리사거리,LH,상권확장,4.053257311294079,0.0021665043816942553
20233,3110219,삼육보건대학교,LH,상권확장,3.1430986726046846,0.0014043300175541251
20231,3110219,삼육보건대학교,LH,상권확장,2.947739725890376,0.001398757279389228
20232,3110219,삼육보건대학교,LH,상권확장,3.1180729007199552,0.0013931845412243305
20233,3110220,외대앞역 1번,HH,정체,1.7428976348388945,0.0032344740177439797
20231,3110220,외대앞역 1번,HH,정체,1.774103084908667,0.003305449936628644
20232,3110220,외대앞역 1번,HH,정체,1.7079080374348985,0.0032953105196451204
20233,3110221,의릉,HL,상권축소,2.565110123815227,0.0010821133036282623
20231,3110221,의릉,HL,상권축소,2.233382489883601,0.0010184595798854233
20232,3110221,의릉,HL,상권축소,2.4109697834292403,0.0010608953957139827
20233,3110226,장안1동주민센터,LL,다이나믹,5.206487681177977,0.0024137605339658087
20231,3110226,장안1동주민센터,LL,다이나믹,5.151499631701137,0.0024592371817071935
20232,3110226,장안1동주민센터,LL,다이나믹,5.355303230640694,0.002448742570689951
20233,3110227,답십리공원,HH,정체,4.528472664835477,0.0021457679685527786
20231,3110227,답십리공원,HH,정체,4.422928174047217,0.0021457679685527786
20232,3110227,답십리공원,HH,정체,4.258925548222379,0.0021818312957553464
20233,3110254,오거리공원,LL,다이나믹,5.211381740483366,0.0018295444253237931
20231,3110254,오거리공원,LL,다이나믹,5.484549398411215,0.0019020016302871117
20232,3110254,오거리공원,LL,다이나믹,5.819239641728573,0.001889925429459892
20233,3110255,상봉역 4번,LL,다이나믹,3.979423290041219,0.0015372950926821616
20231,3110255,상봉역 4번,HL,상권축소,3.9553431490426356,0.0015634395670475045
20232,3110255,상봉역 4번,LL,다이나믹,3.913300592234972,0.0015372950926821616
20233,3110233,중랑역 1번,HL,상권축소,4.460389552433705,0.0011260355505509532
20231,3110233,중랑역 1번,HL,상권축소,4.960556970138398,0.0011582079948524089
20232,3110233,중랑역 1번,HL,상권축소,4.4827553053817315,0.001134078661626317
20233,3110234,중랑역 4번,HH,정체,2.4282489889219003,0.0010099108197394772
20231,3110234,중랑역 4번,HH,정체,2.5686801247782447,0.0010783793498913062
20232,3110234,중랑역 4번,HH,정체,2.5240596671528386,0.0010270279522774344
20233,3110236,신묵초등학교,LL,다이나믹,3.750628204917857,0.0017879878217547745
20231,3110236,신묵초등학교,LL,다이나믹,3.9891822467209352,0.001760309991696651
20232,3110236,신묵초등학교,LL,다이나믹,3.936803787863719,0.001776916689731525
20233,3110237,메가박스 상봉,LL,다이나믹,2.130977743842704,0.0021541676714090506
20231,3110237,메가박스 상봉,LL,다이나믹,2.237619882999401,0.0022184711839884253
20232,3110237,메가박스 상봉,LL,다이나믹,2.170819747936433,0.0021782814886263163
20233,3110238,배꽃어린이공원,LL,다이나믹,1.4674318251643093,0.001439638033865771
20231,3110238,배꽃어린이공원,LL,다이나믹,1.44908502908011,0.0013710838417769246
20232,3110238,배꽃어린이공원,LL,다이나믹,1.4342476611938402,0.0013710838417769246
20231,3110243,중랑노인종합복지관,HL,상권축소,2.6877774319548586,0.002112204018643513
20232,3110243,중랑노인종합복지관,HL,상권축소,2.5981951771187535,0.0021044099078736107
20233,3110244,중화역 4번,HL,상권축소,2.5630633761681927,0.002632163130688485
20231,3110244,중화역 4번,HL,상권축소,2.430698309132688,0.0026955887482954365
20232,3110244,중화역 4번,HL,상권축소,2.5674368127060556,0.0026955887482954365
20233,3110245,KB국민은행 중화동지점,HL,상권축소,2.4783585538086528,0.0008016160579728734
20231,3110245,KB국민은행 중화동지점,HL,상권축소,2.554411013693331,0.0008817776637701606
20232,3110245,KB국민은행 중화동지점,HL,상권축소,2.756568376310171,0.0008336807002917883
20233,3110246,월드순복음교회,LL,다이나믹,2.311601891781362,0.0021178436916877495
20231,3110246,월드순복음교회,LL,다이나믹,2.320472818408128,0.0021521871029043078
20232,3110246,월드순복음교회,LL,다이나믹,2.2475005559816394,0.002140739299165455
20233,3110247,먹골역 1번,LH,상권확장,7.476654512499736,0.001697667055153969
20231,3110247,먹골역 1번,LH,상권확장,7.334074457011949,0.0017313509252959128
20232,3110247,먹골역 1번,LH,상권확장,7.860555813900268,0.0017111406032107464
20233,3110248,먹골파출소,HH,정체,3.297015699248391,0.0010891799272109025
20231,3110248,먹골파출소,HH,정체,3.7613400700344943,0.0011954413835241612
20232,3110248,먹골파출소,HH,정체,4.316958114162139,0.0011157452912892172
20233,3110249,중화역 1번,HH,정체,3.9618051891428836,0.001573536405643594
20231,3110249,중화역 1번,HH,정체,4.4279239616998805,0.0015794078101422642
20232,3110249,중화역 1번,HH,정체,4.359041163845237,0.001573536405643594
20233,3110250,화랑대역 7번,LL,다이나믹,2.52607811033672,0.0018543450097797648
20231,3110250,화랑대역 7번,LL,다이나믹,2.4406958482235903,0.0018035410369090863
20232,3110250,화랑대역 7번,LL,다이나믹,2.536957372109844,0.0018543450097797648
20233,3110240,태릉시장 특화거리,LH,상권확장,1.7183538086838719,0.0032501756851721713
20231,3110240,태릉시장 특화거리,LH,상권확장,1.7795418159026395,0.0032062543921293042
20232,3110240,태릉시장 특화거리,LH,상권확장,1.7631782900494597,0.003228215038650738
20233,3110241,먹골역 5번,LL,다이나믹,3.9369933977409985,0.002987605474585167
20231,3110241,먹골역 5번,LL,다이나믹,3.8581083079602525,0.0030481650450159474
20232,3110241,먹골역 5번,LL,다이나믹,3.8717732266995366,0.003058258306754411
20233,3110242,면목5동주민센터,LL,다이나믹,2.772875319565545,0.0012475002380725646
20233,3110008,배화여자대학교(박노수미술관),LL,다이나믹,2.8287757783202916,0.001708382463286526
20231,3110242,면목5동주민센터,LL,다이나믹,3.160243413160495,0.0013427292638796306
20232,3110242,면목5동주민센터,LL,다이나믹,3.0630428662005666,0.0013236834587182173
20233,3110251,장안중학교,LL,다이나믹,3.233569255650589,0.002031891868015372
20231,3110251,장안중학교,LL,다이나믹,3.3185456126239683,0.0019766774150801712
20232,3110251,장안중학교,LL,다이나믹,3.29157749573061,0.0019987631962542513
20233,3110252,장안제일시장,LL,다이나믹,4.503467872020241,0.0016619495820443626
20231,3110252,장안제일시장,LL,다이나믹,4.850349431029387,0.001727769367471862
20232,3110252,장안제일시장,LL,다이나믹,4.645174402208409,0.0017030869479365497
20233,3110253,중곡초등학교,LL,다이나믹,2.827971008568065,0.002161774736136319
20231,3110253,중곡초등학교,LL,다이나믹,2.7378873151238072,0.0021155335653098737
20232,3110253,중곡초등학교,LL,다이나믹,2.886991681710432,0.0021155335653098737
20233,3110277,러스크서울병원,LL,다이나믹,5.253119287601506,0.0014978040669188393
20231,3110277,러스크서울병원,LL,다이나믹,4.991490595736336,0.0015147284066580353
20232,3110277,러스크서울병원,HL,상권축소,4.97808638127574,0.0015062662367884372
20233,3110278,망우본동주민센터,HL,상권축소,4.013935164589575,0.0019414934229183482
20231,3110278,망우본동주민센터,HL,상권축소,3.7348736616687774,0.0019414934229183482
20232,3110278,망우본동주민센터,HL,상권축소,3.7332406276389296,0.0019487649338656079
20233,3110272,신내1동주민센터,LL,다이나믹,2.112944344041824,0.0023709959549579095
20231,3110272,신내1동주민센터,LL,다이나믹,2.123291062981002,0.0023573302722204002
20232,3110272,신내1동주민센터,LL,다이나믹,2.1065870309093495,0.0023573302722204002
20233,3110273,장스여성병원,HL,상권축소,2.7997357802968175,0.0017333525928065867
20231,3110273,장스여성병원,HL,상권축소,2.6555501190893818,0.001820020222446916
20232,3110273,장스여성병원,HL,상권축소,2.7222412801151212,0.0018055756175068612
20233,3110256,면목2동체육관,LL,다이나믹,5.242779447530019,0.001307124731250648
20231,3110256,면목2동체육관,LL,다이나믹,6.486798843602154,0.001329661364548073
20232,3110256,면목2동체육관,LL,다이나믹,5.619928098134312,0.001325154037888588
20233,3110257,상봉역 7번,LL,다이나믹,2.52088919018149,0.0009883842978098104
20231,3110257,상봉역 7번,LL,다이나믹,2.5894111708308123,0.0010233713525995382
20232,3110257,상봉역 7번,LL,다이나믹,2.465544391788681,0.0010233713525995382
20233,3110258,면동초등학교,LL,다이나믹,3.943710906077949,0.0016332830784693804
20231,3110258,면동초등학교,LL,다이나믹,3.9741863188120434,0.0016512312441668462
20232,3110258,면동초등학교,LL,다이나믹,4.339875023186964,0.001660205327015579
20233,3110259,사가정역 1번,LL,다이나믹,2.288712665476378,0.0024450161069781455
20231,3110259,사가정역 1번,LL,다이나믹,2.417633190577894,0.0024450161069781455
20232,3110259,사가정역 1번,LL,다이나믹,2.2435231460727327,0.002468191615101161
20233,3110260,면목역 3번,HL,상권축소,2.8404486626156564,0.0023354210582187105
20231,3110260,면목역 3번,HL,상권축소,2.783127246621708,0.002426411489058401
20232,3110260,면목역 3번,HL,상권축소,2.676971676218608,0.0023505861300253256
20233,3110261,사가정역 4번,LL,다이나믹,4.286489733571591,0.0015342045423413057
20231,3110261,사가정역 4번,LL,다이나믹,4.150551591867119,0.001525072372446417
20232,3110261,사가정역 4번,LL,다이나믹,4.2401253402609465,0.0015068080326566397
20233,3110262,상봉역 3번,LL,다이나믹,1.8362228228639552,0.0024431235908997746
20231,3110262,상봉역 3번,LL,다이나믹,1.9044627943431671,0.0024759171961467514
20232,3110262,상봉역 3번,LL,다이나믹,1.898418695955454,0.0024431235908997746
20233,3110263,면목역 1번,LL,다이나믹,3.046947600111972,0.0011308052385210119
20231,3110263,면목역 1번,LL,다이나믹,2.8524527452745274,0.0011965497291326988
20232,3110263,면목역 1번,LL,다이나믹,3.081121122842356,0.0011965497291326988
20233,3110264,면목역 2번,LL,다이나믹,4.191638106547934,0.0016732120139388241
20231,3110264,면목역 2번,LL,다이나믹,4.301994844517272,0.0016824308129136936
20232,3110264,면목역 2번,LL,다이나믹,4.153267577883686,0.0016824308129136936
20233,3110265,망우역 1번,HL,상권축소,2.312687122453073,0.0007764822925639688
20231,3110265,망우역 1번,HL,상권축소,2.413700497351483,0.0007643497567426568
20232,3110265,망우역 1번,HL,상권축소,2.419545060244551,0.0007704160246533128
20233,3110266,면목동우체국,LL,다이나믹,4.444652610234409,0.0014555402597174849
20231,3110266,면목동우체국,LL,다이나믹,4.340137153620264,0.0015081501486229362
20232,3110266,면목동우체국,LL,다이나믹,4.36792223889644,0.0014730768893526354
20233,3110267,망우역 2번,LL,다이나믹,2.6985958980796094,0.0014799255263283524
20231,3110267,망우역 2번,LL,다이나믹,3.1137879450916284,0.0015117518817332634
20232,3110267,망우역 2번,LL,다이나믹,2.7482962879077992,0.0015356216482869465
20233,3110268,망우3동주민센터,LL,다이나믹,2.2152749333790744,0.0011651248648876286
20231,3110268,망우3동주민센터,LL,다이나믹,2.5349407545097713,0.0012212754607858276
20232,3110268,망우3동주민센터,LL,다이나믹,2.4260023272202313,0.0012072378118112778
20233,3110269,용마문화복지센터,LL,다이나믹,2.2949359462425183,0.0015978907841649023
20231,3110269,용마문화복지센터,LL,다이나믹,2.0815265036945396,0.001577917149362841
20232,3110269,용마문화복지센터,LL,다이나믹,2.205877460336877,0.001577917149362841
20233,3110270,혜원여고,HL,상권축소,3.339730285849031,0.0016272023341936932
20231,3110270,혜원여고,HL,상권축소,3.97531035510841,0.0017113679721692291
20232,3110270,혜원여고,HL,상권축소,4.0542459598992036,0.0017113679721692291
20233,3110271,신내역 1번,HH,정체,1.4956083313232162,0.00030196454580979786
20233,3110009,자하문터널,LL,다이나믹,2.8417236234318084,0.0005664419593283457
20231,3110271,신내역 1번,HH,정체,1.505823753585862,0.00029308323563892143
20232,3110271,신내역 1번,HH,정체,1.5036529656416686,0.00030196454580979786
20233,3110274,서일대학교,HL,상권축소,4.326553668279138,0.001474728515886848
20231,3110274,서일대학교,HL,상권축소,3.8430314886009214,0.0014991041938353911
20232,3110274,서일대학교,HL,상권축소,4.017139075523796,0.0014808224353739837
20233,3110275,하나은행 망우동지점,HL,상권축소,1.7491011082546408,0.002565042139978014
20231,3110275,하나은행 망우동지점,HL,상권축소,1.7383907480480563,0.00248048031118753
20232,3110275,하나은행 망우동지점,HL,상권축소,1.7012603554915096,0.0025368548637145195
20233,3110276,신내IC북측,LH,상권확장,1.7226059686122945,0.00023546428511361152
20231,3110276,신내IC북측,LH,상권확장,1.7174659042228462,0.00023546428511361152
20232,3110276,신내IC북측,LH,상권확장,1.721561954875544,0.00023546428511361152
20233,3110320,KB국민은행 종암동지점,HH,정체,2.008980600958682,0.0008694501672746517
20231,3110320,KB국민은행 종암동지점,HH,정체,1.9410431481978132,0.000888351257867579
20232,3110320,KB국민은행 종암동지점,HH,정체,1.8400397919989062,0.0008694501672746517
20233,3110322,장위1동주민센터,HL,상권축소,4.439166894444926,0.0008663454463459211
20231,3110322,장위1동주민센터,HL,상권축소,4.711099033806015,0.0009019486838669863
20232,3110322,장위1동주민센터,HL,상권축소,5.080100452039032,0.0008663454463459211
20233,3110323,상월곡역 1번,LL,다이나믹,2.115259041245763,0.0019965568361149633
20231,3110323,상월곡역 1번,LL,다이나믹,2.0509357047240653,0.0020085122662713405
20232,3110323,상월곡역 1번,LL,다이나믹,2.10132596434359,0.0019965568361149633
20233,3110280,북정마을,HH,정체,1.3926093181453885,0.0002316684096956539
20231,3110280,북정마을,HH,정체,1.4115545946327903,0.0002316684096956539
20232,3110280,북정마을,HH,정체,1.4018999928887883,0.0002316684096956539
20233,3110281,길상사,HH,정체,3.2920225424344265,0.0002044295801425283
20231,3110281,길상사,LH,상권확장,3.3119846040723036,0.00020851817174537886
20232,3110281,길상사,HH,정체,3.3151097917574046,0.00020851817174537886
20233,3110282,국민대학교앞,HH,정체,2.0467846151722995,0.0007488694950891443
20231,3110282,국민대학교앞,HH,정체,1.9163547537681795,0.0007920735044212103
20232,3110282,국민대학교앞,HH,정체,1.9656422284977304,0.0007776721679771882
20233,3110283,성북초등학교앞,HH,정체,3.4839741902001125,0.0017518109937976422
20231,3110283,성북초등학교앞,HH,정체,3.1025953576846637,0.0017044647507220303
20232,3110283,성북초등학교앞,HH,정체,3.2235680697529823,0.0017518109937976422
20233,3110284,정릉북한산국립공원입구,LH,상권확장,4.628195127492149,0.0007316818229329988
20231,3110284,정릉북한산국립공원입구,LH,상권확장,5.096667080087044,0.0007665238145012369
20232,3110284,정릉북한산국립공원입구,LH,상권확장,3.847163017466956,0.0007316818229329988
20233,3110285,홍대부중,LL,다이나믹,2.598811290353921,0.000921495264846621
20231,3110285,홍대부중,LL,다이나믹,2.2253389830093537,0.000877085854492567
20232,3110285,홍대부중,LL,다이나믹,2.4627313430580573,0.000921495264846621
20233,3110286,한성대입구역 5번,LH,상권확장,5.607464068161277,0.001292600087361937
20231,3110286,한성대입구역 5번,LL,다이나믹,7.288475277262702,0.0013193435374452874
20232,3110286,한성대입구역 5번,LL,다이나믹,7.230278686074532,0.0013282580208064043
20233,3110287,정릉3동주민센터,LH,상권확장,2.25086331345455,0.0006648052120728626
20231,3110287,정릉3동주민센터,LH,상권확장,2.542573706083137,0.0006980454726765058
20232,3110287,정릉3동주민센터,LH,상권확장,2.360558730314221,0.0006481850817710411
20233,3110288,동구여중,LL,다이나믹,4.845751397240314,0.001208313194780087
20231,3110288,동구여중,LL,다이나믹,4.131334601989156,0.0012324794586756887
20232,3110288,동구여중,LL,다이나믹,4.271955767953778,0.001220396326727888
20233,3110289,북한산보국문역 2번,LH,상권확장,4.374528886140092,0.0006840451100018488
20231,3110289,북한산보국문역 2번,LH,상권확장,3.453086658610457,0.0006840451100018488
20232,3110289,북한산보국문역 2번,LH,상권확장,4.003571912162481,0.000690207678560424
20233,3110290,북한산보국문역 1번,LL,다이나믹,2.68554652074411,0.0008314006913753118
20231,3110290,북한산보국문역 1번,HL,상권축소,2.2003359666675415,0.0008095217258128035
20232,3110290,북한산보국문역 1번,HL,상권축소,2.718042717322695,0.0008314006913753118
20233,3110298,솔숲어린이공원,HL,상권축소,1.7241198771795907,0.0009498179515592844
20231,3110298,솔숲어린이공원,HL,상권축소,1.7456421910295834,0.0010025856155348003
20232,3110298,솔숲어린이공원,HL,상권축소,1.8349640849528028,0.001028969447522558
20233,3110299,정릉역 1번,HH,정체,6.359169181379814,0.0020154708679298843
20231,3110299,정릉역 1번,HH,정체,6.245004359278166,0.0020083741395216805
20232,3110299,정릉역 1번,HH,정체,6.13556270022804,0.0020154708679298843
20233,3110300,삼선동주민센터,LL,다이나믹,2.825131700672089,0.0017859207770682633
20231,3110300,삼선동주민센터,LL,다이나믹,2.8170328919538625,0.0017794966016111832
20232,3110300,삼선동주민센터,LL,다이나믹,2.823004985792943,0.0017923449525253433
20233,3110301,성신여대입구역 7번,LL,다이나믹,5.016277392803124,0.0011548419542906105
20231,3110301,성신여대입구역 7번,LL,다이나믹,4.39112673504192,0.0012200346452586287
20232,3110301,성신여대입구역 7번,LL,다이나믹,4.730312870463898,0.0011827816789911896
20233,3110302,보문역 8번,LH,상권확장,2.705341686443917,0.0023692471717111888
20231,3110302,보문역 8번,HH,정체,2.9141627031056014,0.0023988627613575784
20232,3110302,보문역 8번,HH,정체,2.6248206588074083,0.0023396315820647987
20233,3110303,성신여대입구역 1번,LL,다이나믹,3.9770434436312625,0.001372382180989762
20231,3110303,성신여대입구역 1번,LL,다이나믹,3.5876838038518115,0.0013815313955296937
20232,3110303,성신여대입구역 1번,LL,다이나믹,3.672349493596543,0.0013540837519098986
20233,3110304,보문역 4번,LH,상권확장,5.601395104472251,0.001425692479204185
20231,3110304,보문역 4번,LL,다이나믹,4.904655240673729,0.0014149729868793415
20232,3110304,보문역 4번,LH,상권확장,5.4349897953767305,0.001447131463853872
20233,3110305,보문역 5번,HL,상권축소,3.680343897761964,0.0015736922075103104
20231,3110305,보문역 5번,HL,상권축소,3.9830029654151877,0.0015736922075103104
20232,3110305,보문역 5번,HL,상권축소,4.214351983073231,0.0015397764271760364
20233,3110306,미아초등학교,LL,다이나믹,1.6683577377836942,0.0026973180076628354
20231,3110306,미아초등학교,LL,다이나믹,1.6499087301861468,0.0026973180076628354
20232,3110306,미아초등학교,LL,다이나믹,1.6315041405214565,0.002727969348659004
20233,3110307,길음역 7번,HH,정체,2.2874867374545524,0.002300182927933639
20231,3110307,길음역 7번,HH,정체,2.261934287422447,0.0023726296343252497
20232,3110307,길음역 7번,HH,정체,2.3067832460678126,0.002336406281129444
20233,3110308,길음역 8번,LL,다이나믹,3.1937942476043117,0.002036036672198096
20231,3110308,길음역 8번,LL,다이나믹,2.8739182387298006,0.0020595746684084785
20232,3110308,길음역 8번,LL,다이나믹,2.8409597223961347,0.0020713436665136696
20233,3110309,대광초등학교,HH,정체,1.6700662115662648,0.00118330168689287
20231,3110309,대광초등학교,HH,정체,1.8419510695075676,0.00118330168689287
20232,3110309,대광초등학교,HH,정체,1.702582227243571,0.0011695423649522552
20233,3110291,한성대입구역 3번,LL,다이나믹,2.765804867971536,0.001201033685864232
20231,3110291,한성대입구역 3번,LL,다이나믹,2.648285783291304,0.0012181099941940552
20232,3110291,한성대입구역 3번,LL,다이나믹,2.753629558375527,0.0011953415830876241
20233,3110292,정릉역 2번,HL,상권축소,1.905203357086755,0.001984126984126984
20231,3110292,정릉역 2번,HL,상권축소,1.7558716348609182,0.001937984496124031
20232,3110292,정릉역 2번,HL,상권축소,1.884480377924196,0.001984126984126984
20233,3110293,삼선중학교,HL,상권축소,4.389637708600866,0.0023174245271201303
20231,3110293,삼선중학교,HL,상권축소,4.580219181270075,0.0022798446699235876
20232,3110293,삼선중학교,HL,상권축소,4.746107291361304,0.0023174245271201303
20233,3110294,서경대학교,LH,상권확장,3.48689220635514,0.0009211009744006375
20231,3110294,서경대학교,LH,상권확장,3.9366028681942242,0.0009055768006747841
20232,3110294,서경대학교,LH,상권확장,3.63386908304383,0.0008952273515242151
20233,3110295,정릉우체국,LH,상권확장,3.008903526292454,0.0009732137608506803
20231,3110295,정릉우체국,LH,상권확장,3.064675194613331,0.000960150488892953
20232,3110295,정릉우체국,LH,상권확장,3.0949458296369694,0.0009536188529140894
20233,3110296,성신여대입구역 4번,LL,다이나믹,1.949579463789145,0.0027749747729566097
20231,3110296,성신여대입구역 4번,LL,다이나믹,1.8506144626919487,0.0028254288597376388
20232,3110296,성신여대입구역 4번,LL,다이나믹,1.888909211166636,0.002808610830810629
20233,3110297,경동고등학교,LL,다이나믹,4.623021298383389,0.001321272487041366
20231,3110297,경동고등학교,LL,다이나믹,5.179255249945985,0.0012973580528867711
20232,3110297,경동고등학교,LL,다이나믹,4.939738653985932,0.001321272487041366
20233,3110310,길음역 10번,HH,정체,1.5055538979465282,0.000957112255594549
20231,3110310,길음역 10번,HH,정체,1.5074953143863348,0.00100268902967048
20232,3110310,길음역 10번,HH,정체,1.4954702005346139,0.00100268902967048
20233,3110312,안암역 2번,LH,상권확장,1.2891839720103377,0.0015860335064263728
20231,3110312,안암역 2번,LL,다이나믹,1.2510589321122452,0.0015390399210507765
20232,3110312,안암역 2번,LL,다이나믹,1.2483127299498407,0.0015625367137385748
20233,3110313,안암역 3번,LH,상권확장,1.3730831399789472,0.0030866823026163884
20231,3110313,안암역 3번,LH,상권확장,1.3072049842516866,0.0031352914727363315
20232,3110313,안암역 3번,LH,상권확장,1.3313682310256179,0.0031352914727363315
20233,3110314,종암경찰서,LL,다이나믹,2.4139394116592507,0.00274692605893405
20231,3110314,종암경찰서,HL,상권축소,2.223764695507121,0.0027707089685352106
20232,3110314,종암경찰서,LL,다이나믹,2.2884947886445173,0.00274692605893405
20233,3110315,종암아이파크2차,HL,상권축소,3.3450977430232216,0.001971961509035463
20231,3110315,종암아이파크2차,HL,상권축소,3.1499438641073976,0.0019827372549864764
20232,3110315,종암아이파크2차,HL,상권축소,3.1912476960298055,0.002015064492839517
20233,3110316,숭곡초등학교,HL,상권축소,5.0091342425496626,0.0019156345677918713
20231,3110316,숭곡초등학교,HL,상권축소,4.756319412850911,0.0019156345677918713
20232,3110316,숭곡초등학교,HL,상권축소,4.955305518624317,0.0019100980516999872
20233,3110317,종암중학교,HH,정체,2.9284986887034474,0.0012690216499469417
20231,3110317,종암중학교,HH,정체,2.8340205220663934,0.0012909013335667167
20232,3110317,종암중학교,HH,정체,2.82608469738475,0.0012909013335667167
20233,3110318,KT월곡지사,LH,상권확장,3.5970717012844315,0.0010667499251974138
20231,3110318,KT월곡지사,HH,정체,3.3769994306208577,0.0010147133434804667
20232,3110318,KT월곡지사,LH,상권확장,3.656776027777503,0.0010407316343389404
20233,3110319,종암동주민센터,HH,정체,3.144342831992351,0.0021245019110352117
20231,3110319,종암동주민센터,HH,정체,3.3356284884836653,0.0021651622346913883
20232,3110319,종암동주민센터,HH,정체,3.1670602016056555,0.0021753273156054323
20233,3110353,수유동우체국,LH,상권확장,3.4669042807215043,0.0014763190445156742
20231,3110353,수유동우체국,LH,상권확장,3.725935022212276,0.0014364185297990344
20232,3110353,수유동우체국,LH,상권확장,3.40779809009164,0.001463018872943461
20233,3110354,삼각산119안전센터,LL,다이나믹,1.654692965075632,0.0033578054749302828
20231,3110354,삼각산119안전센터,LL,다이나믹,1.578092119309176,0.003414717432132491
20232,3110354,삼각산119안전센터,LL,다이나믹,1.6064312460403791,0.003414717432132491
20233,3110348,강북문화예술회관,LL,다이나믹,2.672455013427859,0.0010618052322494752
20231,3110348,강북문화예술회관,LL,다이나믹,2.3223188013876253,0.0011026438950283012
20232,3110348,강북문화예술회관,LL,다이나믹,2.4568641415189587,0.0010863084299167708
20233,3110349,화계역 2번,LL,다이나믹,1.9049990148243883,0.0009698959227067558
20231,3110349,화계역 2번,LL,다이나믹,2.050536431613452,0.0009325922333718805
20233,3110325,장곡초등학교,LL,다이나믹,3.8501347353933677,0.001289583034818742
20231,3110325,장곡초등학교,LL,다이나믹,4.1886734884902035,0.0013277929025170751
20232,3110325,장곡초등학교,LL,다이나믹,3.9072176434489685,0.0013086879686679085
20233,3110326,장위동성당,HH,정체,1.9148074938523096,0.0006152629150277967
20231,3110326,장위동성당,HH,정체,1.70497540967817,0.0006152629150277967
20232,3110326,장위동성당,HH,정체,1.8236270561065706,0.0006372365905645038
20233,3110327,상월곡역 2번,HH,정체,4.3427862745163415,0.0011674478057094163
20231,3110327,상월곡역 2번,HH,정체,4.701492052058381,0.0011844908393694078
20232,3110327,상월곡역 2번,HH,정체,4.3068678318907105,0.0011674478057094163
20233,3110328,상월곡역 3번,LH,상권확장,2.8017624996807413,0.0008494059820831965
20231,3110328,상월곡역 3번,HH,정체,2.6669966487641896,0.0008720568082720817
20232,3110328,상월곡역 3번,LH,상권확장,2.6405031947322253,0.0008494059820831965
20233,3110329,우리은행체육관,LL,다이나믹,4.175610673120794,0.0010269721250423204
20231,3110329,우리은행체육관,LL,다이나믹,4.338464726406305,0.0010382575330098183
20232,3110329,우리은행체육관,LL,다이나믹,3.989423901824576,0.0010382575330098183
20233,3110330,돌곶이역 1번,HL,상권축소,3.6661036862886425,0.0014625531210331695
20231,3110330,돌곶이역 1번,LL,다이나믹,3.897113018799712,0.0014901484629394558
20232,3110330,돌곶이역 1번,LL,다이나믹,3.7351662078683345,0.001503946133892599
20233,3110331,돌곶이역 8번,LL,다이나믹,3.3731737600374734,0.0017275396248501384
20231,3110331,돌곶이역 8번,LL,다이나믹,3.611579260493328,0.0016897791958916653
20232,3110331,돌곶이역 8번,LL,다이나믹,3.4522715751168933,0.0016992193031312836
20231,3110332,돌곶이역 3번,HH,정체,2.143364355063447,0.0017137213895666319
20232,3110332,돌곶이역 3번,HH,정체,2.143146656244959,0.0016556291390728477
20233,3110333,돌곶이역 5번,HH,정체,3.6519836791924307,0.0025232659967642825
20231,3110333,돌곶이역 5번,HH,정체,3.3908631295208815,0.00258263696139403
20232,3110333,돌곶이역 5번,HH,정체,3.4712997445232263,0.00258263696139403
20233,3110334,석관중앙교회,HH,정체,3.088320288921899,0.0015306848924960842
20231,3110334,석관중앙교회,HL,상권축소,2.8612519360262074,0.001554416441216954
20232,3110334,석관중앙교회,HH,정체,2.9250137081127785,0.0015781479899378234
20233,3110335,석계역 7번,HL,상권축소,1.8968294786219249,0.0018755194975881104
20231,3110335,석계역 7번,HL,상권축소,1.9300079156384986,0.0018684152570669433
20232,3110335,석계역 7번,HL,상권축소,1.995374111252166,0.0018755194975881104
20233,3110336,석관고등학교,HL,상권축소,1.7521839945412399,0.0009112127122166448
