year_quarter_code,commercial_district_code,commercial_district_name,monthly_average_income_amount,expenditure_total_amount
20233,3110731,금천구청역 1번 출입구,,491136065.0
20233,3110732,가산초등학교(세일중학교),,2629109196.0
20233,3110733,금천어울림복지센터,,176214564.0
20233,3110734,금천파출소,,36451745.0
20233,3110735,말미고개,,2769962029.0
20233,3110736,독산119안전센터,,2143939702.0
20233,3110737,금천세무서,,1401946792.0
20233,3110738,문성초등학교,,1466230022.0
20233,3110739,시흥3동 우편취급국,,170883832.0
20233,3110740,금천해태공원,,2506007736.0
20233,3110741,독산2동주민센터,,1526480368.0
20233,3110742,KT금천빌딩(금천구시설관리공단),,105963339.0
20233,3110743,시흥초등학교(시흥1동우체국),,2313042808.0
20233,3110744,독산동성당,,3583350657.0
20233,3110745,독산동정훈단지,,1190169992.0
20233,3110746,금천금빛공원(은행나무사거리서측),,887828368.0
20233,3110747,석수역 1번 출입구,,548438825.0
20233,3110748,백산초등학교,,833746916.0
20233,3110749,금산초등학교(금천고등학교),,2751956979.0
20233,3110750,시흥4동주민센터(서울신흥초등학교),,1637295016.0
20233,3110751,난곡중학교,,2927599624.0
20233,3110752,한울중학교,,2863978108.0
20233,3110753,시흥동 은행나무사거리,,2938316444.0
20233,3110754,삼성산자연공원(서울금천초등학교),,2303473474.0
20233,3110755,동일여자고등학교,,660224442.0
20233,3110756,문래중학교,,567354454.0
20233,3110757,양평역 2번,,669567054.0
20233,3110758,문래소공원,,200434522.0
20233,3110759,문래예술촌(문래창작촌),,1400475941.0
20233,3110760,선유도역 6번,,441722776.0
20233,3110761,문래동남성맨션,,79931550.0
20233,3110762,선유도역 1번,,4827525786.0
20233,3110763,영등포구청역 2번,,587300760.0
20233,3110765,문래동사거리,,247856303.0
20233,3110766,대림역 5번,,1621629912.0
20233,3110767,도림동주민센터,,450218267.0
20233,3110768,도림2동유수지내체육시설,,421614481.0
20233,3110769,대림차이나타운(대림역 12번),,432214845.0
20233,3110770,영등포구청역 6번,,1034144850.0
20233,3110771,대림역 11번,,238898435.0
20233,3110772,신우어린이공원,,531871512.0
20233,3110773,당산역 13번,,154051811.0
20233,3110774,당산반도유보라팰리스아파트,,949463132.0
20233,3110775,대동초등학교,,406331301.0
20233,3110776,도신초등학교,,1306794675.0
20233,3110777,구로세무서,,93943231.0
20233,3110778,구로디지털단지역 4번,,1856849223.0
20233,3110779,대림갑을명가아파트,,89377727.0
20233,3110780,신길대성유니드아파트,,1047820072.0
20233,3110781,대림한신아파트,,1229736580.0
20233,3110782,영등포시장역 4번,,643596295.0
20233,3110783,영등포시장역 1번,,634504452.0
20233,3110784,신대림초등학교,,456603806.0
20233,3110785,영등포푸르지오아파트,,1738821190.0
20233,3110786,당산역 8번,,1303145954.0
20233,3110787,신길3동주민센터,,1141224017.0
20233,3110788,영등포시장역 3번,,294079407.0
20233,3110789,대림성모병원,,766250747.0
20233,3110790,대림1동주민센터,,1388611996.0
20233,3110791,신풍역 3번,,130159657.0
20233,3110792,영등포역 2번,,2107611346.0
20233,3110794,영동초등학교,,1491679979.0
20233,3110795,도림초등학교,,955183276.0
20233,3110796,한림대학교한강성심병원,,662515929.0
20233,3110797,KT대방빌딩,,45863421.0
20233,3110798,신풍역 2번,,216940094.0
20233,3110799,영등포본동주민센터,,286772940.0
20233,3110800,영등포동성당,,495631683.0
20233,3110801,신풍역 6번(신길6동공영주차장),,81313620.0
20233,3110802,신길동홍어거리,,547137587.0
20233,3110803,신길2동우편취급국,,1414470246.0
20233,3110804,신풍역 1번,,814442048.0
20233,3110805,신길새마을금고신길4동지점,,251705385.0
20233,3110807,신길역 3번,,1178886251.0
20233,3110808,신길역 1번,,320236388.0
20233,3110809,장훈고등학교,,375240099.0
20233,3110810,영신초등학교,,1585283528.0
20233,3110811,보라매역 4번,,620109198.0
20233,3110812,신길6동주민센터,,604720460.0
20233,3110813,보라매역 6번,,1231817402.0
20233,3110814,서울지방병무청,,1703368986.0
20233,3110815,공군호텔,,1832200208.0
20233,3110816,대방역 6번,,1102084880.0
20233,3110817,대방역 4번,,397654370.0
20233,3110818,신대방역 3번,,309089207.0
20233,3110819,신대방역 4번,,2477965115.0
20233,3110820,성남고등학교,,2408393470.0
20233,3110821,보라매역 2번,,2924353294.0
20233,3110822,신대방삼거리역 4번(대림초등학교),,2780941265.0
20233,3110823,신대방삼거리역 3번,,1507163509.0
20233,3110824,대방역 3번,,296188304.0
20233,3110825,신대방삼거리역 1번,,4819633269.0
20233,3110826,장승배기역 4번,,2033499501.0
20233,3110827,NH농협은행 상도동지점,,862223470.0
20233,3110828,노량진역 6번,,3212897642.0
20233,3110829,장승배기역 5번,,1448807721.0
20233,3110830,상도초등학교,,1868210442.0
20233,3110831,상도4동주민센터,,1380200649.0
20233,3110832,노량진초등학교,,1596696443.0
20233,3110833,상도역 2번,,1298518465.0
20233,3110834,동작구자원봉사센터,,561537293.0
20233,3110835,상도역 1번,,548648898.0
20233,3110836,상도역 5번,,5584081974.0
20233,3110837,숭실대입구역 1번,,3135385640.0
20233,3110838,상도1동주민센터앞,,132850687.0
20233,3110839,숭실대입구역 4번,,1507469763.0
20233,3110840,중앙대학교,,1012727735.0
20233,3110841,중대부중,,1039605800.0
20233,3110842,흑리단길,,166950698.0
20233,3110843,사당5동주민센터,,610366411.0
20233,3110844,흑석2치안센터,,211805045.0
20233,3110845,사당종합체육관,,639100605.0
20233,3110846,남성역 1번,,3841011054.0
20233,3110847,예술인마을,,2449035949.0
20233,3110848,양지어린이공원,,2485009239.0
20233,3110849,이수역 10번,,1840625390.0
20233,3110850,사당역 10번,,3788889097.0
20233,3110851,경문고등학교(동작동성당),,1738152782.0
20233,3110852,이수역 9번,,671645110.0
20233,3110853,KT구로지사,,1200761805.0
20233,3110854,조원동주민센터,,1067787992.0
20233,3110855,신대방역 2번,,2228561226.0
20233,3110856,미성초등학교,,2275495134.0
20233,3110857,미성동주민센터,,2278245838.0
20233,3110858,신대방역 1번,,278638442.0
20233,3110859,난향초등학교,,919912427.0
20233,3110860,호림박물관(성보고등학교),,1010020335.0
20233,3110861,관악구신사동주민센터,,3079897741.0
20233,3110862,난곡초등학교(난곡동벽화마을),,1013962155.0
20233,3110863,난우초등학교,,2244769445.0
20233,3110864,신림우방아파트,,2185758672.0
20233,3110865,남강고등학교(남강중학교),,4723611998.0
20233,3110866,난우중학교,,1771545010.0
20233,3110867,국제신학대학원대학교(남서울중학교),,1584152445.0
20233,3110868,남부초등학교,,1516714989.0
20233,3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",,5544277977.0
20233,3110870,신림주공2단지(광신고등학교),,525158961.0
20233,3110871,신원동주민센터,,922815612.0
20233,3110872,신림초등학교,,1039704333.0
20233,3110873,당곡중학교,,2200042860.0
20233,3110874,원신초등학교(구세군관악영문교회),,1760499859.0
20233,3110875,보라매동주민센터(당곡고등학교),,1868276430.0
20233,3110876,서원동주민센터(신관중학교),,1007367268.0
20233,3110877,신림역 8번,,2583184693.0
20233,3110878,미림여고,,1009296041.0
20233,3110879,신림현대아파트,,537927829.0
20233,3110880,신림역 1번,,733866266.0
20233,3110881,구립대학경로당(관악산샘말공원),,6250015565.0
20233,3110882,신성초등학교,,3072648126.0
20233,3110883,은천초등학교(은천교앞),,2199926468.0
20233,3110884,봉천역 4번(봉천110안전센터),,802692351.0
20233,3110885,영락고등학교,,2730773261.0
20233,3110886,관악해태어린이공원,,3161387114.0
20233,3110887,서울산업정보학교(서울삼성초등학교),,1248107544.0
20233,3110888,청룡동주민센터,,839349724.0
20233,3110889,봉천역 6번,,1033438268.0
20233,3110890,봉천역 1번(관악초등학교),,1115579178.0
20233,3110891,구암초등학교,,458822062.0
20233,3110892,관악구 중앙길,,5352501127.0
20233,3110893,관악소방서(문영여고),,129087528.0
20233,3110894,관악동부센트레빌아파트(은천로35라길),,1315760697.0
20233,3110895,샤로수길,,5004066746.0
20233,3110896,관악우성아파트,,176613792.0
20233,3110897,서울대입구역 8번,,2341624487.0
20233,3110898,청림동주민센터(상도중학교),,907899654.0
20233,3110899,낙성대역 5번(관악중학교),,1514834392.0
20233,3110900,낙성대역 1번(관악구민 종합체육센터),,2559831428.0
20233,3110901,인헌고등학교(인헌중학교),,3411268029.0
20233,3110902,사당역 4번,,4912961309.0
20233,3110903,방배아이파크아파트,,1903393564.0
20233,3110904,이수역 5번,,636487484.0
20233,3110905,방배노인종합복지관(이수중학교),,1839041773.0
20233,3110906,서문여고,,452922873.0
20233,3110907,방배초등학교,,1682625380.0
20233,3110908,구반포역,,90005054.0
20233,3110909,남태령역(서울전자고등학교),,408214358.0
20233,3110910,내방역 5번,,1471456945.0
20233,3110911,방배배수지체육공원,,295735012.0
20233,3110912,방배동사이길,,226217994.0
20233,3110913,방현초등학교(방배119안전센터),,2505897430.0
20233,3110914,내방역 6번,,308997121.0
20233,3110915,서래초등학교,,1095133431.0
20233,3110916,내방역 4번,,2268255804.0
20233,3110917,서초소방서,,687624467.0
20233,3110918,방배역 3번,,1612914452.0
20233,3110919,내방역 8번,,1877420052.0
20233,3110920,방배역 2번(백석예술대학교),,120477869.0
20233,3110921,서울프랑스학교,,859708712.0
20233,3110922,내방역 1번,,1487897105.0
20233,3110923,방배역 1번,,243762761.0
20233,3110924,반포4동주민센터(몽마르뜨공원),,1759224731.0
20233,3110925,서초중학교,,1594475492.0
20233,3110926,신중초등학교,,2179965263.0
20233,3110927,잠원역,,770153802.0
20233,3110928,서초우방유쉘아파트,,367292009.0
20233,3110929,남부터미널역 1번,,2709475123.0
20233,3110930,서초동성당,,1112781483.0
20233,3110931,삼성전자서울R&D(서울우면초등학교),,154085568.0
20233,3110932,서울시인재개발원,,389504227.0
20233,3110933,한국상담대학원대학교,,207442208.0
20233,3110934,우면주공아파트,,1477357950.0
20233,3110935,한전아트센터,,381275492.0
20233,3110936,더케이호텔(양재리본타워2단지아파트),,623519126.0
20233,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),,227030927.0
20233,3110938,바우뫼공원,,594481106.0
20233,3110939,양재역 8번(양재동우체국),,3729953536.0
20233,3110940,양재근린공원(양재2동주민센터),,774789640.0
20233,3110941,언남고등학교,,429956136.0
20233,3110942,염곡동 구룡사(포이동성당),,5023800209.0
20233,3110943,법제교육센터(버들어린이공원),,1151902294.0
20233,3110944,서울나래학교(염곡어린이공원),,514367518.0
20233,3110945,본마을노인복지센터(서초구립내곡도서관),,320171634.0
20233,3110946,청계산원터골,,90255485.0
20233,3110947,청계산입구역 2번(내곡동주민센터),,349773953.0
20233,3110948,헌인가구단지,,33867500.0
20233,3110949,한남IC,,337670218.0
20233,3110950,논현역 7번,,706218394.0
20233,3110951,신사은행나무공원,,545918532.0
20233,3110952,논현목련공원,,531557003.0
20233,3110953,학동근린공원,,1004338360.0
20233,3110954,국기원,,521453085.0
20233,3110955,논현초등학교,,4481561126.0
20233,3110956,언주역 8번,,703749157.0
20233,3110957,언북중학교,,1591782820.0
20233,3110958,역삼역 4번,,1067915396.0
20233,3110959,신구중학교,,292962061.0
20233,3110960,은광여고,,447224989.0
20233,3110961,언주역 3번,,1444220522.0
20233,3110962,도산공원북측,,85606527.0
20233,3110963,역삼월드메르디앙아파트,,885115575.0
20233,3110964,싸리고개근린공원,,429284584.0
20233,3110965,언주역 6번,,1570369626.0
20233,3110966,논현2동주민센터,,1812934729.0
20233,3110967,역삼역 8번,,924042436.0
20233,3110968,강남구청역 2번,,466605525.0
20233,3110969,베르사이유1아파트,,964238180.0
20233,3110970,학동초등학교,,823164325.0
20233,3110971,선정릉역 4번,,3043232760.0
20233,3110972,강남세브란스병원미래의학연구센터,,1056500384.0
20233,3110973,강남구청역 4번,,1313670201.0
20233,3110974,언주중학교,,936652373.0
20233,3110975,매봉역 1번,,539131517.0
20233,3110976,언북초등학교,,1119489213.0
20233,3110977,논현로18길,,275630230.0
20233,3110978,도곡2동주민센터(대치중학교),,73170781.0
20233,3110979,청담초등학교,,770567910.0
20233,3110980,개포지구대옆,,1203372074.0
20233,3110981,국악고교사거리,,895864770.0
20233,3110982,강남구보훈회관,,499785342.0
20233,3110983,국립국악고등학교,,989441993.0
20233,3110984,포이초등학교(개포목련어린이공원),,1995713025.0
20233,3110985,청담근린공원,,693886792.0
20233,3110986,삼성중앙역 7번,,382757355.0
20233,3110987,영동대교남단,,268225986.0
20233,3110988,청담역 3번,,842352089.0
20233,3110989,대치동아우편취급국,,1239122785.0
20233,3110990,청담역 12번,,67387498.0
20233,3110991,삼성중앙역 5번,,324397156.0
20233,3110992,도곡초등학교,,3923283050.0
20233,3110993,개포지하차도 북측,,533227058.0
20233,3110994,개포고등학교,,402347163.0
20233,3110995,봉은사역 4번,,1661967619.0
20233,3110996,대치2동주민센터,,1301041080.0
20233,3110997,대청초등학교,,7111260999.0
20233,3110998,은곡마을(은곡마을공원),,293491998.0
20233,3110999,윗방죽마을공원,,798255194.0
20233,3111000,대왕초등학교(세곡동사거리서남측),,266208444.0
20233,3111001,아래방죽마을공원(율현초등학교),,386417722.0
20233,3111003,삼전역 4번,,6139320585.0
20233,3111004,삼전역 1번,,5765259867.0
20233,3111005,삼전역 3번,,4862862549.0
20233,3111006,석촌고분역 1번,,5506856090.0
20233,3111007,석촌고분역 4번,,4910763463.0
20233,3111008,석촌고분역 3번,,2914259077.0
20233,3111009,송파책박물관,,604549258.0
20233,3111010,석촌역 7번,,5660251475.0
20233,3111011,잠실나루역,,151641866.0
20233,3111012,석촌역 6번,,3361106406.0
20233,3111013,송파나루역 1번(송리단길),,5156025642.0
20233,3111014,송파나루역 2번,,1995353597.0
20233,3111015,석촌역 3번,,5655210774.0
20233,3111016,송파역 2번,,1978573009.0
20233,3111017,송파나루역 3번,,714136891.0
20233,3111018,풍납초등학교(풍납백제문화공원),,448281909.0
20233,3111019,한성백제역 3번,,5013306316.0
20233,3111020,방이동고분군(방산고등학교),,486915209.0
20233,3111021,방이역 4번,,5276061066.0
20233,3111022,석촌중학교(방이육교),,1401174672.0
20233,3111023,문정역 1번,,1412671274.0
20233,3111024,경찰병원역 4번(건너말공원),,951223319.0
20233,3111025,경찰병원역 3번,,1830841310.0
20233,3111026,문정역 2번,,2402968443.0
20233,3111027,문정초등학교,,2992285256.0
20233,3111028,문현중학교(장지역 1번),,784923404.0
20233,3111029,오금역 4번,,554488670.0
20233,3111030,방이역 2번,,1130415031.0
20233,3111031,장지동주민센터(한림연예예술고교),,1496056598.0
20233,3111032,방이역 1번,,995113809.0
20233,3111033,문정동성당,,345779686.0
20233,3111034,오동나무공원(송파레미니스1단지),,2110300758.0
20233,3111035,오금공원(오주중학교),,1922741796.0
20233,3111036,투구봉어린이공원,,634383625.0
20233,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),,411760299.0
20233,3111038,보인중학교,,1476944882.0
20233,3111039,벌말어린이공원,,1261413488.0
20233,3111040,거여초등학교,,1245058042.0
20233,3111041,거여역 8번,,246252292.0
20233,3111042,거여역 1번(거여공원),,2441133871.0
20233,3111043,마천공원,,1565296585.0
20233,3111044,남천초등학교,,1818456929.0
20233,3111045,개미어린이공원,,655126763.0
20233,3111046,마천역(마천초등학교),,4201072204.0
20233,3111047,마천1치안센터,,1241557566.0
20233,3111048,천호역 1번(천호문구완구거리),,1378914075.0
20233,3111049,천호지구대(천호동자전거거리),,2162669920.0
20233,3111050,강동구청(강동구청역 2번),,532987710.0
20233,3111051,천호역 6번,,2658757815.0
20233,3111052,암사역 3번(천호동자전거거리),,2599527301.0
20233,3111053,성내천어린이공원(하니사랑길),,2852225329.0
20233,3111054,암사역 4번(삼성광나루아파트),,239946954.0
20233,3111055,선사초등학교,,133078748.0
20233,3111056,천호태영아파트,,251223247.0
20233,3111057,천호공원(해공체육문화센터),,2072699236.0
20233,3111058,성내중학교,,972043874.0
20233,3111059,강동역 4번(강풀만화거리),,5068426287.0
20233,3111060,암사역 2번(서울강동초등학교),,4432980578.0
20233,3111061,암사역 1번,,4871072059.0
20233,3111062,둔촌동역 3번(성내3동주민센터),,1925893019.0
20233,3111063,강동구립 천호도서관,,2679162346.0
20233,3111064,둔촌동역 4번,,1529680999.0
20233,3111065,천일초등학교,,1107618761.0
20233,3111066,암사동성당(효정하나플러스아파트),,2449094040.0
20233,3111067,강동구립성내도서관,,4977078933.0
20233,3111068,강동성심병원,,155431072.0
20233,3111069,천호1동주민센터,,1995547132.0
20233,3111070,천호초등학교,,1349568900.0
20233,3111071,천동초등학교,,779450446.0
20233,3111072,굽은다리역 1번(십자성마을),,3705942314.0
20233,3111073,둔촌동역 1번(한산중학교),,3738670753.0
20233,3111074,명일역 1번,,1208234536.0
20233,3111075,굽은다리역 2번,,2018920300.0
20233,3111076,둔촌2동주민센터,,828796978.0
20233,3111077,길동주민센터(강동도서관),,5572994071.0
20233,3111078,굽은다리역 4번,,4768847295.0
20233,3111079,둔촌고등학교(둔촌중학교),,1315654665.0
20233,3111080,굽은다리역 3번,,1294837113.0
20233,3111081,둔촌푸르지오아파트,,129684090.0
20233,3111082,중앙보훈병원,,502756843.0
20233,3111083,GS강동자이아파트,,1812225212.0
20233,3111084,길동신동아아파트,,480653213.0
20233,3111085,묘곡초등학교(고덕아이파크아파트),,5007325425.0
20233,3111086,한영중고,,1264810182.0
20233,3111087,고덕중학교(고덕2동주민센터),,995226881.0
20233,3111088,고덕동성당,,941528487.0
20233,3111089,상일여고(상일초등학교),,1310650750.0
20233,3110001,이북5도청사,,520427635.0
20233,3110002,독립문역 1번,,232465205.0
20233,3110003,세검정초등학교,,1349699230.0
20233,3110004,대신고등학교,,712772785.0
20233,3110005,세검정,,884701599.0
20233,3110006,부암동주민센터,,267177363.0
20233,3110007,사직공원(한국사회과학도서관),,1357989746.0
20233,3110008,배화여자대학교(박노수미술관),,2746062777.0
20233,3110009,자하문터널,,982492942.0
20233,3110010,평창동서측,,2243586695.0
20233,3110011,청운초등학교,,284960476.0
20233,3110012,성곡미술관,,1224738411.0
20233,3110013,체부동홍종문가옥,,190109278.0
20233,3110014,경복고등학교,,246628270.0
20233,3110015,청와대사랑채,,340654450.0
20233,3110072,열정도,,164351561.0
20233,3110497,가좌역 3번,,28572482.0
20233,3110555,홍익지구대,,183551134.0
20211,3110001,이북5도청사,4354652.0,520427635.0
20211,3110002,독립문역 1번,3463885.0,232465205.0
20211,3110003,세검정초등학교,3474789.0,1349699230.0
20211,3110004,대신고등학교,2644953.0,712772785.0
20211,3110005,세검정,3768541.0,884701599.0
20211,3110006,부암동주민센터,3963935.0,267177363.0
20211,3110007,사직공원(한국사회과학도서관),2770422.0,1357989746.0
20211,3110008,배화여자대학교(박노수미술관),3443668.0,2746062777.0
20211,3110009,자하문터널,3702978.0,982492942.0
20211,3110010,평창동서측,4492856.0,2243586695.0
20211,3110011,청운초등학교,4237174.0,284960476.0
20211,3110012,성곡미술관,5448355.0,1224738411.0
20211,3110013,체부동홍종문가옥,3732442.0,190109278.0
20211,3110014,경복고등학교,5290159.0,246628270.0
20211,3110015,청와대사랑채,3980058.0,340654450.0
20211,3110016,평창동동측,4884771.0,1635958594.0
20211,3110017,정독도서관,3978549.0,488287266.0
20211,3110018,중앙고등학교,3430192.0,1569319603.0
20211,3110019,창덕궁,2496875.0,266124846.0
20211,3110020,서울국제고등학교,2736810.0,1893277180.0
20211,3110021,성균관대학교,2902668.0,1062083531.0
20211,3110022,경신고등학교,3478003.0,879563907.0
20211,3110023,서울대병원,3548230.0,430124011.0
20211,3110024,혜회동주민센터,3655720.0,526235130.0
20211,3110025,충신시장옆,2770370.0,232818153.0
20211,3110026,종로5가역 4번,2729503.0,76260454.0
20211,3110027,혜화역 1번,2786575.0,1443674534.0
20211,3110028,이화달팽이길,2461097.0,2099016363.0
20211,3110029,동대문역 1번,2098071.0,2352986552.0
20211,3110030,동대문역 3번,2376672.0,202754119.0
20211,3110031,창신역 1번,2216896.0,173868489.0
20211,3110032,수족관거리,1616161.0,37011348.0
20211,3110033,창신역 4번,2207936.0,771111000.0
20211,3110034,창신1동주민센터,960234.0,212483540.0
20211,3110035,동묘앞역 2번,2251484.0,1867544638.0
20211,3110036,동묘앞역 3번,2674433.0,173906013.0
20211,3110037,신설동역 12번,2191167.0,969598430.0
20211,3110038,경향신문사,1554706.0,120364348.0
20211,3110039,회현역 1번,1988593.0,57559772.0
20211,3110040,중구회현체육센터(정화예술대남산캠퍼스),2645687.0,1230137661.0
20211,3110041,남산케이블카,2435163.0,597007525.0
20211,3110042,남산골공원옆,3232386.0,1228216215.0
20211,3110043,충무초등학교,2824585.0,1564568535.0
20211,3110044,관성묘,2847641.0,178946367.0
20211,3110045,동대문역사문화공원역 5번,2461667.0,354161658.0
20211,3110046,버티고개,2405645.0,2189269535.0
20211,3110047,다산성곽길,2759072.0,1195911920.0
20211,3110048,장충동주민센터,2981152.0,1413011253.0
20211,3110049,장충단 고개,2908231.0,1079848128.0
20211,3110050,약수역 7번,2710670.0,793450199.0
20211,3110051,한양공고앞 교차로,2461144.0,667566496.0
20211,3110052,장충초등학교,2404238.0,797341566.0
20211,3110053,청구역 1번,2240230.0,975466676.0
20211,3110054,청구역 3번,3171413.0,2007417767.0
20211,3110055,황학동벼룩시장,2774287.0,183778794.0
20211,3110056,신당역 3번,2376257.0,2345870071.0
20211,3110057,황학코아루아파트,3108300.0,995897832.0
20211,3110058,성심여자고등학교,2911566.0,2194575007.0
20211,3110059,새남터성지,3266131.0,1460700558.0
20211,3110060,효창공원앞역 6번,2822548.0,1779795689.0
20211,3110061,효창동주민센터,2979262.0,2000862980.0
20211,3110062,한강로동땡땡거리(은행나무길),2774795.0,776318976.0
20211,3110063,효창공원앞역 5번,3009124.0,1162886145.0
20211,3110064,효창공원앞역 2번,3243655.0,1617004489.0
20211,3110065,남정초등학교,2695366.0,115479057.0
20211,3110066,서울역 15번,2448662.0,1451433018.0
20211,3110067,배문고등학교,2637062.0,4042325194.0
20211,3110068,남영역 1번,3433048.0,1394945162.0
20211,3110069,숙대입구,2684434.0,2091408330.0
20211,3110070,용산세무서,3782576.0,126079583.0
20211,3110071,한강미주맨션아파트,5482498.0,160286532.0
20211,3110072,열정도,1916818.0,164351561.0
20211,3110073,삼각지역 3번,3647990.0,171521415.0
20211,3110074,서울역 12번,2756400.0,1534781017.0
20211,3110075,숙대입구역 1번,2703737.0,1617334839.0
20211,3110076,삼각지역 14번,2029858.0,12729189.0
20211,3110077,삼광초등학교,2851272.0,701686243.0
20211,3110078,이촌동점보아파트,6369714.0,280907628.0
20211,3110079,후암동주민센터,3120023.0,5816513606.0
20211,3110080,해방촌예술마을,2584702.0,1988754967.0
20211,3110081,해방촌 남동측,2556761.0,1722026054.0
20211,3110082,용산구청,2938264.0,793578005.0
20211,3110083,서빙고역 1번,2562932.0,458293529.0
20211,3110084,경리단길북측,2766235.0,1886525027.0
20211,3110085,경리단길남측,2990558.0,2188939195.0
20211,3110086,이태원역 북측,4346460.0,1170012718.0
20211,3110087,이태원엔틱가구거리,2513895.0,738082090.0
20211,3110088,오산고등학교,2872106.0,1192315963.0
20211,3110089,서빙고동주민센터,2677303.0,1615979283.0
20211,3110090,한국폴리텍대학서울정수캠퍼스,3058691.0,1346925170.0
20211,3110091,리움미술관,5476727.0,285909396.0
20211,3110092,NH농협은행 보광동지점,2468307.0,1781029608.0
20211,3110093,우사단길,2777443.0,3403698511.0
20211,3110094,오산중학교,2253555.0,159791487.0
20211,3110095,한강진역 3번,4339790.0,1514634303.0
20211,3110096,한남힐사이드아파트,3453789.0,694524729.0
20211,3110097,한남초등학교,3463418.0,270829508.0
20211,3110098,서울독일학교,3218904.0,237450148.0
20211,3110099,유엔빌리지길,5729183.0,1353322823.0
20211,3110100,옥수동우편취급국,3723007.0,196356024.0
20211,3110101,옥정중학교,3704479.0,416897845.0
20211,3110102,옥수역 6번,2847836.0,252903110.0
20211,3110103,옥수터널,2213151.0,194443882.0
20211,3110104,신금호역 4번,2666215.0,1928005256.0
20211,3110105,금동어린이공원,2365874.0,1619463514.0
20211,3110106,금북초등학교,2365668.0,448847476.0
20211,3110107,금호사거리,2369658.0,216936515.0
20211,3110108,성동구립금호도서관,649133.0,
20211,3110109,금호삼성래미안아파트,2494346.0,209484211.0
20211,3110110,상왕십리역 6번,2722217.0,1025524033.0
20211,3110111,대현산장미원,2121704.0,756269616.0
20211,3110112,행당역 2번,2622180.0,1692234915.0
20211,3110113,응봉산,2938811.0,789172732.0
20211,3110114,왕십리파출소,3041500.0,319484780.0
20211,3110115,상왕십리역 3번,2609932.0,909916791.0
20211,3110116,청계천박물관,2334335.0,1029149453.0
20211,3110117,성동구보건소,2205692.0,524998968.0
20211,3110118,왕십리역 9번,4163150.0,515886079.0
20211,3110119,마장지하차도,2189933.0,141386425.0
20211,3110120,서울숲카페거리,3108465.0,565691515.0
20211,3110121,한양대역 4번,2656203.0,451382057.0
20211,3110122,마장역 2번,2648703.0,569859649.0
20211,3110123,마장역 3번,2497084.0,1068633264.0
20211,3110124,뚝섬역교차로,2380327.0,426644891.0
20211,3110125,사근동살곶이상점가,2481227.0,2207499924.0
20211,3110126,서울숲역 1번,2683911.0,397341358.0
20211,3110127,성수1가1동주민센터,3016480.0,153848864.0
20211,3110128,성원중학교,2435523.0,4070992102.0
20211,3110129,성원어린이공원,3039148.0,536029154.0
20211,3110130,답십리역 6번,2237845.0,821791392.0
20211,3110131,성수동카페거리,2619989.0,1602323628.0
20211,3110132,성수2가3동주민센터,2818946.0,952107247.0
20211,3110133,서울교통공사,2556713.0,522124617.0
20211,3110134,성수119안전센터,2610406.0,2936426722.0
20211,3110135,성동세무서,2567089.0,453428765.0
20211,3110136,경수초등학교,2669023.0,1330547106.0
20211,3110137,성수초등학교,3333473.0,1510657423.0
20211,3110138,송정체육공원,2292404.0,1285313918.0
20211,3110139,자양4동주민센터,2460503.0,1598822707.0
20211,3110140,건대입구역 6번,2369396.0,3143153809.0
20211,3110141,건대입구역 1번,2282949.0,956074750.0
20211,3110142,화양사거리,2456645.0,2113204735.0
20211,3110143,뚝섬유원지역 1번,2680176.0,57752019.0
20211,3110144,어린이대공원역 4번,2488181.0,867862648.0
20211,3110145,장안초등학교,2340218.0,299544000.0
20211,3110146,신자초등학교,2667017.0,1506488855.0
20211,3110147,능동우편취급국,2463450.0,3195168079.0
20211,3110148,어린이대공원역 3번,2418795.0,657325391.0
20211,3110149,세종대학교,2772298.0,594089068.0
20211,3110150,중곡1동 마을마당,2480827.0,2331626455.0
20211,3110151,자양한강도서관,2491117.0,2108821996.0
20211,3110152,중곡어린이공원,2376956.0,731359996.0
20211,3110153,중곡1동주민센터,2616029.0,1118735342.0
20211,3110154,광진정말공원,2491844.0,2185328256.0
20211,3110155,광진구청,2754211.0,1783791264.0
20211,3110156,군자역 5번,2845498.0,2858750912.0
20211,3110157,자양동우체국,2628698.0,2938866512.0
20211,3110158,중곡3동주민센터,2363691.0,2796479673.0
20211,3110159,구의역 4번,2549359.0,4163589289.0
20211,3110160,광진경찰서,2586461.0,763674113.0
20211,3110161,중곡역 3번,2356839.0,2220720664.0
20211,3110162,군자역 4번,2769966.0,1745042930.0
20211,3110163,성자초등학교,2717384.0,1416070069.0
20211,3110164,아차산역 5번,2952316.0,1624780317.0
20211,3110165,국립정신건강센터,2515626.0,2118468606.0
20211,3110166,구의1동주민센터,2694438.0,2785503416.0
20211,3110167,용마초등학교,2524917.0,3247635962.0
20211,3110168,대원고등학교,2678712.0,1473853037.0
20211,3110169,성동초등학교,2922750.0,1137499144.0
20211,3110170,동대부여고,2548061.0,2972668657.0
20211,3110171,중곡4동주민센터,2387003.0,1110794278.0
20211,3110172,광진초등학교,2723879.0,1941841534.0
20211,3110173,구남초등학교,2880147.0,681804638.0
20211,3110174,아차산역 1번,2557225.0,2405017585.0
