year_quarter_code,commercial_district_code,commercial_district_name,monthly_average_income_amount,expenditure_total_amount
20213,3110998,은곡마을(은곡마을공원),4066487.0,293491998.0
20213,3110999,윗방죽마을공원,3614875.0,798255194.0
20213,3111000,대왕초등학교(세곡동사거리서남측),2943745.0,266208444.0
20213,3111001,아래방죽마을공원(율현초등학교),3838800.0,386417722.0
20213,3111003,삼전역 4번,3010887.0,6139320585.0
20213,3111004,삼전역 1번,2950854.0,5765259867.0
20213,3111005,삼전역 3번,2835826.0,4862862549.0
20213,3111006,석촌고분역 1번,2800884.0,5506856090.0
20213,3111007,석촌고분역 4번,2717569.0,4910763463.0
20213,3111008,석촌고분역 3번,2718031.0,2914259077.0
20213,3111009,송파책박물관,2627831.0,604549258.0
20213,3111010,석촌역 7번,2937323.0,5660251475.0
20213,3111011,잠실나루역,6025078.0,151641866.0
20213,3111012,석촌역 6번,2840529.0,3361106406.0
20213,3111013,송파나루역 1번(송리단길),3194188.0,5156025642.0
20213,3111014,송파나루역 2번,2793952.0,1995353597.0
20213,3111015,석촌역 3번,2898321.0,5655210774.0
20213,3111016,송파역 2번,2867597.0,1978573009.0
20213,3111017,송파나루역 3번,2632906.0,714136891.0
20213,3111018,풍납초등학교(풍납백제문화공원),2927597.0,448281909.0
20213,3111019,한성백제역 3번,2992773.0,5013306316.0
20213,3111020,방이동고분군(방산고등학교),2888541.0,486915209.0
20213,3111021,방이역 4번,3430269.0,5276061066.0
20213,3111022,석촌중학교(방이육교),2871319.0,1401174672.0
20213,3111023,문정역 1번,2812677.0,1412671274.0
20213,3111024,경찰병원역 4번(건너말공원),2606588.0,951223319.0
20213,3111025,경찰병원역 3번,2784032.0,1830841310.0
20213,3111026,문정역 2번,3087081.0,2402968443.0
20213,3111027,문정초등학교,2676663.0,2992285256.0
20213,3111028,문현중학교(장지역 1번),2686383.0,784923404.0
20213,3111029,오금역 4번,2822499.0,554488670.0
20213,3111030,방이역 2번,3000885.0,1130415031.0
20213,3111031,장지동주민센터(한림연예예술고교),2725972.0,1496056598.0
20213,3111032,방이역 1번,3939605.0,995113809.0
20213,3111033,문정동성당,2569823.0,345779686.0
20213,3111034,오동나무공원(송파레미니스1단지),2809122.0,2110300758.0
20213,3111035,오금공원(오주중학교),2892275.0,1922741796.0
20213,3111036,투구봉어린이공원,2688489.0,634383625.0
20213,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),2538907.0,411760299.0
20213,3111038,보인중학교,2472370.0,1476944882.0
20213,3111039,벌말어린이공원,2442242.0,1261413488.0
20213,3111040,거여초등학교,2334060.0,1245058042.0
20213,3111041,거여역 8번,3445446.0,246252292.0
20213,3111042,거여역 1번(거여공원),2424963.0,2441133871.0
20213,3111043,마천공원,2338425.0,1565296585.0
20213,3111044,남천초등학교,2265814.0,1818456929.0
20213,3111045,개미어린이공원,2316169.0,655126763.0
20213,3111046,마천역(마천초등학교),2377003.0,4201072204.0
20213,3111047,마천1치안센터,2158584.0,1241557566.0
20213,3111048,천호역 1번(천호문구완구거리),2442440.0,1378914075.0
20213,3111049,천호지구대(천호동자전거거리),2602192.0,2162669920.0
20213,3111050,강동구청(강동구청역 2번),3108385.0,532987710.0
20213,3111051,천호역 6번,2721844.0,2658757815.0
20213,3111052,암사역 3번(천호동자전거거리),2583404.0,2599527301.0
20213,3111053,성내천어린이공원(하니사랑길),3336448.0,2852225329.0
20213,3111054,암사역 4번(삼성광나루아파트),2819294.0,239946954.0
20213,3111055,선사초등학교,2224020.0,133078748.0
20213,3111056,천호태영아파트,2999948.0,251223247.0
20213,3111057,천호공원(해공체육문화센터),2331103.0,2072699236.0
20213,3111058,성내중학교,2645223.0,972043874.0
20213,3111059,강동역 4번(강풀만화거리),2677083.0,5068426287.0
20213,3111060,암사역 2번(서울강동초등학교),2524486.0,4432980578.0
20213,3111061,암사역 1번,2459494.0,4871072059.0
20213,3111062,둔촌동역 3번(성내3동주민센터),3207799.0,1925893019.0
20213,3111063,강동구립 천호도서관,2580210.0,2679162346.0
20213,3111064,둔촌동역 4번,2697890.0,1529680999.0
20213,3111065,천일초등학교,2210681.0,1107618761.0
20213,3111066,암사동성당(효정하나플러스아파트),2361537.0,2449094040.0
20213,3111067,강동구립성내도서관,2817643.0,4977078933.0
20213,3111068,강동성심병원,4788166.0,155431072.0
20213,3111069,천호1동주민센터,2228507.0,1995547132.0
20213,3111070,천호초등학교,2251667.0,1349568900.0
20213,3111071,천동초등학교,2471344.0,779450446.0
20213,3111072,굽은다리역 1번(십자성마을),2611382.0,3705942314.0
20213,3111073,둔촌동역 1번(한산중학교),2850575.0,3738670753.0
20213,3111074,명일역 1번,2845342.0,1208234536.0
20213,3111075,굽은다리역 2번,2410851.0,2018920300.0
20213,3111076,둔촌2동주민센터,2636819.0,828796978.0
20213,3111077,길동주민센터(강동도서관),2685467.0,5572994071.0
20213,3111078,굽은다리역 4번,2504206.0,4768847295.0
20213,3111079,둔촌고등학교(둔촌중학교),2888413.0,1315654665.0
20213,3111080,굽은다리역 3번,3126674.0,1294837113.0
20213,3111081,둔촌푸르지오아파트,2244324.0,129684090.0
20213,3111082,중앙보훈병원,3143382.0,502756843.0
20213,3111083,GS강동자이아파트,2477638.0,1812225212.0
20213,3111084,길동신동아아파트,3107791.0,480653213.0
20213,3111085,묘곡초등학교(고덕아이파크아파트),2558553.0,5007325425.0
20213,3111086,한영중고,2851749.0,1264810182.0
20213,3111087,고덕중학교(고덕2동주민센터),2493823.0,995226881.0
20213,3111088,고덕동성당,2369104.0,941528487.0
20213,3111089,상일여고(상일초등학교),2456725.0,1310650750.0
20213,3111090,강일동주민센터,2810845.0,
20214,3110001,이북5도청사,4354652.0,520427635.0
20214,3110002,독립문역 1번,3463885.0,232465205.0
20214,3110003,세검정초등학교,3474789.0,1349699230.0
20214,3110004,대신고등학교,2644953.0,712772785.0
20214,3110005,세검정,3768541.0,884701599.0
20214,3110006,부암동주민센터,3963935.0,267177363.0
20214,3110007,사직공원(한국사회과학도서관),2770422.0,1357989746.0
20214,3110008,배화여자대학교(박노수미술관),3443668.0,2746062777.0
20214,3110009,자하문터널,3702978.0,982492942.0
20214,3110010,평창동서측,4492856.0,2243586695.0
20214,3110011,청운초등학교,4237174.0,284960476.0
20214,3110012,성곡미술관,5448355.0,1224738411.0
20214,3110013,체부동홍종문가옥,3732442.0,190109278.0
20214,3110014,경복고등학교,5290159.0,246628270.0
20214,3110015,청와대사랑채,3980058.0,340654450.0
20214,3110016,평창동동측,4884771.0,1635958594.0
20214,3110017,정독도서관,3978549.0,488287266.0
20214,3110018,중앙고등학교,3430192.0,1569319603.0
20214,3110019,창덕궁,2496875.0,266124846.0
20214,3110020,서울국제고등학교,2736810.0,1893277180.0
20214,3110021,성균관대학교,2902668.0,1062083531.0
20214,3110022,경신고등학교,3478003.0,879563907.0
20214,3110023,서울대병원,3548230.0,430124011.0
20214,3110024,혜회동주민센터,3655720.0,526235130.0
20214,3110025,충신시장옆,2770370.0,232818153.0
20214,3110026,종로5가역 4번,2729503.0,76260454.0
20214,3110027,혜화역 1번,2786575.0,1443674534.0
20214,3110028,이화달팽이길,2461097.0,2099016363.0
20214,3110029,동대문역 1번,2098071.0,2352986552.0
20214,3110030,동대문역 3번,2376672.0,202754119.0
20214,3110031,창신역 1번,2216896.0,173868489.0
20214,3110032,수족관거리,1616161.0,37011348.0
20214,3110033,창신역 4번,2207936.0,771111000.0
20214,3110034,창신1동주민센터,960234.0,212483540.0
20214,3110035,동묘앞역 2번,2251484.0,1867544638.0
20214,3110036,동묘앞역 3번,2674433.0,173906013.0
20214,3110037,신설동역 12번,2191167.0,969598430.0
20214,3110038,경향신문사,1554706.0,120364348.0
20214,3110039,회현역 1번,1988593.0,57559772.0
20214,3110040,중구회현체육센터(정화예술대남산캠퍼스),2645687.0,1230137661.0
20214,3110041,남산케이블카,2435163.0,597007525.0
20214,3110042,남산골공원옆,3232386.0,1228216215.0
20214,3110043,충무초등학교,2824585.0,1564568535.0
20214,3110044,관성묘,2847641.0,178946367.0
20214,3110045,동대문역사문화공원역 5번,2461667.0,354161658.0
20214,3110046,버티고개,2405645.0,2189269535.0
20214,3110047,다산성곽길,2759072.0,1195911920.0
20214,3110048,장충동주민센터,2981152.0,1413011253.0
20214,3110049,장충단 고개,2908231.0,1079848128.0
20214,3110050,약수역 7번,2710670.0,793450199.0
20214,3110051,한양공고앞 교차로,2461144.0,667566496.0
20214,3110052,장충초등학교,2404238.0,797341566.0
20214,3110053,청구역 1번,2240230.0,975466676.0
20214,3110054,청구역 3번,3171413.0,2007417767.0
20214,3110055,황학동벼룩시장,2774287.0,183778794.0
20214,3110056,신당역 3번,2376257.0,2345870071.0
20214,3110057,황학코아루아파트,3108300.0,995897832.0
20214,3110058,성심여자고등학교,2911566.0,2194575007.0
20214,3110059,새남터성지,3266131.0,1460700558.0
20214,3110060,효창공원앞역 6번,2822548.0,1779795689.0
20214,3110061,효창동주민센터,2979262.0,2000862980.0
20214,3110062,한강로동땡땡거리(은행나무길),2774795.0,776318976.0
20214,3110063,효창공원앞역 5번,3009124.0,1162886145.0
20214,3110064,효창공원앞역 2번,3243655.0,1617004489.0
20214,3110065,남정초등학교,2695366.0,115479057.0
20214,3110066,서울역 15번,2448662.0,1451433018.0
20214,3110067,배문고등학교,2637062.0,4042325194.0
20214,3110068,남영역 1번,3433048.0,1394945162.0
20214,3110069,숙대입구,2684434.0,2091408330.0
20214,3110070,용산세무서,3782576.0,126079583.0
20214,3110071,한강미주맨션아파트,5482498.0,160286532.0
20214,3110072,열정도,1916818.0,164351561.0
20214,3110073,삼각지역 3번,3647990.0,171521415.0
20214,3110074,서울역 12번,2756400.0,1534781017.0
20214,3110075,숙대입구역 1번,2703737.0,1617334839.0
20214,3110076,삼각지역 14번,2029858.0,12729189.0
20214,3110077,삼광초등학교,2851272.0,701686243.0
20214,3110078,이촌동점보아파트,6369714.0,280907628.0
20214,3110079,후암동주민센터,3120023.0,5816513606.0
20214,3110080,해방촌예술마을,2584702.0,1988754967.0
20214,3110081,해방촌 남동측,2556761.0,1722026054.0
20214,3110082,용산구청,2938264.0,793578005.0
20214,3110083,서빙고역 1번,2562932.0,458293529.0
20214,3110084,경리단길북측,2766235.0,1886525027.0
20214,3110085,경리단길남측,2990558.0,2188939195.0
20214,3110086,이태원역 북측,4346460.0,1170012718.0
20214,3110087,이태원엔틱가구거리,2513895.0,738082090.0
20214,3110088,오산고등학교,2872106.0,1192315963.0
20214,3110089,서빙고동주민센터,2677303.0,1615979283.0
20214,3110090,한국폴리텍대학서울정수캠퍼스,3058691.0,1346925170.0
20214,3110091,리움미술관,5476727.0,285909396.0
20214,3110092,NH농협은행 보광동지점,2468307.0,1781029608.0
20214,3110093,우사단길,2777443.0,3403698511.0
20214,3110094,오산중학교,2253555.0,159791487.0
20214,3110095,한강진역 3번,4339790.0,1514634303.0
20214,3110096,한남힐사이드아파트,3453789.0,694524729.0
20214,3110097,한남초등학교,3463418.0,270829508.0
20214,3110098,서울독일학교,3218904.0,237450148.0
20214,3110099,유엔빌리지길,5729183.0,1353322823.0
20214,3110100,옥수동우편취급국,3723007.0,196356024.0
20214,3110101,옥정중학교,3704479.0,416897845.0
20214,3110102,옥수역 6번,2847836.0,252903110.0
20214,3110103,옥수터널,2213151.0,194443882.0
20214,3110104,신금호역 4번,2666215.0,1928005256.0
20214,3110105,금동어린이공원,2365874.0,1619463514.0
20214,3110106,금북초등학교,2365668.0,448847476.0
20214,3110107,금호사거리,2369658.0,216936515.0
20214,3110109,금호삼성래미안아파트,2494346.0,209484211.0
20214,3110110,상왕십리역 6번,2722217.0,1025524033.0
20214,3110111,대현산장미원,2121704.0,756269616.0
20214,3110112,행당역 2번,2622180.0,1692234915.0
20214,3110113,응봉산,2938811.0,789172732.0
20214,3110114,왕십리파출소,3041500.0,319484780.0
20214,3110115,상왕십리역 3번,2609932.0,909916791.0
20214,3110116,청계천박물관,2334335.0,1029149453.0
20214,3110117,성동구보건소,2205692.0,524998968.0
20214,3110118,왕십리역 9번,4163150.0,515886079.0
20214,3110119,마장지하차도,2189933.0,141386425.0
20214,3110120,서울숲카페거리,3108465.0,565691515.0
20214,3110121,한양대역 4번,2656203.0,451382057.0
20214,3110122,마장역 2번,2648703.0,569859649.0
20214,3110123,마장역 3번,2497084.0,1068633264.0
20214,3110124,뚝섬역교차로,2380327.0,426644891.0
20214,3110125,사근동살곶이상점가,2481227.0,2207499924.0
20214,3110126,서울숲역 1번,2683911.0,397341358.0
20214,3110127,성수1가1동주민센터,3016480.0,153848864.0
20214,3110128,성원중학교,2435523.0,4070992102.0
20214,3110129,성원어린이공원,3039148.0,536029154.0
20214,3110130,답십리역 6번,2237845.0,821791392.0
20214,3110131,성수동카페거리,2619989.0,1602323628.0
20214,3110132,성수2가3동주민센터,2818946.0,952107247.0
20214,3110133,서울교통공사,2556713.0,522124617.0
20214,3110134,성수119안전센터,2610406.0,2936426722.0
20214,3110135,성동세무서,2567089.0,453428765.0
20214,3110136,경수초등학교,2669023.0,1330547106.0
20214,3110137,성수초등학교,3333473.0,1510657423.0
20214,3110138,송정체육공원,2292404.0,1285313918.0
20214,3110139,자양4동주민센터,2460503.0,1598822707.0
20214,3110140,건대입구역 6번,2369396.0,3143153809.0
20214,3110141,건대입구역 1번,2282949.0,956074750.0
20214,3110142,화양사거리,2456645.0,2113204735.0
20214,3110143,뚝섬유원지역 1번,2680176.0,57752019.0
20214,3110144,어린이대공원역 4번,2488181.0,867862648.0
20214,3110145,장안초등학교,2340218.0,299544000.0
20214,3110146,신자초등학교,2667017.0,1506488855.0
20214,3110147,능동우편취급국,2463450.0,3195168079.0
20214,3110148,어린이대공원역 3번,2418795.0,657325391.0
20214,3110149,세종대학교,2772298.0,594089068.0
20214,3110150,중곡1동 마을마당,2480827.0,2331626455.0
20214,3110151,자양한강도서관,2491117.0,2108821996.0
20214,3110152,중곡어린이공원,2376956.0,731359996.0
20214,3110153,중곡1동주민센터,2616029.0,1118735342.0
20214,3110154,광진정말공원,2491844.0,2185328256.0
20214,3110155,광진구청,2754211.0,1783791264.0
20214,3110156,군자역 5번,2845498.0,2858750912.0
20214,3110157,자양동우체국,2628698.0,2938866512.0
20214,3110158,중곡3동주민센터,2363691.0,2796479673.0
20214,3110159,구의역 4번,2549359.0,4163589289.0
20214,3110160,광진경찰서,2586461.0,763674113.0
20214,3110161,중곡역 3번,2356839.0,2220720664.0
20214,3110162,군자역 4번,2769966.0,1745042930.0
20214,3110163,성자초등학교,2717384.0,1416070069.0
20214,3110164,아차산역 5번,2952316.0,1624780317.0
20214,3110165,국립정신건강센터,2515626.0,2118468606.0
20214,3110166,구의1동주민센터,2694438.0,2785503416.0
20214,3110167,용마초등학교,2524917.0,3247635962.0
20214,3110168,대원고등학교,2678712.0,1473853037.0
20214,3110169,성동초등학교,2922750.0,1137499144.0
20214,3110170,동대부여고,2548061.0,2972668657.0
20214,3110171,중곡4동주민센터,2387003.0,1110794278.0
20214,3110172,광진초등학교,2723879.0,1941841534.0
20214,3110173,구남초등학교,2880147.0,681804638.0
20214,3110174,아차산역 1번,2557225.0,2405017585.0
20214,3110175,푸른동산공원,2699984.0,2961500469.0
20214,3110176,해오름공원,2380483.0,2599200823.0
20214,3110177,동의초등학교,2513600.0,915483682.0
20214,3110178,장로회신학대학교,3127430.0,673639856.0
20214,3110179,광나루역 1번,3221582.0,541151682.0
20214,3110180,광진정보도서관,3838199.0,1133162572.0
20214,3110181,신설동역 9번,2955207.0,764263688.0
20214,3110182,용두희망어린이공원,2933388.0,553020948.0
20214,3110183,한국의류시험연구원,2340603.0,258452133.0
20214,3110184,용두사거리,2249832.0,293390454.0
20214,3110185,용두초등학교,2387871.0,299199134.0
20214,3110186,종암초등학교,2640696.0,187169059.0
20214,3110187,제기동역 6번,2668899.0,2359352532.0
20214,3110188,용두동신동아아파트,2865719.0,2004731053.0
20214,3110189,제기동역 1번,2813260.0,1271809951.0
20214,3110190,고대앞사거리,2677268.0,1219156729.0
20214,3110191,고려대역 6번,2287115.0,676581689.0
20214,3110192,동의보감타워,2944123.0,106963747.0
20214,3110193,고려대역 4번,2387752.0,864173287.0
20214,3110194,홍파초등학교,2390013.0,784169432.0
20214,3110195,동대문구청,2427681.0,1966921709.0
20214,3110196,홍릉근린공원,2084173.0,534415827.0
20214,3110197,세종대왕기념관교차로,2650093.0,273845661.0
20214,3110198,동대문중앙새마을금고본점,1811679.0,72117087.0
20214,3110199,홍릉시장,2100044.0,603355743.0
20214,3110200,동대문경찰서,2389018.0,484974900.0
20214,3110201,전농119안전센터,2140881.0,221045467.0
20214,3110202,전농1동주민센터(전농시장),2086063.0,343163332.0
20214,3110203,떡전교사거리,2494473.0,832921974.0
20214,3110204,간데메공원,2670116.0,1487270554.0
20214,3110205,경희대삼거리,2724291.0,1340587476.0
20214,3110206,텃골근린공원,2399037.0,1650193969.0
20214,3110207,시립대앞사거리,2272238.0,451116632.0
20214,3110208,시조사삼거리,2633460.0,369532496.0
20214,3110209,답십리 장령당공원,2349901.0,290747659.0
20214,3110210,서울시립대,2527464.0,1657454374.0
20214,3110211,전곡마을마당공원,2555583.0,1598657545.0
20214,3110212,답십리초등학교,2236709.0,732844534.0
20214,3110213,청량초등학교,2393882.0,370015601.0
20214,3110214,경희대후문,2726860.0,1062303524.0
20214,3110215,회기역 1번,2486293.0,759045970.0
20214,3110216,전농중학교,2293645.0,616734755.0
20214,3110217,자동차부품상가,2349929.0,630665293.0
20214,3110218,답십리사거리,2222772.0,1197403054.0
20214,3110219,삼육보건대학교,2369686.0,3112290104.0
20214,3110220,외대앞역 1번,2274022.0,1052784773.0
20214,3110221,의릉,2325126.0,792796632.0
20214,3110222,회기역 2번,2695413.0,64405508.0
20214,3110223,군자초등학교,2622300.0,691772947.0
20214,3110224,외대앞역 2번,2095350.0,479081821.0
20214,3110225,촬영소사거리,2167292.0,608524074.0
20214,3110226,장안1동주민센터,2381620.0,5513795995.0
20214,3110227,답십리공원,2336609.0,329706355.0
20214,3110228,장안근린공원,2139784.0,2459321483.0
20214,3110229,장평중학교,2741705.0,3867383324.0
20214,3110230,장안현대홈타운1차아파트,2676850.0,1606983224.0
20214,3110231,장안교,2139281.0,154717034.0
20214,3110232,동대부고,2615495.0,1496916254.0
20214,3110233,중랑역 1번,2181045.0,2099117197.0
20214,3110234,중랑역 4번,2799471.0,533976463.0
20214,3110235,세화어린이공원,2226205.0,540803649.0
20214,3110236,신묵초등학교,2302638.0,4101752581.0
20214,3110237,메가박스 상봉,2246608.0,1798296072.0
20214,3110238,배꽃어린이공원,2245554.0,494310950.0
20214,3110239,중랑역 2번,2062606.0,102060504.0
20214,3110240,태릉시장 특화거리,2203641.0,452109710.0
20214,3110241,먹골역 5번,2174657.0,1169696735.0
20214,3110242,면목5동주민센터,2262595.0,1548084171.0
20214,3110243,중랑노인종합복지관,2262344.0,2245670405.0
20214,3110244,중화역 4번,2396955.0,648060114.0
20214,3110245,KB국민은행 중화동지점,2195985.0,823774016.0
20214,3110246,월드순복음교회,2485820.0,1582494821.0
20214,3110247,먹골역 1번,2434899.0,3027505272.0
20214,3110248,먹골파출소,2317595.0,701632349.0
20214,3110249,중화역 1번,2305998.0,2996600695.0
20214,3110250,화랑대역 7번,2376236.0,837452361.0
20214,3110251,장안중학교,2264168.0,1956561058.0
20214,3110252,장안제일시장,2187656.0,1609159460.0
20214,3110253,중곡초등학교,2223931.0,1319802527.0
20214,3110254,오거리공원,2442112.0,3064842846.0
20214,3110255,상봉역 4번,2284611.0,3384168997.0
20214,3110256,면목2동체육관,2229798.0,3381807066.0
20214,3110257,상봉역 7번,2320274.0,1915817542.0
20214,3110258,면동초등학교,2284233.0,2427790906.0
20214,3110259,사가정역 1번,2200617.0,1689907663.0
20214,3110260,면목역 3번,2329447.0,1131088424.0
20214,3110261,사가정역 4번,2301363.0,2049190973.0
20214,3110262,상봉역 3번,2463390.0,1871263107.0
20214,3110263,면목역 1번,2308576.0,3031564949.0
20214,3110264,면목역 2번,2323249.0,4528599068.0
20214,3110265,망우역 1번,2173587.0,566665128.0
20214,3110266,면목동우체국,2281476.0,2303386088.0
20214,3110267,망우역 2번,2413882.0,2104376139.0
20214,3110268,망우3동주민센터,2273997.0,1193651496.0
20214,3110269,용마문화복지센터,2144758.0,559965390.0
20214,3110270,혜원여고,2375124.0,507501588.0
20214,3110271,신내역 1번,2478703.0,248644769.0
20214,3110272,신내1동주민센터,2478067.0,1698895571.0
20214,3110273,장스여성병원,2083484.0,1024587505.0
20214,3110274,서일대학교,2273345.0,3038319662.0
20214,3110275,하나은행 망우동지점,2125813.0,373962029.0
20214,3110276,신내IC북측,2568220.0,532575479.0
20214,3110277,러스크서울병원,2194639.0,2029877252.0
20214,3110278,망우본동주민센터,2079492.0,1703577835.0
20214,3110279,신내역 2번,2192931.0,49034614.0
20214,3110280,북정마을,3039241.0,472892235.0
20214,3110281,길상사,5645168.0,850269857.0
20214,3110282,국민대학교앞,2382980.0,854374378.0
20214,3110283,성북초등학교앞,3079970.0,186734062.0
20214,3110284,정릉북한산국립공원입구,2282983.0,1235665183.0
20214,3110285,홍대부중,2801380.0,954339972.0
20214,3110286,한성대입구역 5번,2990915.0,938905625.0
20214,3110287,정릉3동주민센터,2551003.0,653136039.0
20214,3110288,동구여중,3002659.0,757952652.0
20214,3110289,북한산보국문역 2번,2361624.0,2386560843.0
20214,3110290,북한산보국문역 1번,2464893.0,757215894.0
20214,3110291,한성대입구역 3번,2438553.0,1889956539.0
20214,3110292,정릉역 2번,2356639.0,220628352.0
20214,3110293,삼선중학교,2815753.0,853617494.0
20214,3110294,서경대학교,2398150.0,3660078558.0
20214,3110295,정릉우체국,2476680.0,2411285496.0
20214,3110296,성신여대입구역 4번,2619792.0,1285530434.0
20214,3110297,경동고등학교,2576371.0,2444848004.0
20214,3110298,솔숲어린이공원,2812484.0,343629174.0
20214,3110299,정릉역 1번,2274929.0,1538894506.0
20214,3110300,삼선동주민센터,2475089.0,1866589661.0
20214,3110301,성신여대입구역 7번,2565696.0,1890630343.0
20214,3110302,보문역 8번,2299982.0,1121577415.0
20214,3110303,성신여대입구역 1번,2484720.0,1248500863.0
20214,3110304,보문역 4번,2783152.0,1298302405.0
20214,3110305,보문역 5번,2655140.0,2192021130.0
20214,3110306,미아초등학교,2549976.0,414264830.0
20214,3110307,길음역 7번,4793914.0,1066063312.0
20214,3110308,길음역 8번,2332887.0,674164139.0
20214,3110309,대광초등학교,2597964.0,592424353.0
20214,3110310,길음역 10번,2635191.0,25871238.0
20214,3110311,종암아이파크2차후문,2400088.0,921453935.0
20214,3110312,안암역 2번,3029259.0,630137365.0
20214,3110313,안암역 3번,2933763.0,598267418.0
20214,3110314,종암경찰서,2228729.0,605001037.0
20214,3110315,종암아이파크2차,2481802.0,1492627885.0
20214,3110316,숭곡초등학교,2338258.0,1480103399.0
20214,3110317,종암중학교,2653840.0,849284949.0
20214,3110318,KT월곡지사,2455269.0,598604830.0
20214,3110319,종암동주민센터,2546253.0,1269724257.0
20214,3110320,KB국민은행 종암동지점,2695914.0,423302361.0
20214,3110321,동덕여대,2421647.0,225877157.0
20214,3110322,장위1동주민센터,2239234.0,1269569146.0
20214,3110323,상월곡역 1번,2305196.0,830827248.0
20214,3110324,월곡역 4번,2352117.0,217347427.0
20214,3110325,장곡초등학교,2313834.0,1370825532.0
20214,3110326,장위동성당,2403594.0,701189960.0
20214,3110327,상월곡역 2번,2271485.0,1524825637.0
20214,3110328,상월곡역 3번,2418189.0,947827164.0
20214,3110329,우리은행체육관,2267303.0,1185773622.0
20214,3110330,돌곶이역 1번,2343085.0,867579842.0
20214,3110331,돌곶이역 8번,2180717.0,1054314080.0
20214,3110332,돌곶이역 3번,2494905.0,349927022.0
20214,3110333,돌곶이역 5번,2417894.0,565279510.0
20214,3110334,석관중앙교회,2155704.0,930124441.0
20214,3110335,석계역 7번,2308757.0,1558580910.0
20214,3110336,석관고등학교,2178041.0,875846109.0
20214,3110337,아카데미하우스,2464337.0,1500530983.0
20214,3110338,인수초등학교,2333738.0,631197861.0
20214,3110339,국립4.19민주묘지,2158140.0,242128205.0
20214,3110340,인수중학교,2274868.0,856550736.0
20214,3110341,북한산우이역 2번,2488996.0,1054827745.0
20214,3110342,국립재활원,2201024.0,1361805576.0
20214,3110343,무너미어린이공원,2229837.0,2282052450.0
20214,3110344,화계중학교,2202243.0,603672511.0
20214,3110345,솔밭공원역 2번,2321933.0,1497479873.0
20214,3110346,4.19민주묘지역 2번,2183976.0,555717873.0
20214,3110347,구세군강북종합사회복지관,2166496.0,759010571.0
20214,3110348,강북문화예술회관,2285224.0,1530865675.0
20214,3110349,화계역 2번,2198275.0,583185740.0
20214,3110350,가오리역 2번,2197906.0,1300588720.0
20214,3110351,수유북부시장옆,2224693.0,1502999349.0
20214,3110352,수유1동주민센터,2189177.0,2464493386.0
20214,3110353,수유동우체국,2333462.0,1146015364.0
20214,3110354,삼각산119안전센터,2149340.0,85006711.0
20214,3110355,삼양사거리역 2번,2098159.0,1242161918.0
20214,3110356,덕수교,2222714.0,1642141145.0
20214,3110357,가오리역 1번,2393561.0,509205185.0
20214,3110358,인수동 우편취급국,2318545.0,2051258165.0
20214,3110359,수유시장옆,2207523.0,3082552031.0
20214,3110360,수유초등학교,2228528.0,1912414594.0
20214,3110361,삼양사거리역 1번,2173601.0,1237340388.0
20214,3110362,우이천 계성교,2217869.0,2897915430.0
20214,3110363,송천동주민센터,2273144.0,255431586.0
20214,3110364,미아역 8번,2211506.0,2608503271.0
20214,3110365,미아역 5번,2269545.0,2349648986.0
20214,3110366,광산사거리,2224408.0,981951695.0
20214,3110367,강북구청,2011108.0,777193789.0
20214,3110368,송천초등학교,2132799.0,1203706392.0
20214,3110369,성신여대운정그린캠퍼스,2303927.0,2364080184.0
20214,3110370,도봉세무서,2222390.0,1473070753.0
20214,3110371,삼양입구사거리,2278814.0,618873152.0
20214,3110372,강북중학교,2232920.0,1490028427.0
20214,3110373,수유역 2번,2122729.0,1176789052.0
20214,3110374,송중초등학교,2328256.0,2474198854.0
20214,3110375,서울북부고용노동지청,2144109.0,1293756385.0
20214,3110376,수송초등학교,2210454.0,3082763407.0
20214,3110377,미아사거리역 3번,2210793.0,273348242.0
20214,3110378,송중동주민센터,2263608.0,655870384.0
20214,3110379,KT&G 북부지사,2366995.0,305409557.0
20214,3110380,강북문화정보도서관,2121350.0,1215673984.0
20214,3110381,번동주공2단지,2342222.0,142115105.0
20214,3110382,솔밭공원역 1번,2498585.0,358645932.0
20214,3110383,덕성여대시반거리,2387022.0,416189251.0
20214,3110384,문이교,2383452.0,443680737.0
20214,3110385,효문고등학교,2109799.0,690056177.0
20214,3110386,연산군묘,2243274.0,98758694.0
20214,3110387,쌍문초등학교,2174793.0,2248387831.0
20214,3110388,도봉우체국,2241968.0,1235298127.0
20214,3110389,한일병원,2192840.0,497399072.0
20214,3110390,방학초등학교,2286202.0,988110073.0
20214,3110391,샘말어린이공원,2165215.0,2912706898.0
20214,3110392,발바닥공원,2662086.0,52282634.0
20214,3110393,국민은행방학지점,2063225.0,113699520.0
20214,3110394,방학중학교,2095757.0,2549138260.0
20214,3110395,신한은행 방학동지점,2160780.0,757605677.0
20214,3110396,쌍문역1번(쌍리단길),2207748.0,829852156.0
20214,3110397,도봉산입구,2117511.0,3643686559.0
20214,3110398,쌍문2동우체국,2298262.0,1819690074.0
20214,3110399,창2동주민센터,2232393.0,3915564598.0
20214,3110400,도봉구보건소,2357705.0,2032310121.0
20214,3110401,도봉구민회관,2280002.0,330515675.0
20214,3110402,도봉구 정병원,2182555.0,1220928186.0
20214,3110403,방학1동주민센터,2236723.0,2814853314.0
