year_quarter_code,commercial_district_code,commercial_district_name,total_household,household_under_20_pyeong,household_20_to_30_pyeong,household_30_to_40_pyeong,household_40_to_50_pyeong,household_over_50_pyeong,household_less_than_100_million_price,household_100_million_to_200_million_price,household_200_million_to_300_million_price,household_300_million_to_400_million_price,household_400_million_to_500_million_price,household_500_million_to_600_million_price,household_over_than_600_million_price,apartment_avg_area,apartment_avg_price
20233,3110009,자하문터널,45,124.0,139.0,21.0,10.0,9.0,13.0,118.0,120.0,38.0,8.0,6.0,0.0,79,225732091
20233,3110020,서울국제고등학교,102,550.0,91.0,16.0,4.0,2.0,235.0,288.0,122.0,10.0,6.0,0.0,2.0,54,140643747
20231,3110001,이북5도청사,18,20.0,126.0,12.0,13.0,46.0,11.0,4.0,23.0,74.0,40.0,25.0,40.0,115,435370606
20232,3110001,이북5도청사,18,20.0,126.0,12.0,13.0,46.0,11.0,4.0,23.0,74.0,40.0,25.0,40.0,115,435370606
20233,3110001,이북5도청사,18,20.0,126.0,12.0,13.0,46.0,11.0,4.0,23.0,74.0,40.0,25.0,40.0,115,435370606
20231,3110002,독립문역 1번,4,16.0,18.0,0.0,0.0,0.0,4.0,11.0,7.0,0.0,0.0,0.0,12.0,65,325442708
20232,3110002,독립문역 1번,4,16.0,18.0,0.0,0.0,0.0,4.0,11.0,7.0,0.0,0.0,0.0,12.0,65,325442708
20233,3110002,독립문역 1번,4,16.0,18.0,0.0,0.0,0.0,4.0,11.0,7.0,0.0,0.0,0.0,12.0,65,325442708
20231,3110003,세검정초등학교,69,297.0,229.0,38.0,51.0,16.0,35.0,252.0,178.0,51.0,12.0,82.0,21.0,78,269170620
20232,3110003,세검정초등학교,69,297.0,229.0,38.0,51.0,16.0,35.0,252.0,178.0,51.0,12.0,82.0,21.0,78,269170620
20233,3110003,세검정초등학교,69,297.0,229.0,38.0,51.0,16.0,35.0,252.0,178.0,51.0,12.0,82.0,21.0,78,269170620
20231,3110004,대신고등학교,5,12.0,11.0,0.0,0.0,0.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,53,140680000
20232,3110004,대신고등학교,5,12.0,11.0,0.0,0.0,0.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,53,140680000
20233,3110004,대신고등학교,5,12.0,11.0,0.0,0.0,0.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,53,140680000
20231,3110035,동묘앞역 2번,89,571.0,85.0,1.0,0.0,0.0,148.0,373.0,126.0,9.0,1.0,0.0,0.0,49,145629605
20232,3110035,동묘앞역 2번,89,571.0,85.0,1.0,0.0,0.0,148.0,373.0,126.0,9.0,1.0,0.0,0.0,49,145629605
20233,3110035,동묘앞역 2번,89,571.0,85.0,1.0,0.0,0.0,148.0,373.0,126.0,9.0,1.0,0.0,0.0,49,145629605
20231,3110011,청운초등학교,10,17.0,28.0,6.0,3.0,0.0,0.0,1.0,14.0,22.0,14.0,3.0,0.0,86,367955952
20232,3110011,청운초등학교,10,17.0,28.0,6.0,3.0,0.0,0.0,1.0,14.0,22.0,14.0,3.0,0.0,86,367955952
20233,3110011,청운초등학교,10,17.0,28.0,6.0,3.0,0.0,0.0,1.0,14.0,22.0,14.0,3.0,0.0,86,367955952
20231,3110012,성곡미술관,16,39.0,42.0,16.0,26.0,3.0,1.0,9.0,19.0,23.0,20.0,2.0,52.0,87,538009186
20232,3110012,성곡미술관,16,39.0,42.0,16.0,26.0,3.0,1.0,9.0,19.0,23.0,20.0,2.0,52.0,87,538009186
20233,3110012,성곡미술관,16,39.0,42.0,16.0,26.0,3.0,1.0,9.0,19.0,23.0,20.0,2.0,52.0,87,538009186
20231,3110013,체부동홍종문가옥,5,18.0,18.0,0.0,1.0,8.0,4.0,10.0,5.0,6.0,0.0,11.0,9.0,87,409719553
20232,3110013,체부동홍종문가옥,5,18.0,18.0,0.0,1.0,8.0,4.0,10.0,5.0,6.0,0.0,11.0,9.0,87,409719553
20233,3110013,체부동홍종문가옥,5,18.0,18.0,0.0,1.0,8.0,4.0,10.0,5.0,6.0,0.0,11.0,9.0,87,409719553
20231,3110014,경복고등학교,12,10.0,47.0,7.0,3.0,6.0,1.0,1.0,24.0,32.0,5.0,2.0,8.0,91,351638624
20232,3110014,경복고등학교,12,10.0,47.0,7.0,3.0,6.0,1.0,1.0,24.0,32.0,5.0,2.0,8.0,91,351638624
20233,3110014,경복고등학교,12,10.0,47.0,7.0,3.0,6.0,1.0,1.0,24.0,32.0,5.0,2.0,8.0,91,351638624
20231,3110015,청와대사랑채,12,23.0,39.0,4.0,5.0,21.0,4.0,3.0,25.0,24.0,10.0,1.0,25.0,89,373441117
20232,3110015,청와대사랑채,12,23.0,39.0,4.0,5.0,21.0,4.0,3.0,25.0,24.0,10.0,1.0,25.0,89,373441117
20233,3110015,청와대사랑채,12,23.0,39.0,4.0,5.0,21.0,4.0,3.0,25.0,24.0,10.0,1.0,25.0,89,373441117
20231,3110016,평창동동측,22,23.0,52.0,10.0,27.0,21.0,6.0,19.0,28.0,28.0,11.0,7.0,34.0,113,400472043
20232,3110016,평창동동측,22,23.0,52.0,10.0,27.0,21.0,6.0,19.0,28.0,28.0,11.0,7.0,34.0,113,400472043
20233,3110016,평창동동측,22,23.0,52.0,10.0,27.0,21.0,6.0,19.0,28.0,28.0,11.0,7.0,34.0,113,400472043
20231,3110005,세검정,41,118.0,205.0,50.0,16.0,58.0,43.0,85.0,145.0,95.0,7.0,11.0,61.0,91,303902089
20232,3110005,세검정,41,118.0,205.0,50.0,16.0,58.0,43.0,85.0,145.0,95.0,7.0,11.0,61.0,91,303902089
20233,3110005,세검정,41,118.0,205.0,50.0,16.0,58.0,43.0,85.0,145.0,95.0,7.0,11.0,61.0,91,303902089
20231,3110006,부암동주민센터,2,0.0,15.0,4.0,0.0,1.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0,93,318712121
20232,3110006,부암동주민센터,2,0.0,15.0,4.0,0.0,1.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0,93,318712121
20233,3110006,부암동주민센터,2,0.0,15.0,4.0,0.0,1.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0,93,318712121
20231,3110007,사직공원(한국사회과학도서관),100,573.0,38.0,1.0,0.0,0.0,118.0,446.0,48.0,0.0,0.0,0.0,0.0,51,141005073
20232,3110007,사직공원(한국사회과학도서관),100,573.0,38.0,1.0,0.0,0.0,118.0,446.0,48.0,0.0,0.0,0.0,0.0,51,141005073
20233,3110007,사직공원(한국사회과학도서관),100,573.0,38.0,1.0,0.0,0.0,118.0,446.0,48.0,0.0,0.0,0.0,0.0,51,141005073
20231,3110037,신설동역 12번,38,242.0,55.0,0.0,0.0,0.0,49.0,161.0,87.0,0.0,0.0,0.0,0.0,52,158586352
20232,3110037,신설동역 12번,38,242.0,55.0,0.0,0.0,0.0,49.0,161.0,87.0,0.0,0.0,0.0,0.0,52,158586352
20233,3110037,신설동역 12번,38,242.0,55.0,0.0,0.0,0.0,49.0,161.0,87.0,0.0,0.0,0.0,0.0,52,158586352
20231,3110021,성균관대학교,27,179.0,56.0,4.0,0.0,0.0,79.0,64.0,92.0,3.0,1.0,0.0,0.0,49,169575470
20232,3110021,성균관대학교,27,179.0,56.0,4.0,0.0,0.0,79.0,64.0,92.0,3.0,1.0,0.0,0.0,49,169575470
20231,3110022,경신고등학교,33,170.0,115.0,10.0,3.0,0.0,69.0,55.0,107.0,52.0,14.0,1.0,0.0,58,215567537
20232,3110022,경신고등학교,33,170.0,115.0,10.0,3.0,0.0,69.0,55.0,107.0,52.0,14.0,1.0,0.0,58,215567537
20233,3110022,경신고등학교,33,170.0,115.0,10.0,3.0,0.0,69.0,55.0,107.0,52.0,14.0,1.0,0.0,58,215567537
20231,3110023,서울대병원,45,290.0,0.0,0.0,0.0,0.0,149.0,129.0,12.0,0.0,0.0,0.0,0.0,37,101211064
20232,3110023,서울대병원,45,290.0,0.0,0.0,0.0,0.0,149.0,129.0,12.0,0.0,0.0,0.0,0.0,37,101211064
20233,3110023,서울대병원,45,290.0,0.0,0.0,0.0,0.0,149.0,129.0,12.0,0.0,0.0,0.0,0.0,37,101211064
20231,3110024,혜회동주민센터,12,76.0,19.0,2.0,0.0,1.0,26.0,21.0,37.0,13.0,0.0,1.0,0.0,47,178239836
20232,3110024,혜회동주민센터,12,76.0,19.0,2.0,0.0,1.0,26.0,21.0,37.0,13.0,0.0,1.0,0.0,47,178239836
20233,3110024,혜회동주민센터,12,76.0,19.0,2.0,0.0,1.0,26.0,21.0,37.0,13.0,0.0,1.0,0.0,47,178239836
20231,3110025,충신시장옆,1,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22,121500000
20232,3110025,충신시장옆,1,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22,121500000
20233,3110025,충신시장옆,1,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22,121500000
20231,3110027,혜화역 1번,101,530.0,118.0,9.0,0.0,0.0,209.0,336.0,104.0,7.0,0.0,1.0,0.0,50,134365084
20232,3110027,혜화역 1번,101,530.0,118.0,9.0,0.0,0.0,209.0,336.0,104.0,7.0,0.0,1.0,0.0,50,134365084
20233,3110027,혜화역 1번,101,530.0,118.0,9.0,0.0,0.0,209.0,336.0,104.0,7.0,0.0,1.0,0.0,50,134365084
20231,3110028,이화달팽이길,23,116.0,65.0,2.0,3.0,0.0,53.0,60.0,48.0,25.0,0.0,0.0,0.0,54,174263300
20232,3110028,이화달팽이길,23,116.0,65.0,2.0,3.0,0.0,53.0,60.0,48.0,25.0,0.0,0.0,0.0,54,174263300
20233,3110028,이화달팽이길,23,116.0,65.0,2.0,3.0,0.0,53.0,60.0,48.0,25.0,0.0,0.0,0.0,54,174263300
20231,3110029,동대문역 1번,124,725.0,90.0,12.0,4.0,1.0,140.0,552.0,133.0,5.0,2.0,0.0,0.0,52,145027275
20232,3110029,동대문역 1번,124,725.0,90.0,12.0,4.0,1.0,140.0,552.0,133.0,5.0,2.0,0.0,0.0,52,145027275
20233,3110029,동대문역 1번,124,725.0,90.0,12.0,4.0,1.0,140.0,552.0,133.0,5.0,2.0,0.0,0.0,52,145027275
20231,3110030,동대문역 3번,1,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,59,176000000
20232,3110030,동대문역 3번,1,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,59,176000000
20233,3110030,동대문역 3번,1,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,59,176000000
20231,3110031,창신역 1번,4,45.0,8.0,0.0,0.0,0.0,0.0,36.0,17.0,0.0,0.0,0.0,0.0,46,176220455
20232,3110031,창신역 1번,4,45.0,8.0,0.0,0.0,0.0,0.0,36.0,17.0,0.0,0.0,0.0,0.0,46,176220455
20233,3110031,창신역 1번,4,45.0,8.0,0.0,0.0,0.0,0.0,36.0,17.0,0.0,0.0,0.0,0.0,46,176220455
20231,3110033,창신역 4번,19,115.0,28.0,0.0,0.0,0.0,2.0,73.0,66.0,2.0,0.0,0.0,0.0,51,193751868
20232,3110033,창신역 4번,19,115.0,28.0,0.0,0.0,0.0,2.0,73.0,66.0,2.0,0.0,0.0,0.0,51,193751868
20233,3110033,창신역 4번,19,115.0,28.0,0.0,0.0,0.0,2.0,73.0,66.0,2.0,0.0,0.0,0.0,51,193751868
20231,3110057,황학코아루아파트,6,52.0,5.0,1.0,0.0,0.0,0.0,41.0,0.0,11.0,0.0,5.0,1.0,44,264406566
20232,3110057,황학코아루아파트,6,52.0,5.0,1.0,0.0,0.0,0.0,41.0,0.0,11.0,0.0,5.0,1.0,44,264406566
20233,3110057,황학코아루아파트,6,52.0,5.0,1.0,0.0,0.0,0.0,41.0,0.0,11.0,0.0,5.0,1.0,44,264406566
20231,3110058,성심여자고등학교,49,312.0,119.0,22.0,9.0,0.0,0.0,111.0,139.0,110.0,28.0,59.0,15.0,53,306424346
20232,3110058,성심여자고등학교,49,312.0,119.0,22.0,9.0,0.0,0.0,111.0,139.0,110.0,28.0,59.0,15.0,53,306424346
20233,3110058,성심여자고등학교,49,312.0,119.0,22.0,9.0,0.0,0.0,111.0,139.0,110.0,28.0,59.0,15.0,53,306424346
20231,3110059,새남터성지,36,234.0,77.0,0.0,0.0,0.0,0.0,3.0,27.0,133.0,71.0,23.0,54.0,53,461009692
20232,3110059,새남터성지,36,234.0,77.0,0.0,0.0,0.0,0.0,3.0,27.0,133.0,71.0,23.0,54.0,53,461009692
20233,3110059,새남터성지,36,234.0,77.0,0.0,0.0,0.0,0.0,3.0,27.0,133.0,71.0,23.0,54.0,53,461009692
20231,3110036,동묘앞역 3번,1,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,19,83300000
20232,3110036,동묘앞역 3번,1,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,19,83300000
20233,3110036,동묘앞역 3번,1,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,19,83300000
20231,3110040,중구회현체육센터(정화예술대남산캠퍼스),6,24.0,31.0,1.0,0.0,0.0,3.0,22.0,23.0,8.0,0.0,0.0,0.0,68,216179630
20232,3110040,중구회현체육센터(정화예술대남산캠퍼스),6,24.0,31.0,1.0,0.0,0.0,3.0,22.0,23.0,8.0,0.0,0.0,0.0,68,216179630
20233,3110040,중구회현체육센터(정화예술대남산캠퍼스),6,24.0,31.0,1.0,0.0,0.0,3.0,22.0,23.0,8.0,0.0,0.0,0.0,68,216179630
20231,3110041,남산케이블카,3,8.0,5.0,1.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,72,196253968
20232,3110041,남산케이블카,3,8.0,5.0,1.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,72,196253968
20233,3110041,남산케이블카,3,8.0,5.0,1.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,72,196253968
20231,3110042,남산골공원옆,13,109.0,13.0,11.0,0.0,0.0,5.0,100.0,12.0,16.0,0.0,0.0,0.0,49,193920549
20232,3110042,남산골공원옆,13,109.0,13.0,11.0,0.0,0.0,5.0,100.0,12.0,16.0,0.0,0.0,0.0,49,193920549
20233,3110042,남산골공원옆,13,109.0,13.0,11.0,0.0,0.0,5.0,100.0,12.0,16.0,0.0,0.0,0.0,49,193920549
20231,3110043,충무초등학교,114,991.0,13.0,2.0,1.0,0.0,549.0,338.0,111.0,7.0,1.0,1.0,0.0,35,118149882
20232,3110043,충무초등학교,114,991.0,13.0,2.0,1.0,0.0,549.0,338.0,111.0,7.0,1.0,1.0,0.0,35,118149882
20233,3110043,충무초등학교,114,991.0,13.0,2.0,1.0,0.0,549.0,338.0,111.0,7.0,1.0,1.0,0.0,35,118149882
20231,3110044,관성묘,4,41.0,1.0,0.0,1.0,0.0,12.0,23.0,7.0,0.0,1.0,0.0,0.0,41,148518182
20232,3110044,관성묘,4,41.0,1.0,0.0,1.0,0.0,12.0,23.0,7.0,0.0,1.0,0.0,0.0,41,148518182
20233,3110044,관성묘,4,41.0,1.0,0.0,1.0,0.0,12.0,23.0,7.0,0.0,1.0,0.0,0.0,41,148518182
20231,3110045,동대문역사문화공원역 5번,4,24.0,3.0,0.0,0.0,0.0,12.0,8.0,7.0,0.0,0.0,0.0,0.0,46,161539583
20232,3110045,동대문역사문화공원역 5번,4,24.0,3.0,0.0,0.0,0.0,12.0,8.0,7.0,0.0,0.0,0.0,0.0,46,161539583
20233,3110045,동대문역사문화공원역 5번,4,24.0,3.0,0.0,0.0,0.0,12.0,8.0,7.0,0.0,0.0,0.0,0.0,46,161539583
20231,3110046,버티고개,147,1123.0,48.0,0.0,0.0,0.0,268.0,857.0,46.0,0.0,0.0,0.0,0.0,51,125528923
20232,3110046,버티고개,147,1123.0,48.0,0.0,0.0,0.0,268.0,857.0,46.0,0.0,0.0,0.0,0.0,51,125528923
20233,3110046,버티고개,147,1123.0,48.0,0.0,0.0,0.0,268.0,857.0,46.0,0.0,0.0,0.0,0.0,51,125528923
20231,3110047,다산성곽길,57,263.0,58.0,50.0,17.0,32.0,37.0,185.0,74.0,63.0,33.0,14.0,14.0,77,229870672
20232,3110047,다산성곽길,57,263.0,58.0,50.0,17.0,32.0,37.0,185.0,74.0,63.0,33.0,14.0,14.0,77,229870672
20233,3110047,다산성곽길,57,263.0,58.0,50.0,17.0,32.0,37.0,185.0,74.0,63.0,33.0,14.0,14.0,77,229870672
20231,3110048,장충동주민센터,43,235.0,89.0,23.0,10.0,30.0,12.0,109.0,170.0,46.0,12.0,0.0,38.0,74,379131179
20232,3110048,장충동주민센터,43,235.0,89.0,23.0,10.0,30.0,12.0,109.0,170.0,46.0,12.0,0.0,38.0,74,379131179
20233,3110048,장충동주민센터,43,235.0,89.0,23.0,10.0,30.0,12.0,109.0,170.0,46.0,12.0,0.0,38.0,74,379131179
20231,3110049,장충단 고개,45,251.0,93.0,5.0,0.0,21.0,5.0,139.0,155.0,46.0,3.0,1.0,21.0,63,270887710
20232,3110049,장충단 고개,45,251.0,93.0,5.0,0.0,21.0,5.0,139.0,155.0,46.0,3.0,1.0,21.0,63,270887710
20233,3110049,장충단 고개,45,251.0,93.0,5.0,0.0,21.0,5.0,139.0,155.0,46.0,3.0,1.0,21.0,63,270887710
20231,3110053,청구역 1번,13,84.0,9.0,0.0,0.0,0.0,13.0,55.0,24.0,0.0,0.0,1.0,0.0,42,173909464
20232,3110053,청구역 1번,13,84.0,9.0,0.0,0.0,0.0,13.0,55.0,24.0,0.0,0.0,1.0,0.0,42,173909464
20233,3110053,청구역 1번,13,84.0,9.0,0.0,0.0,0.0,13.0,55.0,24.0,0.0,0.0,1.0,0.0,42,173909464
20231,3110054,청구역 3번,21,137.0,64.0,2.0,1.0,0.0,3.0,95.0,57.0,46.0,3.0,0.0,0.0,53,225355142
20232,3110054,청구역 3번,21,137.0,64.0,2.0,1.0,0.0,3.0,95.0,57.0,46.0,3.0,0.0,0.0,53,225355142
20233,3110054,청구역 3번,21,137.0,64.0,2.0,1.0,0.0,3.0,95.0,57.0,46.0,3.0,0.0,0.0,53,225355142
20231,3110056,신당역 3번,36,266.0,76.0,1.0,0.0,0.0,15.0,154.0,148.0,15.0,0.0,0.0,11.0,51,215407962
20232,3110056,신당역 3번,36,266.0,76.0,1.0,0.0,0.0,15.0,154.0,148.0,15.0,0.0,0.0,11.0,51,215407962
20233,3110056,신당역 3번,36,266.0,76.0,1.0,0.0,0.0,15.0,154.0,148.0,15.0,0.0,0.0,11.0,51,215407962
20231,3110079,후암동주민센터,237,1220.0,583.0,81.0,62.0,22.0,36.0,412.0,780.0,500.0,119.0,74.0,47.0,63,288530997
20232,3110079,후암동주민센터,237,1220.0,583.0,81.0,62.0,22.0,36.0,412.0,780.0,500.0,119.0,74.0,47.0,63,288530997
20233,3110079,후암동주민센터,237,1220.0,583.0,81.0,62.0,22.0,36.0,412.0,780.0,500.0,119.0,74.0,47.0,63,288530997
20231,3110080,해방촌예술마을,134,683.0,58.0,10.0,1.0,0.0,32.0,367.0,298.0,45.0,3.0,3.0,4.0,50,191889563
20232,3110080,해방촌예술마을,134,683.0,58.0,10.0,1.0,0.0,32.0,367.0,298.0,45.0,3.0,3.0,4.0,50,191889563
20233,3110080,해방촌예술마을,134,683.0,58.0,10.0,1.0,0.0,32.0,367.0,298.0,45.0,3.0,3.0,4.0,50,191889563
20231,3110081,해방촌 남동측,68,370.0,48.0,4.0,2.0,1.0,9.0,177.0,190.0,36.0,10.0,1.0,2.0,49,227115188
20232,3110081,해방촌 남동측,68,370.0,48.0,4.0,2.0,1.0,9.0,177.0,190.0,36.0,10.0,1.0,2.0,49,227115188
20233,3110081,해방촌 남동측,68,370.0,48.0,4.0,2.0,1.0,9.0,177.0,190.0,36.0,10.0,1.0,2.0,49,227115188
20231,3110050,약수역 7번,13,75.0,21.0,4.0,1.0,0.0,9.0,46.0,41.0,5.0,0.0,0.0,0.0,58,194157111
20232,3110050,약수역 7번,13,75.0,21.0,4.0,1.0,0.0,9.0,46.0,41.0,5.0,0.0,0.0,0.0,58,194157111
20233,3110050,약수역 7번,13,75.0,21.0,4.0,1.0,0.0,9.0,46.0,41.0,5.0,0.0,0.0,0.0,58,194157111
20231,3110051,한양공고앞 교차로,10,34.0,50.0,0.0,0.0,0.0,1.0,26.0,53.0,4.0,0.0,0.0,0.0,61,223503864
20232,3110051,한양공고앞 교차로,10,34.0,50.0,0.0,0.0,0.0,1.0,26.0,53.0,4.0,0.0,0.0,0.0,61,223503864
20233,3110051,한양공고앞 교차로,10,34.0,50.0,0.0,0.0,0.0,1.0,26.0,53.0,4.0,0.0,0.0,0.0,61,223503864
20231,3110052,장충초등학교,27,154.0,40.0,16.0,0.0,3.0,3.0,97.0,71.0,28.0,10.0,1.0,3.0,63,238559003
20232,3110052,장충초등학교,27,154.0,40.0,16.0,0.0,3.0,3.0,97.0,71.0,28.0,10.0,1.0,3.0,63,238559003
20233,3110052,장충초등학교,27,154.0,40.0,16.0,0.0,3.0,3.0,97.0,71.0,28.0,10.0,1.0,3.0,63,238559003
20231,3110060,효창공원앞역 6번,103,659.0,163.0,16.0,2.0,0.0,23.0,192.0,338.0,249.0,27.0,10.0,1.0,52,271947796
20232,3110060,효창공원앞역 6번,103,659.0,163.0,16.0,2.0,0.0,23.0,192.0,338.0,249.0,27.0,10.0,1.0,52,271947796
20233,3110060,효창공원앞역 6번,103,659.0,163.0,16.0,2.0,0.0,23.0,192.0,338.0,249.0,27.0,10.0,1.0,52,271947796
20231,3110061,효창동주민센터,81,458.0,203.0,27.0,13.0,1.0,13.0,205.0,314.0,129.0,23.0,9.0,9.0,57,251102041
20232,3110061,효창동주민센터,81,458.0,203.0,27.0,13.0,1.0,13.0,205.0,314.0,129.0,23.0,9.0,9.0,57,251102041
20233,3110061,효창동주민센터,81,458.0,203.0,27.0,13.0,1.0,13.0,205.0,314.0,129.0,23.0,9.0,9.0,57,251102041
20231,3110062,한강로동땡땡거리(은행나무길),14,65.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,8.0,8.0,34.0,45,518169141
20232,3110062,한강로동땡땡거리(은행나무길),14,65.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,8.0,8.0,34.0,45,518169141
20233,3110062,한강로동땡땡거리(은행나무길),14,65.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,8.0,8.0,34.0,45,518169141
20231,3110063,효창공원앞역 5번,55,428.0,34.0,5.0,0.0,0.0,0.0,90.0,284.0,74.0,14.0,5.0,0.0,38,254689254
20232,3110063,효창공원앞역 5번,55,428.0,34.0,5.0,0.0,0.0,0.0,90.0,284.0,74.0,14.0,5.0,0.0,38,254689254
20233,3110063,효창공원앞역 5번,55,428.0,34.0,5.0,0.0,0.0,0.0,90.0,284.0,74.0,14.0,5.0,0.0,38,254689254
20231,3110064,효창공원앞역 2번,85,513.0,194.0,86.0,7.0,21.0,14.0,204.0,291.0,180.0,81.0,28.0,23.0,61,282933884
20232,3110064,효창공원앞역 2번,85,513.0,194.0,86.0,7.0,21.0,14.0,204.0,291.0,180.0,81.0,28.0,23.0,61,282933884
20233,3110064,효창공원앞역 2번,85,513.0,194.0,86.0,7.0,21.0,14.0,204.0,291.0,180.0,81.0,28.0,23.0,61,282933884
20231,3110082,용산구청,13,64.0,34.0,2.0,7.0,3.0,2.0,8.0,11.0,23.0,43.0,12.0,11.0,72,431366166
20232,3110082,용산구청,13,64.0,34.0,2.0,7.0,3.0,2.0,8.0,11.0,23.0,43.0,12.0,11.0,72,431366166
20233,3110082,용산구청,13,64.0,34.0,2.0,7.0,3.0,2.0,8.0,11.0,23.0,43.0,12.0,11.0,72,431366166
20231,3110083,서빙고역 1번,8,47.0,18.0,5.0,0.0,0.0,0.0,16.0,17.0,18.0,19.0,0.0,0.0,60,328927500
20232,3110083,서빙고역 1번,8,47.0,18.0,5.0,0.0,0.0,0.0,16.0,17.0,18.0,19.0,0.0,0.0,60,328927500
20233,3110083,서빙고역 1번,8,47.0,18.0,5.0,0.0,0.0,0.0,16.0,17.0,18.0,19.0,0.0,0.0,60,328927500
20231,3110084,경리단길북측,61,277.0,24.0,10.0,11.0,16.0,23.0,107.0,119.0,40.0,20.0,15.0,14.0,59,259974098
20232,3110084,경리단길북측,61,277.0,24.0,10.0,11.0,16.0,23.0,107.0,119.0,40.0,20.0,15.0,14.0,59,259974098
20233,3110084,경리단길북측,61,277.0,24.0,10.0,11.0,16.0,23.0,107.0,119.0,40.0,20.0,15.0,14.0,59,259974098
20231,3110085,경리단길남측,77,224.0,123.0,87.0,34.0,34.0,15.0,71.0,145.0,116.0,45.0,22.0,88.0,84,383034324
20232,3110085,경리단길남측,77,224.0,123.0,87.0,34.0,34.0,15.0,71.0,145.0,116.0,45.0,22.0,88.0,84,383034324
20233,3110085,경리단길남측,77,224.0,123.0,87.0,34.0,34.0,15.0,71.0,145.0,116.0,45.0,22.0,88.0,84,383034324
20231,3110086,이태원역 북측,25,46.0,25.0,16.0,37.0,54.0,0.0,15.0,23.0,29.0,24.0,18.0,69.0,122,580437314
20232,3110086,이태원역 북측,25,46.0,25.0,16.0,37.0,54.0,0.0,15.0,23.0,29.0,24.0,18.0,69.0,122,580437314
20233,3110086,이태원역 북측,25,46.0,25.0,16.0,37.0,54.0,0.0,15.0,23.0,29.0,24.0,18.0,69.0,122,580437314
20231,3110065,남정초등학교,2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,39,259943182
20232,3110065,남정초등학교,2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,39,259943182
20233,3110065,남정초등학교,2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,39,259943182
20231,3110066,서울역 15번,71,358.0,23.0,1.0,0.0,0.0,27.0,213.0,75.0,29.0,35.0,3.0,0.0,45,205505122
20232,3110066,서울역 15번,71,358.0,23.0,1.0,0.0,0.0,27.0,213.0,75.0,29.0,35.0,3.0,0.0,45,205505122
20233,3110066,서울역 15번,71,358.0,23.0,1.0,0.0,0.0,27.0,213.0,75.0,29.0,35.0,3.0,0.0,45,205505122
20231,3110067,배문고등학교,227,1082.0,384.0,38.0,6.0,2.0,7.0,395.0,780.0,251.0,71.0,5.0,3.0,59,252741554
20232,3110067,배문고등학교,227,1082.0,384.0,38.0,6.0,2.0,7.0,395.0,780.0,251.0,71.0,5.0,3.0,59,252741554
20233,3110067,배문고등학교,227,1082.0,384.0,38.0,6.0,2.0,7.0,395.0,780.0,251.0,71.0,5.0,3.0,59,252741554
20231,3110068,남영역 1번,47,326.0,71.0,14.0,13.0,0.0,14.0,72.0,210.0,73.0,26.0,8.0,21.0,50,285527894
20232,3110068,남영역 1번,47,326.0,71.0,14.0,13.0,0.0,14.0,72.0,210.0,73.0,26.0,8.0,21.0,50,285527894
20233,3110068,남영역 1번,47,326.0,71.0,14.0,13.0,0.0,14.0,72.0,210.0,73.0,26.0,8.0,21.0,50,285527894
20231,3110069,숙대입구,72,538.0,75.0,9.0,2.0,1.0,23.0,194.0,297.0,103.0,4.0,3.0,1.0,48,235634066
20232,3110069,숙대입구,72,538.0,75.0,9.0,2.0,1.0,23.0,194.0,297.0,103.0,4.0,3.0,1.0,48,235634066
20233,3110069,숙대입구,72,538.0,75.0,9.0,2.0,1.0,23.0,194.0,297.0,103.0,4.0,3.0,1.0,48,235634066
