year_code,quarter_code,commercial_district_code,commercial_district_name,facilities,bus,cultural/tourist_facilities,educational_facilities,train/subway
2023,2,3110092,NH농협은행 보광동지점,15,1.0,0.0,1.0,0.0
2023,3,3110092,NH농협은행 보광동지점,15,1.0,0.0,1.0,0.0
2023,1,3110093,우사단길,32,10.0,0.0,1.0,0.0
2023,2,3110093,우사단길,32,10.0,0.0,1.0,0.0
2023,3,3110093,우사단길,32,10.0,0.0,1.0,0.0
2023,1,3110095,한강진역 3번,11,1.0,0.0,0.0,0.0
2023,2,3110095,한강진역 3번,11,1.0,0.0,0.0,0.0
2023,3,3110095,한강진역 3번,11,1.0,0.0,0.0,0.0
2023,1,3110096,한남힐사이드아파트,1,0.0,0.0,0.0,0.0
2023,2,3110096,한남힐사이드아파트,1,0.0,0.0,0.0,0.0
2023,3,3110096,한남힐사이드아파트,1,0.0,0.0,0.0,0.0
2023,1,3110098,서울독일학교,7,1.0,0.0,0.0,0.0
2023,2,3110098,서울독일학교,7,1.0,0.0,0.0,0.0
2023,3,3110098,서울독일학교,7,1.0,0.0,0.0,0.0
2023,1,3110099,유엔빌리지길,7,1.0,0.0,0.0,0.0
2023,2,3110099,유엔빌리지길,7,1.0,0.0,0.0,0.0
2023,3,3110099,유엔빌리지길,7,1.0,0.0,0.0,0.0
2023,1,3110102,옥수역 6번,12,2.0,0.0,0.0,0.0
2023,2,3110102,옥수역 6번,12,2.0,0.0,0.0,0.0
2023,3,3110102,옥수역 6번,12,2.0,0.0,0.0,0.0
2023,1,3110103,옥수터널,2,1.0,0.0,0.0,0.0
2023,2,3110103,옥수터널,2,1.0,0.0,0.0,0.0
2023,3,3110103,옥수터널,2,1.0,0.0,0.0,0.0
2023,1,3110104,신금호역 4번,10,4.0,0.0,0.0,0.0
2023,2,3110104,신금호역 4번,10,4.0,0.0,0.0,0.0
2023,3,3110104,신금호역 4번,10,4.0,0.0,0.0,0.0
2023,1,3110109,금호삼성래미안아파트,9,4.0,0.0,0.0,0.0
2023,2,3110109,금호삼성래미안아파트,9,4.0,0.0,0.0,0.0
2023,3,3110109,금호삼성래미안아파트,9,4.0,0.0,0.0,0.0
2023,1,3110129,성원어린이공원,3,2.0,0.0,0.0,0.0
2023,2,3110129,성원어린이공원,3,2.0,0.0,0.0,0.0
2023,3,3110129,성원어린이공원,3,2.0,0.0,0.0,0.0
2023,1,3110130,답십리역 6번,1,0.0,0.0,0.0,0.0
2023,2,3110130,답십리역 6번,1,0.0,0.0,0.0,0.0
2023,3,3110130,답십리역 6번,1,0.0,0.0,0.0,0.0
2023,1,3110131,성수동카페거리,5,3.0,0.0,0.0,0.0
2023,2,3110131,성수동카페거리,5,3.0,0.0,0.0,0.0
2023,3,3110131,성수동카페거리,5,3.0,0.0,0.0,0.0
2023,1,3110132,성수2가3동주민센터,9,3.0,0.0,0.0,0.0
2023,2,3110132,성수2가3동주민센터,9,3.0,0.0,0.0,0.0
2023,3,3110132,성수2가3동주민센터,9,3.0,0.0,0.0,0.0
2023,1,3110136,경수초등학교,11,5.0,0.0,0.0,0.0
2023,2,3110136,경수초등학교,11,5.0,0.0,0.0,0.0
2023,3,3110136,경수초등학교,11,5.0,0.0,0.0,0.0
2023,1,3110105,금동어린이공원,12,4.0,0.0,0.0,0.0
2023,2,3110105,금동어린이공원,12,4.0,0.0,0.0,0.0
2023,3,3110105,금동어린이공원,12,4.0,0.0,0.0,0.0
2023,1,3110107,금호사거리,7,2.0,0.0,0.0,0.0
2023,2,3110107,금호사거리,7,2.0,0.0,0.0,0.0
2023,3,3110107,금호사거리,7,2.0,0.0,0.0,0.0
2023,1,3110112,행당역 2번,8,2.0,0.0,0.0,0.0
2023,2,3110112,행당역 2번,8,2.0,0.0,0.0,0.0
2023,3,3110112,행당역 2번,8,2.0,0.0,0.0,0.0
2023,1,3110113,응봉산,9,4.0,0.0,0.0,0.0
2023,2,3110113,응봉산,9,4.0,0.0,0.0,0.0
2023,3,3110113,응봉산,9,4.0,0.0,0.0,0.0
2023,1,3110114,왕십리파출소,3,1.0,0.0,0.0,0.0
2023,2,3110114,왕십리파출소,3,1.0,0.0,0.0,0.0
2023,3,3110114,왕십리파출소,3,1.0,0.0,0.0,0.0
2023,1,3110133,서울교통공사,3,0.0,0.0,0.0,0.0
2023,2,3110133,서울교통공사,3,0.0,0.0,0.0,0.0
2023,3,3110133,서울교통공사,3,0.0,0.0,0.0,0.0
2023,1,3110134,성수119안전센터,40,18.0,1.0,0.0,0.0
2023,2,3110134,성수119안전센터,40,18.0,1.0,0.0,0.0
2023,3,3110134,성수119안전센터,40,18.0,1.0,0.0,0.0
2023,1,3110135,성동세무서,14,6.0,0.0,0.0,0.0
2023,2,3110135,성동세무서,14,6.0,0.0,0.0,0.0
2023,3,3110135,성동세무서,14,6.0,0.0,0.0,0.0
2023,1,3110115,상왕십리역 3번,24,2.0,0.0,1.0,0.0
2023,2,3110115,상왕십리역 3번,24,2.0,0.0,1.0,0.0
2023,3,3110115,상왕십리역 3번,24,2.0,0.0,1.0,0.0
2023,1,3110116,청계천박물관,14,2.0,0.0,0.0,0.0
2023,2,3110116,청계천박물관,14,2.0,0.0,0.0,0.0
2023,3,3110116,청계천박물관,14,2.0,0.0,0.0,0.0
2023,1,3110117,성동구보건소,6,3.0,0.0,0.0,0.0
2023,2,3110117,성동구보건소,6,3.0,0.0,0.0,0.0
2023,3,3110117,성동구보건소,6,3.0,0.0,0.0,0.0
2023,1,3110118,왕십리역 9번,17,2.0,0.0,0.0,0.0
2023,2,3110118,왕십리역 9번,17,2.0,0.0,0.0,0.0
2023,3,3110118,왕십리역 9번,17,2.0,0.0,0.0,0.0
2023,1,3110120,서울숲카페거리,1,0.0,0.0,0.0,0.0
2023,2,3110120,서울숲카페거리,1,0.0,0.0,0.0,0.0
2023,3,3110120,서울숲카페거리,1,0.0,0.0,0.0,0.0
2023,1,3110121,한양대역 4번,2,1.0,0.0,0.0,0.0
2023,2,3110121,한양대역 4번,2,1.0,0.0,0.0,0.0
2023,3,3110121,한양대역 4번,2,1.0,0.0,0.0,0.0
2023,1,3110122,마장역 2번,28,7.0,0.0,0.0,0.0
2023,2,3110122,마장역 2번,28,7.0,0.0,0.0,0.0
2023,3,3110122,마장역 2번,28,7.0,0.0,0.0,0.0
2023,1,3110123,마장역 3번,13,3.0,0.0,1.0,1.0
2023,2,3110123,마장역 3번,13,3.0,0.0,1.0,1.0
2023,3,3110123,마장역 3번,13,3.0,0.0,1.0,1.0
2023,1,3110124,뚝섬역교차로,6,2.0,0.0,0.0,0.0
2023,2,3110124,뚝섬역교차로,6,2.0,0.0,0.0,0.0
2023,3,3110124,뚝섬역교차로,6,2.0,0.0,0.0,0.0
2023,1,3110125,사근동살곶이상점가,14,8.0,0.0,0.0,0.0
2023,2,3110125,사근동살곶이상점가,14,8.0,0.0,0.0,0.0
2023,3,3110125,사근동살곶이상점가,14,8.0,0.0,0.0,0.0
2023,1,3110126,서울숲역 1번,3,0.0,0.0,0.0,0.0
2023,2,3110126,서울숲역 1번,3,0.0,0.0,0.0,0.0
2023,3,3110126,서울숲역 1번,3,0.0,0.0,0.0,0.0
2023,1,3110127,성수1가1동주민센터,6,3.0,0.0,0.0,0.0
2023,2,3110127,성수1가1동주민센터,6,3.0,0.0,0.0,0.0
2023,3,3110127,성수1가1동주민센터,6,3.0,0.0,0.0,0.0
2023,1,3110128,성원중학교,41,8.0,0.0,0.0,0.0
2023,2,3110128,성원중학교,41,8.0,0.0,0.0,0.0
2023,3,3110128,성원중학교,41,8.0,0.0,0.0,0.0
2023,1,3110157,자양동우체국,15,3.0,0.0,0.0,0.0
2023,2,3110157,자양동우체국,15,3.0,0.0,0.0,0.0
2023,3,3110157,자양동우체국,15,3.0,0.0,0.0,0.0
2023,1,3110158,중곡3동주민센터,35,10.0,0.0,0.0,0.0
2023,2,3110158,중곡3동주민센터,35,10.0,0.0,0.0,0.0
2023,3,3110158,중곡3동주민센터,35,10.0,0.0,0.0,0.0
2023,1,3110159,구의역 4번,34,3.0,0.0,0.0,0.0
2023,2,3110159,구의역 4번,34,3.0,0.0,0.0,0.0
2023,3,3110159,구의역 4번,34,3.0,0.0,0.0,0.0
2023,1,3110160,광진경찰서,2,0.0,0.0,0.0,0.0
2023,2,3110160,광진경찰서,2,0.0,0.0,0.0,0.0
2023,3,3110160,광진경찰서,2,0.0,0.0,0.0,0.0
2023,1,3110137,성수초등학교,18,5.0,1.0,0.0,0.0
2023,2,3110137,성수초등학교,18,5.0,1.0,0.0,0.0
2023,3,3110137,성수초등학교,18,5.0,1.0,0.0,0.0
2023,1,3110138,송정체육공원,20,9.0,0.0,0.0,0.0
2023,2,3110138,송정체육공원,20,9.0,0.0,0.0,0.0
2023,3,3110138,송정체육공원,20,9.0,0.0,0.0,0.0
2023,1,3110139,자양4동주민센터,27,6.0,0.0,0.0,0.0
2023,2,3110139,자양4동주민센터,27,6.0,0.0,0.0,0.0
2023,3,3110139,자양4동주민센터,27,6.0,0.0,0.0,0.0
2023,1,3110140,건대입구역 6번,21,3.0,0.0,0.0,0.0
2023,2,3110140,건대입구역 6번,21,3.0,0.0,0.0,0.0
2023,3,3110140,건대입구역 6번,21,3.0,0.0,0.0,0.0
2023,1,3110141,건대입구역 1번,3,2.0,0.0,0.0,0.0
2023,2,3110141,건대입구역 1번,3,2.0,0.0,0.0,0.0
2023,3,3110141,건대입구역 1번,3,2.0,0.0,0.0,0.0
2023,1,3110142,화양사거리,28,3.0,0.0,0.0,0.0
2023,2,3110142,화양사거리,28,3.0,0.0,0.0,0.0
2023,3,3110142,화양사거리,28,3.0,0.0,0.0,0.0
2023,1,3110144,어린이대공원역 4번,3,0.0,0.0,0.0,0.0
2023,2,3110144,어린이대공원역 4번,3,0.0,0.0,0.0,0.0
2023,3,3110144,어린이대공원역 4번,3,0.0,0.0,0.0,0.0
2023,1,3110146,신자초등학교,15,2.0,0.0,0.0,0.0
2023,2,3110146,신자초등학교,15,2.0,0.0,0.0,0.0
2023,3,3110146,신자초등학교,15,2.0,0.0,0.0,0.0
2023,1,3110147,능동우편취급국,12,3.0,0.0,0.0,0.0
2023,2,3110147,능동우편취급국,12,3.0,0.0,0.0,0.0
2023,3,3110147,능동우편취급국,12,3.0,0.0,0.0,0.0
2023,1,3110148,어린이대공원역 3번,1,0.0,0.0,0.0,0.0
2023,2,3110148,어린이대공원역 3번,1,0.0,0.0,0.0,0.0
2023,3,3110148,어린이대공원역 3번,1,0.0,0.0,0.0,0.0
2023,1,3110149,세종대학교,7,2.0,0.0,0.0,0.0
2023,2,3110149,세종대학교,7,2.0,0.0,0.0,0.0
2023,3,3110149,세종대학교,7,2.0,0.0,0.0,0.0
2023,1,3110150,중곡1동 마을마당,8,5.0,0.0,0.0,0.0
2023,2,3110150,중곡1동 마을마당,8,5.0,0.0,0.0,0.0
2023,3,3110150,중곡1동 마을마당,8,5.0,0.0,0.0,0.0
2023,1,3110151,자양한강도서관,14,4.0,0.0,0.0,0.0
2023,2,3110151,자양한강도서관,14,4.0,0.0,0.0,0.0
2023,3,3110151,자양한강도서관,14,4.0,0.0,0.0,0.0
2023,1,3110152,중곡어린이공원,6,4.0,0.0,0.0,0.0
2023,2,3110152,중곡어린이공원,6,4.0,0.0,0.0,0.0
2023,3,3110152,중곡어린이공원,6,4.0,0.0,0.0,0.0
2023,1,3110153,중곡1동주민센터,4,1.0,0.0,0.0,0.0
2023,2,3110153,중곡1동주민센터,4,1.0,0.0,0.0,0.0
2023,3,3110153,중곡1동주민센터,4,1.0,0.0,0.0,0.0
2023,1,3110156,군자역 5번,4,0.0,0.0,0.0,0.0
2023,2,3110156,군자역 5번,4,0.0,0.0,0.0,0.0
2023,3,3110156,군자역 5번,4,0.0,0.0,0.0,0.0
2023,1,3110174,아차산역 1번,12,5.0,0.0,0.0,0.0
2023,2,3110174,아차산역 1번,12,5.0,0.0,0.0,0.0
2023,3,3110174,아차산역 1번,12,5.0,0.0,0.0,0.0
2023,1,3110175,푸른동산공원,10,2.0,0.0,1.0,0.0
2023,2,3110175,푸른동산공원,10,2.0,0.0,1.0,0.0
2023,3,3110175,푸른동산공원,10,2.0,0.0,1.0,0.0
2023,1,3110178,장로회신학대학교,5,2.0,0.0,0.0,0.0
2023,2,3110178,장로회신학대학교,5,2.0,0.0,0.0,0.0
2023,3,3110178,장로회신학대학교,5,2.0,0.0,0.0,0.0
2023,1,3110179,광나루역 1번,10,2.0,0.0,0.0,1.0
2023,2,3110179,광나루역 1번,10,2.0,0.0,0.0,1.0
2023,3,3110179,광나루역 1번,10,2.0,0.0,0.0,1.0
2023,1,3110154,광진정말공원,26,5.0,0.0,0.0,0.0
2023,2,3110154,광진정말공원,26,5.0,0.0,0.0,0.0
2023,3,3110154,광진정말공원,26,5.0,0.0,0.0,0.0
2023,1,3110155,광진구청,6,1.0,0.0,2.0,0.0
2023,2,3110155,광진구청,6,1.0,0.0,2.0,0.0
2023,3,3110155,광진구청,6,1.0,0.0,2.0,0.0
2023,1,3110161,중곡역 3번,23,4.0,0.0,0.0,0.0
2023,2,3110161,중곡역 3번,23,4.0,0.0,0.0,0.0
2023,3,3110161,중곡역 3번,23,4.0,0.0,0.0,0.0
2023,1,3110162,군자역 4번,6,0.0,0.0,1.0,0.0
2023,2,3110162,군자역 4번,6,0.0,0.0,1.0,0.0
2023,3,3110162,군자역 4번,6,0.0,0.0,1.0,0.0
2023,1,3110176,해오름공원,21,9.0,0.0,0.0,0.0
2023,2,3110176,해오름공원,21,9.0,0.0,0.0,0.0
2023,3,3110176,해오름공원,21,9.0,0.0,0.0,0.0
2023,1,3110177,동의초등학교,1,0.0,0.0,0.0,0.0
2023,2,3110177,동의초등학교,1,0.0,0.0,0.0,0.0
2023,3,3110177,동의초등학교,1,0.0,0.0,0.0,0.0
2023,1,3110163,성자초등학교,14,2.0,0.0,0.0,0.0
2023,2,3110163,성자초등학교,14,2.0,0.0,0.0,0.0
2023,3,3110163,성자초등학교,14,2.0,0.0,0.0,0.0
2023,1,3110164,아차산역 5번,3,1.0,0.0,0.0,0.0
2023,2,3110164,아차산역 5번,3,1.0,0.0,0.0,0.0
