year_code,quarter_code,commercial_district_code,total_working_population_now,total_working_population_previous,working_population_diff
2023,2,3110809,112,112,0
2023,2,3110828,3010,3010,0
2023,2,3110824,296,296,0
2023,2,3110852,198,198,0
2023,2,3110851,493,493,0
2023,2,3110831,72,72,0
2023,2,3110827,262,262,0
2023,2,3110841,75,75,0
2023,2,3110900,444,444,0
2023,2,3110866,184,184,0
2023,2,3110857,431,431,0
2023,2,3110875,19,19,0
2023,2,3110873,348,348,0
2023,2,3110891,47,47,0
2023,2,3110892,709,709,0
2023,2,3110899,681,681,0
2023,2,3110905,287,287,0
2023,2,3110910,614,614,0
2023,2,3110906,683,683,0
2023,2,3110932,532,532,0
2023,2,3110930,2178,2178,0
2023,2,3110931,94,94,0
2023,2,3110942,3242,3242,0
2023,2,3110943,1122,1122,0
2023,2,3110994,494,494,0
2023,2,3110988,1594,1594,0
2023,2,3111045,36,36,0
2023,2,3111047,111,111,0
2023,2,3111043,32,32,0
2023,2,3111012,732,732,0
2023,2,3111035,531,531,0
2023,2,3111028,424,424,0
2023,2,3111087,197,197,0
2023,2,3111083,411,411,0
2023,2,3111074,147,147,0
2023,2,3111053,6288,6288,0
2023,2,3111061,831,831,0
2023,2,3111056,191,191,0
2023,2,3110036,52,52,0
2023,2,3110028,704,704,0
2023,2,3110014,194,194,0
2023,2,3110001,1048,1048,0
2023,2,3110286,986,986,0
2023,2,3110053,281,281,0
2023,2,3110040,165,165,0
2023,2,3110039,49,49,0
2023,2,3110059,385,385,0
2023,2,3110069,825,825,0
2023,2,3110095,1186,1186,0
2023,2,3110077,385,385,0
2023,2,3110103,13,13,0
2023,2,3110137,6605,6605,0
2023,2,3110138,160,160,0
2023,2,3110177,112,112,0
2023,2,3110175,367,367,0
2023,2,3110146,742,742,0
2023,2,3110150,1179,1179,0
2023,2,3110195,221,221,0
2023,2,3110189,1538,1538,0
2023,2,3110214,86,86,0
2023,2,3110224,96,96,0
2023,2,3110232,579,579,0
2023,2,3110201,27,27,0
2023,2,3110190,195,195,0
2023,2,3110215,28,28,0
2023,2,3110273,610,610,0
2023,2,3110260,126,126,0
2023,2,3110257,397,397,0
2023,2,3110238,66,66,0
2023,2,3110303,139,139,0
2023,2,3110305,883,883,0
2023,2,3110331,441,441,0
2023,2,3110334,170,170,0
2023,2,3110293,1730,1730,0
2023,2,3110283,203,203,0
2023,2,3110285,814,814,0
2023,2,3110312,150,150,0
2023,2,3110316,439,439,0
2023,2,3110322,319,319,0
2023,2,3110294,391,391,0
2023,2,3110319,454,454,0
2023,2,3110364,146,146,0
2023,2,3110381,171,171,0
2023,2,3110374,491,491,0
2023,2,3110371,49,49,0
2023,2,3110363,19,19,0
2023,2,3110361,101,101,0
2023,2,3110360,321,321,0
2023,2,3110357,725,725,0
2023,2,3110340,176,176,0
2023,2,3110341,496,496,0
2023,2,3110390,231,231,0
2023,2,3110408,355,355,0
2023,2,3110433,401,401,0
2023,2,3110423,280,280,0
2023,2,3110462,335,335,0
2023,2,3110481,199,199,0
2023,2,3110443,20,20,0
2023,2,3110459,547,547,0
2023,2,3110468,1202,1202,0
2023,2,3110478,355,355,0
2023,2,3110463,123,123,0
2023,2,3110507,1537,1537,0
2023,2,3110495,501,501,0
2023,2,3110528,324,324,0
2023,2,3110580,78,78,0
2023,2,3110568,67,67,0
2023,2,3110545,789,789,0
2023,2,3110584,49,49,0
2023,2,3110622,458,458,0
2023,2,3110601,1200,1200,0
2023,2,3110598,381,381,0
2023,2,3110609,1377,1377,0
2023,2,3110652,643,643,0
2023,2,3110675,235,235,0
2023,2,3110672,168,168,0
2023,2,3110660,4614,4614,0
2023,2,3110645,782,782,0
2023,2,3110630,1472,1472,0
2023,2,3110640,1019,1019,0
2023,2,3110655,589,589,0
2023,2,3110692,233,233,0
2023,2,3110695,537,537,0
2023,2,3110714,261,261,0
2023,2,3110708,71,71,0
2023,2,3110715,84,84,0
2023,2,3110713,2668,2668,0
2023,2,3110718,1614,1614,0
2023,2,3110707,1045,1045,0
2023,2,3110726,222,222,0
2023,2,3110727,659,659,0
2023,2,3110738,249,249,0
2023,2,3110744,486,486,0
2023,2,3110734,92,92,0
2023,2,3110747,813,813,0
2023,2,3110754,202,202,0
2023,2,3110781,182,182,0
2023,2,3110776,168,168,0
2023,2,3110792,3343,3343,0
2023,2,3110812,363,363,0
2023,2,3110798,53,53,0
2023,2,3110811,187,187,0
2023,2,3110756,275,275,0
2023,2,3110800,227,227,0
2023,2,3110820,3101,3101,0
2023,2,3110839,187,187,0
2023,2,3110833,255,255,0
2023,2,3110819,456,456,0
2023,2,3110876,49,49,0
2023,2,3110889,376,376,0
2023,2,3110901,245,245,0
2023,2,3110908,1517,1517,0
2023,2,3110916,1152,1152,0
2023,2,3110919,1289,1289,0
2023,2,3110981,361,361,0
2023,2,3110952,117,117,0
2023,2,3110953,2487,2487,0
2023,2,3110968,1023,1023,0
2023,2,3110966,1634,1634,0
2023,2,3110996,1940,1940,0
2023,2,3110982,166,166,0
2023,2,3110973,1448,1448,0
2023,2,3111022,686,686,0
2023,2,3111014,521,521,0
2023,2,3111031,3127,3127,0
2023,2,3111084,169,169,0
2023,2,3111073,973,973,0
2023,2,3111072,747,747,0
2023,2,3110017,650,650,0
2023,2,3110004,32,32,0
2023,2,3110002,475,475,0
2023,2,3110025,213,213,0
2023,2,3110031,72,72,0
2023,2,3110016,2303,2303,0
2023,2,3110020,593,593,0
2023,2,3110048,5315,5315,0
2023,2,3110047,160,160,0
2023,2,3110110,87,87,0
2023,2,3110591,87,87,0
2023,2,3110085,532,532,0
2023,2,3110066,748,748,0
2023,2,3110105,38,38,0
2023,2,3110116,4825,4825,0
2023,2,3110128,911,911,0
2023,2,3110120,79,79,0
2023,2,3110124,1253,1253,0
2023,2,3110129,640,640,0
2023,2,3110132,786,786,0
2023,2,3110166,552,552,0
2023,2,3110160,819,819,0
2023,2,3110164,731,731,0
2023,2,3110158,715,715,0
2023,2,3110227,229,229,0
2023,2,3110181,1864,1864,0
2023,2,3110182,370,370,0
2023,2,3110191,48,48,0
2023,2,3110193,48,48,0
2023,2,3110208,75,75,0
2023,2,3110270,168,168,0
2023,2,3110274,523,523,0
2023,2,3110277,145,145,0
2023,2,3110253,181,181,0
2023,2,3110249,764,764,0
2023,2,3110250,111,111,0
2023,2,3110306,317,317,0
2023,2,3110304,248,248,0
2023,2,3110291,342,342,0
2023,2,3110336,94,94,0
2023,2,3110335,249,249,0
2023,2,3110327,118,118,0
2023,2,3110330,220,220,0
2023,2,3110332,164,164,0
2023,2,3110344,12,12,0
2023,2,3110353,187,187,0
2023,2,3110337,512,512,0
2023,2,3110397,469,469,0
2023,2,3110406,634,634,0
2023,2,3110387,307,307,0
2023,2,3110389,209,209,0
2023,2,3110435,73,73,0
2023,2,3110415,635,635,0
2023,2,3110436,93,93,0
2023,2,3110432,894,894,0
2023,2,3110483,119,119,0
2023,2,3110491,43,43,0
2023,2,3110452,373,373,0
2023,2,3110471,263,263,0
2023,2,3110469,344,344,0
2023,2,3110500,74,74,0
2023,2,3110509,391,391,0
2023,2,3110524,51,51,0
2023,2,3110501,214,214,0
2023,2,3110539,2792,2792,0
2023,2,3110519,341,341,0
2023,2,3110576,1605,1605,0
2023,2,3110573,28,28,0
2023,2,3110563,309,309,0
2023,2,3110564,471,471,0
2023,2,3110621,163,163,0
2023,2,3110592,431,431,0
2023,2,3110604,635,635,0
2023,2,3110595,731,731,0
2023,2,3110603,187,187,0
2023,2,3110625,726,726,0
2023,2,3110694,438,438,0
2023,2,3110614,596,596,0
2023,2,3110643,653,653,0
2023,2,3110639,534,534,0
2023,2,3110641,345,345,0
2023,2,3110633,28,28,0
2023,2,3110678,285,285,0
2023,2,3110653,917,917,0
2023,2,3110661,126,126,0
2023,2,3110664,111,111,0
2023,2,3110663,279,279,0
2023,2,3110710,606,606,0
2023,2,3110683,75,75,0
2023,2,3110687,21,21,0
2023,2,3110740,646,646,0
2023,2,3110733,374,374,0
2023,2,3110739,99,99,0
2023,2,3110794,622,622,0
2023,2,3110775,59,59,0
2023,2,3110814,673,673,0
2023,2,3110802,336,336,0
2023,2,3110791,25,25,0
2023,2,3110796,87,87,0
2023,2,3110849,220,220,0
2023,2,3110845,101,101,0
2023,2,3110846,535,535,0
2023,2,3110838,131,131,0
2023,2,3110826,366,366,0
2023,2,3110842,53,53,0
2023,2,3110895,1796,1796,0
2023,2,3110862,84,84,0
2023,2,3110881,1580,1580,0
2023,2,3110868,232,232,0
2023,2,3110884,372,372,0
2023,2,3110945,191,191,0
2023,2,3110904,835,835,0
2023,2,3110925,874,874,0
2023,2,3110939,5949,5949,0
2023,2,3110957,1251,1251,0
2023,2,3110989,444,444,0
2023,2,3110976,578,578,0
2023,2,3111036,209,209,0
2023,2,3111009,130,130,0
2023,2,3111013,2234,2234,0
2023,2,3111039,485,485,0
2023,2,3111058,451,451,0
2023,2,3111055,673,673,0
2023,2,3111075,193,193,0
2023,2,3111063,368,368,0
2023,2,3110009,930,930,0
2023,2,3110033,166,166,0
2023,2,3110023,92,92,0
2023,2,3110022,506,506,0
2023,2,3110074,8149,8149,0
2023,2,3110081,231,231,0
2023,2,3110084,315,315,0
2023,2,3110071,315,315,0
2023,2,3110590,97,97,0
2023,2,3110070,184,184,0
2023,2,3110062,1506,1506,0
2023,2,3110079,1084,1084,0
2023,2,3110102,175,175,0
2023,2,3110179,911,911,0
2023,2,3110180,5440,5440,0
2023,2,3110159,663,663,0
2023,2,3110153,241,241,0
2023,2,3110142,215,215,0
2023,2,3110148,17,17,0
2023,2,3110183,839,839,0
2023,2,3110228,1992,1992,0
2023,2,3110210,341,341,0
2023,2,3110197,67,67,0
2023,2,3110243,298,298,0
2023,2,3110259,543,543,0
2023,2,3110269,169,169,0
2023,2,3110252,712,712,0
2023,2,3110247,381,381,0
2023,2,3110255,327,327,0
2023,2,3110262,1530,1530,0
2023,2,3110271,97,97,0
2023,2,3110251,147,147,0
2023,2,3110244,250,250,0
2023,2,3110296,77,77,0
2023,2,3110297,654,654,0
2023,2,3110280,73,73,0
2023,2,3110287,70,70,0
2023,2,3110317,411,411,0
2023,2,3110375,110,110,0
2023,2,3110354,22,22,0
2023,2,3110378,23,23,0
2023,2,3110350,148,148,0
2023,2,3110410,957,957,0
2023,2,3110411,421,421,0
2023,2,3110400,191,191,0
2023,2,3110399,849,849,0
2023,2,3110409,396,396,0
2023,2,3110434,121,121,0
2023,2,3110426,337,337,0
2023,2,3110465,240,240,0
2023,2,3110490,311,311,0
2023,2,3110489,35,35,0
2023,2,3110479,318,318,0
2023,2,3110493,892,892,0
2023,2,3110514,86,86,0
2023,2,3110508,947,947,0
2023,2,3110513,457,457,0
2023,2,3110535,488,488,0
2023,2,3110538,284,284,0
2023,2,3110525,61,61,0
2023,2,3110515,396,396,0
2023,2,3110583,12,12,0
2023,2,3110562,426,426,0
2023,2,3110577,145,145,0
2023,2,3110559,757,757,0
2023,2,3110593,304,304,0
2023,2,3110605,155,155,0
2023,2,3110634,664,664,0
2023,2,3110637,560,560,0
2023,2,3110644,336,336,0
2023,2,3110673,253,253,0
2023,2,3110717,570,570,0
2023,2,3110711,815,815,0
2023,2,3110719,19,19,0
2023,2,3110681,94,94,0
2023,2,3110686,406,406,0
2023,2,3110724,364,364,0
2023,2,3110737,502,502,0
2023,2,3110751,733,733,0
2023,2,3110770,263,263,0
2023,2,3110774,472,472,0
2023,2,3110784,76,76,0
2023,2,3110790,741,741,0
2023,2,3110767,11,11,0
2023,2,3110816,517,517,0
2023,2,3110795,533,533,0
2023,2,3110805,45,45,0
2023,2,3110760,1792,1792,0
2023,2,3110829,534,534,0
2023,2,3110848,486,486,0
2023,2,3110837,360,360,0
2023,2,3110825,319,319,0
2023,2,3110823,472,472,0
2023,2,3110865,270,270,0
2023,2,3110902,1184,1184,0
2023,2,3110887,12,12,0
2023,2,3110860,410,410,0
2023,2,3110883,208,208,0
2023,2,3110897,219,219,0
2023,2,3110924,1071,1071,0
2023,2,3110922,219,219,0
2023,2,3110929,21130,21130,0
2023,2,3110980,663,663,0
2023,2,3110951,267,267,0
2023,2,3110869,1026,1026,0
2023,2,3110877,319,319,0
2023,2,3110853,217,217,0
2023,2,3111024,240,240,0
2023,2,3111046,708,708,0
2023,2,3111044,557,557,0
2023,2,3111019,1458,1458,0
2023,2,3111007,936,936,0
2023,2,3111004,2036,2036,0
2023,2,3111033,70,70,0
2023,2,3111078,1753,1753,0
2023,2,3111082,64,64,0
2023,2,3111086,297,297,0
2023,2,3111051,394,394,0
2023,2,3111064,157,157,0
2023,2,3111070,121,121,0
2023,2,3111057,254,254,0
2023,3,3110720,228,228,0
2023,3,3110859,182,182,0
2023,3,3110886,184,184,0
2023,3,3110880,995,995,0
2023,3,3110888,94,94,0
2023,3,3110896,202,202,0
2023,3,3110921,506,506,0
2023,3,3110907,775,775,0
2023,3,3110912,210,210,0
2023,3,3110935,379,379,0
2023,3,3110984,1556,1556,0
