"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"20204","11","서울시","CS300034","악기","813","815","2","12","1","7","2"
"20204","11","서울시","CS300039","모터사이클및부품","628","629","3","17","0","2","1"
"20204","11","서울시","CS100006","패스트푸드점","3004","5691","5","305","3","155","2687"
"20204","11","서울시","CS200001","일반교습학원","14059","15352","2","334","2","304","1293"
"20204","11","서울시","CS200017","골프연습장","1451","1517","3","47","2","37","66"
"20204","11","서울시","CS200021","기타오락장","1278","1327","3","39","8","109","49"
"20204","11","서울시","CS200026","자동차미용","1407","1445","4","59","3","38","38"
"20204","11","서울시","CS200028","미용실","16981","18184","2","424","2","362","1203"
"20204","11","서울시","CS200029","네일숍","3652","3730","3","107","2","90","78"
"20204","11","서울시","CS200030","피부관리실","5315","5470","4","231","4","215","155"
"20204","11","서울시","CS200033","부동산중개업","34693","34702","2","543","1","327","9"
"20204","11","서울시","CS200038","독서실","2331","2705","5","130","3","69","374"
"20204","11","서울시","CS200047","가정용품임대","621","623","2","11","1","4","2"
"20204","11","서울시","CS300009","청과상","7160","7188","2","145","2","124","28"
"20204","11","서울시","CS300011","일반의류","43077","43211","2","735","2","1051","134"
"20204","11","서울시","CS300013","유아의류","5628","5643","2","113","1","38","15"
"20204","11","서울시","CS300018","의약품","8340","8850","2","152","1","114","510"
"20204","11","서울시","CS300022","화장품","16653","17952","2","377","3","528","1299"
"20204","11","서울시","CS300033","철물점","3017","3026","1","40","1","38","9"
"20204","11","서울시","CS100003","일식음식점","5677","6423","5","315","3","210","746"
"20204","11","서울시","CS100005","제과점","3668","5632","4","232","4","203","1964"
"20204","11","서울시","CS200003","예술학원","7045","7341","2","156","2","158","296"
"20204","11","서울시","CS200008","한의원","3768","3768","1","52","1","45","0"
"20204","11","서울시","CS200022","복권방","640","640","5","33","1","7","0"
"20204","11","서울시","CS300016","안경","2003","2524","2","38","1","31","521"
"20204","11","서울시","CS300019","의료기기","2540","2555","2","40","1","33","15"
"20204","11","서울시","CS300035","인테리어","5163","5174","1","70","1","67","11"
"20204","11","서울시","CS300038","자동차부품","3257","3287","1","26","1","25","30"
"20204","11","서울시","CS300043","전자상거래업","44036","44157","5","2225","0","191","121"
"20204","11","서울시","CS100001","한식음식점","55554","61659","4","2402","4","2156","6105"
"20204","11","서울시","CS100004","양식음식점","7240","7990","5","392","3","256","750"
"20204","11","서울시","CS200006","일반의원","9080","9117","2","139","1","84","37"
"20204","11","서울시","CS200023","통신기기수리","635","637","2","10","2","12","2"
"20204","11","서울시","CS200027","모터사이클수리","644","644","2","14","3","16","0"
"20204","11","서울시","CS200036","고시원","466","468","4","18","3","13","2"
"20204","11","서울시","CS200041","사진관","4664","4676","3","122","1","63","12"
"20204","11","서울시","CS200043","건축물청소","3192","3254","3","86","0","11","62"
"20204","11","서울시","CS300010","반찬가게","8464","8636","3","245","2","170","172"
"20204","11","서울시","CS300032","가전제품","4073","4081","1","34","1","43","8"
"20204","11","서울시","CS300037","중고차판매","765","770","2","13","1","9","5"
"20204","11","서울시","CS300041","예술품","1720","1722","2","38","1","23","2"
"20204","11","서울시","CS100010","커피-음료","14290","19742","5","937","4","760","5452"
"20204","11","서울시","CS200013","기타법무서비스","1487","1487","2","31","1","10","0"
"20204","11","서울시","CS200016","당구장","3688","3736","4","137","4","132","48"
"20204","11","서울시","CS200018","볼링장","145","145","2","3","2","3","0"
"20204","11","서울시","CS200035","게스트하우스","1009","1027","2","18","4","42","18"
"20204","11","서울시","CS200044","여행사","6024","6034","0","20","1","83","10"
"20204","11","서울시","CS300005","주류도매","883","886","3","23","1","7","3"
"20204","11","서울시","CS300021","문구","3869","4292","1","38","1","51","423"
"20204","11","서울시","CS300023","미용재료","1785","1791","2","40","2","33","6"
"20204","11","서울시","CS300025","자전거 및 기타운송장비","821","821","1","7","1","8","0"
"20204","11","서울시","CS300040","재생용품 판매점","1196","1196","2","20","1","13","0"
"20204","11","서울시","CS300042","주유소","1029","1030","2","15","1","12","1"
"20204","11","서울시","CS200002","외국어학원","3240","3495","4","143","3","113","255"
"20204","11","서울시","CS200010","변호사사무소","3677","3678","2","74","1","42","1"
"20204","11","서울시","CS200019","PC방","1463","1565","2","25","5","85","102"
"20204","11","서울시","CS200024","스포츠클럽","2369","2514","4","111","3","75","145"
"20204","11","서울시","CS300004","핸드폰","5542","5592","2","119","2","102","50"
"20204","11","서울시","CS300006","미곡판매","3019","3024","1","42","1","15","5"
"20204","11","서울시","CS300008","수산물판매","4974","4980","2","74","1","65","6"
"20204","11","서울시","CS300026","완구","1027","1039","2","18","2","22","12"
"20204","11","서울시","CS300031","가구","3403","3407","1","42","1","20","4"
"20204","11","서울시","CS100009","호프-간이주점","9251","10660","3","312","7","720","1409"
"20204","11","서울시","CS200009","동물병원","885","896","1","11","1","7","11"
"20204","11","서울시","CS200032","가전제품수리","2414","2414","2","39","1","21","0"
"20204","11","서울시","CS200042","통번역서비스","1126","1130","3","30","1","6","4"
"20204","11","서울시","CS200046","의류임대","537","539","2","13","2","13","2"
"20204","11","서울시","CS300001","슈퍼마켓","12317","12679","2","301","3","314","362"
"20204","11","서울시","CS300003","컴퓨터및주변장치판매","10035","10043","1","119","1","95","8"
"20204","11","서울시","CS300015","가방","3073","3081","2","46","2","65","8"
"20204","11","서울시","CS300017","시계및귀금속","5360","5429","1","64","1","62","69"
"20204","11","서울시","CS300027","섬유제품","3644","3659","1","50","1","47","15"
"20204","11","서울시","CS100008","분식전문점","11395","14121","4","610","4","576","2726"
"20204","11","서울시","CS200005","스포츠 강습","4628","4816","3","164","3","146","188"
"20204","11","서울시","CS200015","세무사사무소","5581","5583","1","72","1","31","2"
"20204","11","서울시","CS200020","전자게임장","310","316","5","17","4","14","6"
"20204","11","서울시","CS200025","자동차수리","4066","4427","1","35","1","56","361"
"20204","11","서울시","CS200034","여관","2791","2805","2","65","4","120","14"
"20204","11","서울시","CS200037","노래방","6203","6344","2","131","4","278","141"
"20204","11","서울시","CS200039","DVD방","193","193","7","14","7","14","0"
"20204","11","서울시","CS200040","녹음실","816","819","2","19","1","7","3"
"20204","11","서울시","CS300002","편의점","804","11128","4","418","3","321","10324"
"20204","11","서울시","CS300014","신발","4448","4495","2","72","2","97","47"
"20204","11","서울시","CS300020","서적","3837","3893","2","61","1","39","56"
"20204","11","서울시","CS300024","운동/경기용품","3874","3883","2","57","1","55","9"
"20204","11","서울시","CS300036","조명용품","9110","9119","1","82","1","61","9"
"20211","11","서울시","CS100002","중식음식점","5097","5462","4","206","3","158","365"
"20211","11","서울시","CS100007","치킨전문점","2472","6322","5","325","4","225","3850"
"20211","11","서울시","CS200004","컴퓨터학원","344","349","3","11","1","4","5"
"20211","11","서울시","CS200007","치과의원","4982","4984","1","58","1","59","2"
"20211","11","서울시","CS200011","변리사사무소","762","765","2","16","1","4","3"
"20211","11","서울시","CS200012","법무사사무소","2346","2346","2","52","1","30","0"
"20211","11","서울시","CS200014","회계사사무소","943","943","1","10","1","10","0"
"20211","11","서울시","CS200031","세탁소","4293","5308","3","139","2","82","1015"
"20211","11","서울시","CS200045","비디오/서적임대","208","259","2","6","4","11","51"
"20211","11","서울시","CS300007","육류판매","6610","6634","2","142","3","163","24"
"20211","11","서울시","CS300012","한복점","535","536","1","5","1","5","1"
"20211","11","서울시","CS300028","화초","4891","4897","3","140","2","116","6"
"20211","11","서울시","CS300029","애완동물","1749","1793","5","85","3","54","44"
"20211","11","서울시","CS300030","중고가구","143","146","3","5","0","0","3"
"20211","11","서울시","CS300034","악기","808","810","2","14","2","12","2"
"20211","11","서울시","CS300039","모터사이클및부품","636","637","2","15","1","7","1"
"20211","11","서울시","CS100006","패스트푸드점","3133","5836","6","334","3","158","2703"
"20211","11","서울시","CS200001","일반교습학원","14188","15483","4","544","2","304","1295"
"20211","11","서울시","CS200017","골프연습장","1473","1540","4","55","2","25","67"
"20211","11","서울시","CS200021","기타오락장","1170","1217","5","57","6","77","47"
"20211","11","서울시","CS200026","자동차미용","1443","1481","5","79","2","25","38"
"20211","11","서울시","CS200028","미용실","17070","18269","2","432","2","297","1199"
"20211","11","서울시","CS200029","네일숍","3742","3814","5","172","2","78","72"
"20211","11","서울시","CS200030","피부관리실","5342","5502","4","237","3","156","160"
"20211","11","서울시","CS200033","부동산중개업","34313","34323","4","1187","1","424","10"
"20211","11","서울시","CS200038","독서실","2349","2725","4","104","3","78","376"
"20211","11","서울시","CS200047","가정용품임대","622","624","4","27","1","5","2"
"20211","11","서울시","CS300009","청과상","7141","7169","3","187","2","124","28"
"20211","11","서울시","CS300011","일반의류","42024","42156","2","964","2","902","132"
"20211","11","서울시","CS300013","유아의류","5709","5724","3","160","1","43","15"
"20211","11","서울시","CS300018","의약품","8376","8886","2","210","2","140","510"
"20211","11","서울시","CS300022","화장품","16305","17549","3","500","3","462","1244"
"20211","11","서울시","CS300033","철물점","3029","3040","2","62","1","30","11"
"20211","11","서울시","CS100003","일식음식점","5745","6481","4","280","3","180","736"
"20211","11","서울시","CS100005","제과점","3725","5666","5","266","3","175","1941"
"20211","11","서울시","CS200003","예술학원","7110","7410","4","258","2","134","300"
"20211","11","서울시","CS200008","한의원","3763","3763","1","54","1","53","0"
"20211","11","서울시","CS200022","복권방","625","625","1","5","2","15","0"
"20211","11","서울시","CS300016","안경","1985","2502","1","36","2","46","517"
"20211","11","서울시","CS300019","의료기기","2520","2535","3","69","2","49","15"
"20211","11","서울시","CS300035","인테리어","5116","5126","2","80","2","77","10"
"20211","11","서울시","CS300038","자동차부품","3262","3292","2","77","1","34","30"
"20211","11","서울시","CS300043","전자상거래업","49400","49527","14","6893","1","363","127"
"20211","11","서울시","CS100001","한식음식점","55916","61956","3","2044","2","1444","6040"
"20211","11","서울시","CS100004","양식음식점","7384","8126","5","414","3","220","742"
"20211","11","서울시","CS200006","일반의원","9151","9188","2","203","1","116","37"
"20211","11","서울시","CS200023","통신기기수리","624","626","2","13","2","12","2"
"20211","11","서울시","CS200027","모터사이클수리","649","650","3","19","1","9","1"
"20211","11","서울시","CS200036","고시원","470","472","3","14","1","5","2"
"20211","11","서울시","CS200041","사진관","4729","4740","3","158","1","66","11"
"20211","11","서울시","CS200043","건축물청소","3314","3379","5","162","1","20","65"
"20211","11","서울시","CS300010","반찬가게","8528","8705","4","336","2","173","177"
"20211","11","서울시","CS300032","가전제품","4025","4033","1","47","1","49","8"
"20211","11","서울시","CS300037","중고차판매","750","755","3","23","2","16","5"
"20211","11","서울시","CS300041","예술품","1721","1723","3","59","2","36","2"
"20211","11","서울시","CS100010","커피-음료","14360","19854","5","902","3","683","5494"
"20211","11","서울시","CS200013","기타법무서비스","1516","1516","5","69","1","17","0"
"20211","11","서울시","CS200016","당구장","3693","3743","3","123","2","85","50"
"20211","11","서울시","CS200018","볼링장","143","143","2","3","4","6","0"
"20211","11","서울시","CS200035","게스트하우스","978","995","5","48","4","35","17"
"20211","11","서울시","CS200044","여행사","5865","5874","1","54","2","98","9"
"20211","11","서울시","CS300005","주류도매","912","915","5","43","1","8","3"
"20211","11","서울시","CS300021","문구","3852","4267","2","63","2","64","415"
"20211","11","서울시","CS300023","미용재료","1780","1786","3","59","2","32","6"
"20211","11","서울시","CS300025","자전거 및 기타운송장비","813","813","1","11","2","16","0"
"20211","11","서울시","CS300040","재생용품 판매점","1189","1189","1","11","1","9","0"
"20211","11","서울시","CS300042","주유소","1013","1014","2","16","3","25","1"
"20211","11","서울시","CS200002","외국어학원","3266","3528","6","198","4","122","262"
"20211","11","서울시","CS200010","변호사사무소","3703","3704","4","133","2","59","1"
"20211","11","서울시","CS200019","PC방","1390","1488","2","36","5","70","98"
"20211","11","서울시","CS200024","스포츠클럽","2385","2523","3","76","2","59","138"
"20211","11","서울시","CS300004","핸드폰","5393","5441","3","154","2","103","48"
"20211","11","서울시","CS300006","미곡판매","3015","3020","2","45","1","37","5"
"20211","11","서울시","CS300008","수산물판매","4973","4979","2","105","1","57","6"
"20211","11","서울시","CS300026","완구","1001","1014","2","18","2","21","13"
"20211","11","서울시","CS300031","가구","3406","3409","2","66","1","35","3"
"20211","11","서울시","CS100009","호프-간이주점","8970","10334","2","183","4","441","1364"
"20211","11","서울시","CS200009","동물병원","886","897","0","4","0","1","11"
"20211","11","서울시","CS200032","가전제품수리","2448","2448","3","74","1","28","0"
"20211","11","서울시","CS200042","통번역서비스","1185","1189","6","70","1","6","4"
"20211","11","서울시","CS200046","의류임대","533","535","3","14","2","12","2"
"20211","11","서울시","CS300001","슈퍼마켓","12159","12524","3","337","3","338","365"
"20211","11","서울시","CS300003","컴퓨터및주변장치판매","10005","10013","2","160","1","102","8"
"20211","11","서울시","CS300015","가방","3029","3037","2","57","2","57","8"
"20211","11","서울시","CS300017","시계및귀금속","5307","5377","1","74","1","60","70"
"20211","11","서울시","CS300027","섬유제품","3610","3623","2","63","2","67","13"
"20211","11","서울시","CS100008","분식전문점","11461","14174","4","611","3","424","2713"
"20211","11","서울시","CS200005","스포츠 강습","4642","4832","4","187","3","135","190"
"20211","11","서울시","CS200015","세무사사무소","5593","5594","1","72","1","27","1"
"20211","11","서울시","CS200020","전자게임장","287","292","10","28","4","11","5"
"20211","11","서울시","CS200025","자동차수리","4045","4407","1","60","1","57","362"
"20211","11","서울시","CS200034","여관","2739","2753","2","56","4","96","14"
"20211","11","서울시","CS200037","노래방","6088","6223","1","75","3","162","135"
"20211","11","서울시","CS200039","DVD방","190","190","7","14","8","16","0"
"20211","11","서울시","CS200040","녹음실","836","839","3","26","1","5","3"
"20211","11","서울시","CS300002","편의점","807","11138","4","420","3","302","10331"
"20211","11","서울시","CS300014","신발","4368","4414","2","85","2","85","46"
"20211","11","서울시","CS300020","서적","3820","3877","2","85","2","59","57"
"20211","11","서울시","CS300024","운동/경기용품","3902","3911","3","115","1","56","9"
"20211","11","서울시","CS300036","조명용품","9127","9136","1","110","1","50","9"
"20212","11","서울시","CS100002","중식음식점","5200","5566","6","336","4","232","366"
"20212","11","서울시","CS100007","치킨전문점","2425","6213","5","284","6","393","3788"
"20212","11","서울시","CS200004","컴퓨터학원","349","354","2","8","1","3","5"
"20212","11","서울시","CS200007","치과의원","5005","5007","2","80","1","57","2"
"20212","11","서울시","CS200011","변리사사무소","768","771","2","14","1","8","3"
"20212","11","서울시","CS200012","법무사사무소","2372","2372","2","53","1","27","0"
"20212","11","서울시","CS200014","회계사사무소","949","949","1","12","1","6","0"
"20212","11","서울시","CS200031","세탁소","4321","5334","3","155","2","129","1013"
"20212","11","서울시","CS200045","비디오/서적임대","206","257","1","2","2","4","51"
"20212","11","서울시","CS300007","육류판매","6661","6685","3","212","2","161","24"
"20212","11","서울시","CS300012","한복점","536","536","1","7","1","7","0"
"20212","11","서울시","CS300028","화초","4930","4936","3","129","2","90","6"
"20212","11","서울시","CS300029","애완동물","1785","1828","6","105","4","70","43"
"20212","11","서울시","CS300030","중고가구","142","145","0","0","1","1","3"
"20212","11","서울시","CS300034","악기","815","816","2","13","1","7","1"
"20212","11","서울시","CS300039","모터사이클및부품","641","642","2","13","1","8","1"
"20212","11","서울시","CS100006","패스트푸드점","3295","6038","7","408","3","206","2743"
"20212","11","서울시","CS200001","일반교습학원","14383","15715","3","501","2","269","1332"
"20212","11","서울시","CS200017","골프연습장","1496","1564","4","56","2","32","68"
"20212","11","서울시","CS200021","기타오락장","1128","1171","6","66","10","112","43"
"20212","11","서울시","CS200026","자동차미용","1472","1508","4","62","2","35","36"
"20212","11","서울시","CS200028","미용실","17146","18362","3","512","2","419","1216"
"20212","11","서울시","CS200029","네일숍","3885","3959","6","238","2","93","74"
"20212","11","서울시","CS200030","피부관리실","5441","5608","5","288","3","182","167"
"20212","11","서울시","CS200033","부동산중개업","34936","34946","3","1193","2","570","10"
"20212","11","서울시","CS200038","독서실","2363","2746","4","109","3","88","383"
"20212","11","서울시","CS200047","가정용품임대","641","643","4","28","1","9","2"
"20212","11","서울시","CS300009","청과상","7174","7202","3","185","2","152","28"
"20212","11","서울시","CS300011","일반의류","41804","41937","2","833","3","1052","133"
"20212","11","서울시","CS300013","유아의류","5808","5823","3","149","1","50","15"
"20212","11","서울시","CS300018","의약품","8413","8924","2","170","2","132","511"
"20212","11","서울시","CS300022","화장품","16326","17537","3","511","3","523","1211"
"20212","11","서울시","CS300033","철물점","3031","3042","1","40","1","38","11"
"20212","11","서울시","CS100003","일식음식점","5958","6692","6","416","3","205","734"
"20212","11","서울시","CS100005","제과점","3843","5779","5","308","3","195","1936"
"20212","11","서울시","CS200003","예술학원","7214","7513","3","256","2","153","299"
"20212","11","서울시","CS200008","한의원","3771","3771","2","80","2","72","0"
"20212","11","서울시","CS200022","복권방","618","618","1","5","2","12","0"
"20212","11","서울시","CS300016","안경","1979","2495","2","45","2","52","516"
"20212","11","서울시","CS300019","의료기기","2525","2541","2","49","2","43","16"
"20212","11","서울시","CS300035","인테리어","5123","5135","2","88","2","79","12"
"20212","11","서울시","CS300038","자동차부품","3296","3322","2","65","1","35","26"
"20212","11","서울시","CS300043","전자상거래업","55250","55374","11","6254","1","407","124"
"20212","11","서울시","CS100001","한식음식점","56412","62393","4","2708","4","2271","5981"
"20212","11","서울시","CS100004","양식음식점","7624","8363","6","530","4","293","739"
"20212","11","서울시","CS200006","일반의원","9210","9248","2","160","1","100","38"
"20212","11","서울시","CS200023","통신기기수리","626","628","3","16","2","14","2"
"20212","11","서울시","CS200027","모터사이클수리","653","654","2","13","1","9","1"
"20212","11","서울시","CS200036","고시원","491","493","5","23","0","2","2"
"20212","11","서울시","CS200041","사진관","4856","4867","4","179","1","52","11"
"20212","11","서울시","CS200043","건축물청소","3455","3521","5","159","1","17","66"
"20212","11","서울시","CS300010","반찬가게","8682","8865","4","350","2","190","183"
"20212","11","서울시","CS300032","가전제품","4016","4024","1","44","1","53","8"
"20212","11","서울시","CS300037","중고차판매","752","757","3","22","3","20","5"
"20212","11","서울시","CS300041","예술품","1763","1766","4","67","1","24","3"
"20212","11","서울시","CS100010","커피-음료","14772","20375","7","1363","4","842","5603"
"20212","11","서울시","CS200013","기타법무서비스","1568","1568","5","71","1","19","0"
"20212","11","서울시","CS200016","당구장","3732","3785","5","188","4","146","53"
"20212","11","서울시","CS200018","볼링장","143","143","0","0","0","0","0"
"20212","11","서울시","CS200035","게스트하우스","980","998","3","33","3","30","18"
"20212","11","서울시","CS200044","여행사","5849","5858","1","48","1","64","9"
"20212","11","서울시","CS300005","주류도매","920","923","4","32","3","24","3"
"20212","11","서울시","CS300021","문구","3871","4280","1","57","1","44","409"
"20212","11","서울시","CS300023","미용재료","1794","1800","2","42","2","28","6"
"20212","11","서울시","CS300025","자전거 및 기타운송장비","819","819","1","9","0","3","0"
"20212","11","서울시","CS300040","재생용품 판매점","1196","1196","1","17","1","10","0"
"20212","11","서울시","CS300042","주유소","1007","1008","2","16","2","22","1"
"20212","11","서울시","CS200002","외국어학원","3280","3535","4","130","4","123","255"
"20212","11","서울시","CS200010","변호사사무소","3773","3774","3","114","1","44","1"
"20212","11","서울시","CS200019","PC방","1340","1436","3","38","6","90","96"
"20212","11","서울시","CS200024","스포츠클럽","2466","2602","5","139","2","60","136"
"20212","11","서울시","CS300004","핸드폰","5404","5454","3","139","2","126","50"
"20212","11","서울시","CS300006","미곡판매","3029","3034","2","51","1","37","5"
"20212","11","서울시","CS300008","수산물판매","5021","5027","2","119","1","71","6"
"20212","11","서울시","CS300026","완구","1000","1014","2","21","2","21","14"
"20212","11","서울시","CS300031","가구","3435","3438","2","64","1","35","3"
"20212","11","서울시","CS100009","호프-간이주점","8624","9938","3","276","7","672","1314"
"20212","11","서울시","CS200009","동물병원","899","910","3","23","1","10","11"
"20212","11","서울시","CS200032","가전제품수리","2506","2506","3","81","1","23","0"
"20212","11","서울시","CS200042","통번역서비스","1229","1233","4","50","1","6","4"
"20212","11","서울시","CS200046","의류임대","532","534","2","10","2","11","2"
"20212","11","서울시","CS300001","슈퍼마켓","12208","12585","4","450","3","389","377"
"20212","11","서울시","CS300003","컴퓨터및주변장치판매","10057","10065","1","140","1","88","8"
"20212","11","서울시","CS300015","가방","3046","3053","3","82","2","66","7"
"20212","11","서울시","CS300017","시계및귀금속","5336","5405","2","86","1","58","69"
"20212","11","서울시","CS300027","섬유제품","3614","3627","2","59","2","55","13"
"20212","11","서울시","CS100008","분식전문점","11466","14138","5","657","5","693","2672"
"20212","11","서울시","CS200005","스포츠 강습","4779","4967","5","262","3","127","188"
"20212","11","서울시","CS200015","세무사사무소","5648","5649","1","71","0","16","1"
"20212","11","서울시","CS200020","전자게임장","298","302","10","29","6","19","4"
"20212","11","서울시","CS200025","자동차수리","4008","4369","1","40","2","78","361"
"20212","11","서울시","CS200034","여관","2663","2680","2","62","5","135","17"
"20212","11","서울시","CS200037","노래방","6013","6147","3","212","5","288","134"
"20212","11","서울시","CS200039","DVD방","191","191","7","14","7","13","0"
"20212","11","서울시","CS200040","녹음실","850","853","2","19","1","5","3"
"20212","11","서울시","CS300002","편의점","819","11248","4","453","3","343","10429"
"20212","11","서울시","CS300014","신발","4334","4381","1","61","2","94","47"
"20212","11","서울시","CS300020","서적","3852","3909","2","68","1","36","57"
"20212","11","서울시","CS300024","운동/경기용품","3949","3958","3","110","2","63","9"
"20212","11","서울시","CS300036","조명용품","9173","9182","1","94","1","48","9"
"20213","11","서울시","CS100002","중식음식점","5241","5602","5","253","4","217","361"
"20213","11","서울시","CS100007","치킨전문점","2385","6172","4","268","5","309","3787"
"20213","11","서울시","CS200004","컴퓨터학원","358","363","4","14","1","5","5"
"20213","11","서울시","CS200007","치과의원","4999","5001","1","45","1","51","2"
"20213","11","서울시","CS200011","변리사사무소","769","772","1","11","1","10","3"
"20213","11","서울시","CS200012","법무사사무소","2378","2378","2","37","1","31","0"
"20213","11","서울시","CS200014","회계사사무소","949","949","2","15","2","15","0"
"20213","11","서울시","CS200031","세탁소","4314","5316","2","116","3","134","1002"
"20213","11","서울시","CS200045","비디오/서적임대","207","260","3","7","2","4","53"
"20213","11","서울시","CS300007","육류판매","6688","6713","3","173","2","145","25"
"20213","11","서울시","CS300012","한복점","530","530","1","4","2","10","0"
"20213","11","서울시","CS300028","화초","4955","4961","3","124","2","99","6"
"20213","11","서울시","CS300029","애완동물","1809","1851","4","77","3","54","42"
"20213","11","서울시","CS300030","중고가구","145","148","3","4","1","1","3"
"20213","11","서울시","CS300034","악기","813","814","1","6","1","8","1"
"20213","11","서울시","CS300039","모터사이클및부품","654","656","3","18","1","4","2"
"20213","11","서울시","CS100006","패스트푸드점","3436","6182","6","365","4","221","2746"
"20213","11","서울시","CS200001","일반교습학원","14683","16033","3","524","1","206","1350"
"20213","11","서울시","CS200017","골프연습장","1519","1595","5","80","3","49","76"
"20213","11","서울시","CS200021","기타오락장","1102","1142","4","45","7","74","40"
"20213","11","서울시","CS200026","자동차미용","1501","1538","4","64","2","34","37"
"20213","11","서울시","CS200028","미용실","17226","18443","2","398","2","317","1217"
"20213","11","서울시","CS200029","네일숍","3978","4054","4","145","1","50","76"
"20213","11","서울시","CS200030","피부관리실","5496","5665","4","246","3","189","169"
"20213","11","서울시","CS200033","부동산중개업","35489","35499","3","1033","1","480","10"
"20213","11","서울시","CS200038","독서실","2388","2763","3","89","3","72","375"
"20213","11","서울시","CS200047","가정용품임대","663","665","4","27","1","5","2"
"20213","11","서울시","CS300009","청과상","7213","7240","2","174","2","136","27"
"20213","11","서울시","CS300011","일반의류","41719","41852","2","929","2","1014","133"
"20213","11","서울시","CS300013","유아의류","5985","5999","4","215","1","39","14"
"20213","11","서울시","CS300018","의약품","8423","8938","2","158","2","144","515"
"20213","11","서울시","CS300022","화장품","16344","17534","3","479","3","482","1190"
"20213","11","서울시","CS300033","철물점","3013","3024","1","25","1","43","11"
"20213","11","서울시","CS100003","일식음식점","6069","6795","5","316","3","213","726"
"20213","11","서울시","CS100005","제과점","3911","5832","4","229","3","176","1921"
"20213","11","서울시","CS200003","예술학원","7324","7630","3","226","1","109","306"
"20213","11","서울시","CS200008","한의원","3778","3778","2","59","1","52","0"
"20213","11","서울시","CS200022","복권방","642","642","5","32","1","8","0"
"20213","11","서울시","CS300016","안경","1972","2490","1","31","1","36","518"
"20213","11","서울시","CS300019","의료기기","2546","2561","2","55","1","35","15"
"20213","11","서울시","CS300035","인테리어","5113","5125","2","78","2","88","12"
"20213","11","서울시","CS300038","자동차부품","3299","3325","1","41","1","38","26"
"20213","11","서울시","CS300043","전자상거래업","61408","61544","11","6590","1","420","136"
"20213","11","서울시","CS100001","한식음식점","56631","62565","3","2013","3","1841","5934"
"20213","11","서울시","CS100004","양식음식점","7883","8609","6","484","3","238","726"
"20213","11","서울시","CS200006","일반의원","9298","9337","2","186","1","97","39"
"20213","11","서울시","CS200023","통신기기수리","627","629","4","22","3","21","2"
"20213","11","서울시","CS200027","모터사이클수리","657","658","2","15","2","11","1"
"20213","11","서울시","CS200036","고시원","513","515","5","25","1","3","2"
"20213","11","서울시","CS200041","사진관","4955","4966","3","164","1","65","11"
"20213","11","서울시","CS200043","건축물청소","3561","3628","4","133","1","26","67"
"20213","11","서울시","CS300010","반찬가게","8796","8978","4","312","2","199","182"
"20213","11","서울시","CS300032","가전제품","4013","4021","1","38","1","41","8"
"20213","11","서울시","CS300037","중고차판매","755","760","3","19","2","16","5"
"20213","11","서울시","CS300041","예술품","1799","1802","3","62","1","26","3"
"20213","11","서울시","CS100010","커피-음료","14973","20670","5","1092","4","797","5697"
"20213","11","서울시","CS200013","기타법무서비스","1607","1607","4","61","1","22","0"
"20213","11","서울시","CS200016","당구장","3721","3773","3","120","4","132","52"
"20213","11","서울시","CS200018","볼링장","142","142","1","2","2","3","0"
"20213","11","서울시","CS200035","게스트하우스","987","1004","4","39","3","33","17"
"20213","11","서울시","CS200044","여행사","5845","5854","1","53","1","57","9"
"20213","11","서울시","CS300005","주류도매","927","930","3","23","2","16","3"
"20213","11","서울시","CS300021","문구","3883","4289","1","60","1","51","406"
"20213","11","서울시","CS300023","미용재료","1791","1797","1","24","2","27","6"
"20213","11","서울시","CS300025","자전거 및 기타운송장비","820","820","1","9","1","8","0"
"20213","11","서울시","CS300040","재생용품 판매점","1198","1198","1","15","1","13","0"
"20213","11","서울시","CS300042","주유소","1004","1005","1","14","2","17","1"
"20213","11","서울시","CS200002","외국어학원","3294","3549","3","105","3","91","255"
"20213","11","서울시","CS200010","변호사사무소","3829","3830","3","121","2","65","1"
"20213","11","서울시","CS200019","PC방","1338","1430","3","43","3","49","92"
"20213","11","서울시","CS200024","스포츠클럽","2524","2662","4","109","2","49","138"
"20213","11","서울시","CS300004","핸드폰","5399","5449","3","138","3","143","50"
"20213","11","서울시","CS300006","미곡판매","3038","3042","2","53","2","45","4"
"20213","11","서울시","CS300008","수산물판매","5067","5072","2","102","1","57","5"
"20213","11","서울시","CS300026","완구","997","1011","2","16","2","19","14"
"20213","11","서울시","CS300031","가구","3441","3444","2","63","2","57","3"
"20213","11","서울시","CS100009","호프-간이주점","8384","9658","2","228","5","508","1274"
"20213","11","서울시","CS200009","동물병원","894","906","1","9","1","13","12"
"20213","11","서울시","CS200032","가전제품수리","2538","2538","2","56","1","24","0"
"20213","11","서울시","CS200042","통번역서비스","1273","1277","4","49","0","5","4"
"20213","11","서울시","CS200046","의류임대","533","535","2","13","2","12","2"
"20213","11","서울시","CS300001","슈퍼마켓","12165","12548","3","341","3","378","383"
"20213","11","서울시","CS300003","컴퓨터및주변장치판매","10076","10084","2","150","1","131","8"
"20213","11","서울시","CS300015","가방","3061","3069","2","74","2","58","8"
"20213","11","서울시","CS300017","시계및귀금속","5357","5424","2","84","1","65","67"
