"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"20213","11","서울시","CS300027","섬유제품","3607","3621","2","60","2","66","14"
"20213","11","서울시","CS100008","분식전문점","11439","14088","4","518","4","568","2649"
"20213","11","서울시","CS200005","스포츠 강습","4910","5095","5","235","2","107","185"
"20213","11","서울시","CS200015","세무사사무소","5751","5752","2","133","1","30","1"
"20213","11","서울시","CS200020","전자게임장","310","314","6","19","2","7","4"
"20213","11","서울시","CS200025","자동차수리","3978","4339","1","37","2","67","361"
"20213","11","서울시","CS200034","여관","2598","2615","2","55","5","120","17"
"20213","11","서울시","CS200037","노래방","5952","6088","2","117","3","176","136"
"20213","11","서울시","CS200039","DVD방","187","187","4","8","6","12","0"
"20213","11","서울시","CS200040","녹음실","860","863","3","22","1","12","3"
"20213","11","서울시","CS300002","편의점","816","11301","3","366","3","313","10485"
"20213","11","서울시","CS300014","신발","4308","4356","2","68","2","93","48"
"20213","11","서울시","CS300020","서적","3869","3928","2","79","2","60","59"
"20213","11","서울시","CS300024","운동/경기용품","3964","3973","2","87","2","72","9"
"20213","11","서울시","CS300036","조명용품","9208","9217","1","110","1","75","9"
"20214","11","서울시","CS100002","중식음식점","5286","5649","4","237","3","190","363"
"20214","11","서울시","CS100007","치킨전문점","2342","6106","5","293","6","359","3764"
"20214","11","서울시","CS200004","컴퓨터학원","363","368","2","8","1","3","5"
"20214","11","서울시","CS200007","치과의원","5005","5007","1","36","1","30","2"
"20214","11","서울시","CS200011","변리사사무소","784","787","2","16","0","1","3"
"20214","11","서울시","CS200012","법무사사무소","2383","2383","1","29","1","24","0"
"20214","11","서울시","CS200014","회계사사무소","964","964","2","21","1","6","0"
"20214","11","서울시","CS200031","세탁소","4294","5281","2","94","2","129","987"
"20214","11","서울시","CS200045","비디오/서적임대","205","255","2","5","4","10","50"
"20214","11","서울시","CS300007","육류판매","6741","6765","3","211","2","159","24"
"20214","11","서울시","CS300012","한복점","533","533","2","9","1","6","0"
"20214","11","서울시","CS300028","화초","5019","5025","3","155","2","91","6"
"20214","11","서울시","CS300029","애완동물","1899","1941","7","144","3","54","42"
"20214","11","서울시","CS300030","중고가구","148","151","3","5","1","2","3"
"20214","11","서울시","CS300034","악기","818","819","2","13","1","8","1"
"20214","11","서울시","CS300039","모터사이클및부품","663","665","2","16","1","7","2"
"20214","11","서울시","CS100006","패스트푸드점","3588","6321","6","345","3","206","2733"
"20214","11","서울시","CS200001","일반교습학원","15058","16436","4","657","2","254","1378"
"20214","11","서울시","CS200017","골프연습장","1550","1635","5","83","3","43","85"
"20214","11","서울시","CS200021","기타오락장","1140","1178","9","100","5","64","38"
"20214","11","서울시","CS200026","자동차미용","1533","1570","4","61","2","29","37"
"20214","11","서울시","CS200028","미용실","17289","18503","2","436","2","376","1214"
"20214","11","서울시","CS200029","네일숍","4060","4134","4","166","2","86","74"
"20214","11","서울시","CS200030","피부관리실","5544","5714","4","218","3","169","170"
"20214","11","서울시","CS200033","부동산중개업","36475","36485","4","1475","1","489","10"
"20214","11","서울시","CS200038","독서실","2399","2753","4","102","4","112","354"
"20214","11","서울시","CS200047","가정용품임대","699","701","6","45","1","9","2"
"20214","11","서울시","CS300009","청과상","7279","7305","3","192","2","127","26"
"20214","11","서울시","CS300011","일반의류","41842","41973","3","1046","2","925","131"
"20214","11","서울시","CS300013","유아의류","6105","6119","3","170","1","50","14"
"20214","11","서울시","CS300018","의약품","8466","8983","2","165","1","120","517"
"20214","11","서울시","CS300022","화장품","16579","17760","4","623","2","397","1181"
"20214","11","서울시","CS300033","철물점","2990","3001","1","25","2","48","11"
"20214","11","서울시","CS100003","일식음식점","6195","6911","4","305","3","189","716"
"20214","11","서울시","CS100005","제과점","3988","5901","5","276","4","207","1913"
"20214","11","서울시","CS200003","예술학원","7416","7725","3","244","2","149","309"
"20214","11","서울시","CS200008","한의원","3761","3761","1","42","2","59","0"
"20214","11","서울시","CS200022","복권방","696","697","9","65","1","10","1"
"20214","11","서울시","CS300016","안경","1967","2483","1","25","1","32","516"
"20214","11","서울시","CS300019","의료기기","2550","2565","2","40","1","36","15"
"20214","11","서울시","CS300035","인테리어","5146","5157","2","100","1","68","11"
"20214","11","서울시","CS300038","자동차부품","3322","3349","2","60","1","36","27"
"20214","11","서울시","CS300043","전자상거래업","72442","72606","16","11637","1","575","164"
"20214","11","서울시","CS100001","한식음식점","57128","63030","4","2392","3","1927","5902"
"20214","11","서울시","CS100004","양식음식점","8142","8867","6","497","3","239","725"
"20214","11","서울시","CS200006","일반의원","9375","9415","2","148","1","70","40"
"20214","11","서울시","CS200023","통신기기수리","611","613","2","10","4","26","2"
"20214","11","서울시","CS200027","모터사이클수리","664","665","3","19","2","12","1"
"20214","11","서울시","CS200036","고시원","530","532","4","23","1","6","2"
"20214","11","서울시","CS200041","사진관","5150","5161","5","244","1","49","11"
"20214","11","서울시","CS200043","건축물청소","3735","3802","5","196","1","22","67"
"20214","11","서울시","CS300010","반찬가게","8945","9127","4","354","2","205","182"
"20214","11","서울시","CS300032","가전제품","4014","4022","1","46","1","45","8"
"20214","11","서울시","CS300037","중고차판매","771","776","4","31","2","15","5"
"20214","11","서울시","CS300041","예술품","1860","1863","5","92","2","31","3"
"20214","11","서울시","CS100010","커피-음료","15194","21003","5","1121","4","788","5809"
"20214","11","서울시","CS200013","기타법무서비스","1664","1664","5","78","1","21","0"
"20214","11","서울시","CS200016","당구장","3795","3847","5","208","4","134","52"
"20214","11","서울시","CS200018","볼링장","143","143","2","3","1","2","0"
"20214","11","서울시","CS200035","게스트하우스","1003","1020","5","49","3","33","17"
"20214","11","서울시","CS200044","여행사","5882","5890","2","94","1","58","8"
"20214","11","서울시","CS300005","주류도매","942","945","3","29","2","14","3"
"20214","11","서울시","CS300021","문구","3939","4351","3","113","1","51","412"
"20214","11","서울시","CS300023","미용재료","1805","1810","2","34","1","21","5"
"20214","11","서울시","CS300025","자전거 및 기타운송장비","825","825","1","11","1","6","0"
"20214","11","서울시","CS300040","재생용품 판매점","1207","1207","2","19","1","10","0"
"20214","11","서울시","CS300042","주유소","999","1000","1","10","2","15","1"
"20214","11","서울시","CS200002","외국어학원","3314","3569","4","126","3","106","255"
"20214","11","서울시","CS200010","변호사사무소","3903","3904","3","125","1","51","1"
"20214","11","서울시","CS200019","PC방","1329","1414","4","55","5","71","85"
"20214","11","서울시","CS200024","스포츠클럽","2603","2740","5","126","2","48","137"
"20214","11","서울시","CS300004","핸드폰","5398","5447","2","130","2","132","49"
"20214","11","서울시","CS300006","미곡판매","3083","3088","3","85","1","39","5"
"20214","11","서울시","CS300008","수산물판매","5120","5125","2","115","1","62","5"
"20214","11","서울시","CS300026","완구","1003","1017","2","23","2","17","14"
"20214","11","서울시","CS300031","가구","3464","3467","2","73","1","50","3"
"20214","11","서울시","CS100009","호프-간이주점","8105","9331","3","305","7","632","1226"
"20214","11","서울시","CS200009","동물병원","899","911","1","8","0","3","12"
"20214","11","서울시","CS200032","가전제품수리","2615","2615","4","104","1","27","0"
"20214","11","서울시","CS200042","통번역서비스","1349","1353","7","89","1","13","4"
"20214","11","서울시","CS200046","의류임대","540","542","4","19","2","12","2"
"20214","11","서울시","CS300001","슈퍼마켓","12112","12496","3","323","3","375","384"
"20214","11","서울시","CS300003","컴퓨터및주변장치판매","10187","10195","2","214","1","103","8"
"20214","11","서울시","CS300015","가방","3113","3121","3","107","2","55","8"
"20214","11","서울시","CS300017","시계및귀금속","5409","5475","2","100","1","49","66"
"20214","11","서울시","CS300027","섬유제품","3616","3630","2","61","1","52","14"
"20214","11","서울시","CS100008","분식전문점","11372","13990","4","501","4","599","2618"
"20214","11","서울시","CS200005","스포츠 강습","5064","5247","5","285","3","133","183"
"20214","11","서울시","CS200015","세무사사무소","5834","5835","2","128","1","45","1"
"20214","11","서울시","CS200020","전자게임장","320","325","6","19","3","8","5"
"20214","11","서울시","CS200025","자동차수리","3949","4308","1","41","2","72","359"
"20214","11","서울시","CS200034","여관","2556","2573","2","48","4","90","17"
"20214","11","서울시","CS200037","노래방","5888","6016","4","215","5","287","128"
"20214","11","서울시","CS200039","DVD방","180","181","2","4","6","10","1"
"20214","11","서울시","CS200040","녹음실","881","884","3","25","1","4","3"
"20214","11","서울시","CS300002","편의점","827","11371","3","384","3","314","10544"
"20214","11","서울시","CS300014","신발","4315","4361","2","81","2","76","46"
"20214","11","서울시","CS300020","서적","3916","3980","3","99","1","47","64"
"20214","11","서울시","CS300024","운동/경기용품","4038","4045","3","117","1","45","7"
"20221","11","서울시","CS300026","완구","995","1009","1","10","2","18","14"
"20214","11","서울시","CS300036","조명용품","9283","9293","1","133","1","57","10"
"20221","11","서울시","CS100002","중식음식점","5318","5681","4","198","3","166","363"
"20221","11","서울시","CS100007","치킨전문점","2302","6032","3","178","4","252","3730"
"20221","11","서울시","CS200004","컴퓨터학원","362","367","1","2","1","3","5"
"20221","11","서울시","CS200007","치과의원","5002","5004","1","43","1","46","2"
"20221","11","서울시","CS200011","변리사사무소","775","778","0","0","1","9","3"
"20221","11","서울시","CS200012","법무사사무소","2388","2388","1","34","1","29","0"
"20221","11","서울시","CS200014","회계사사무소","964","964","0","4","0","4","0"
"20221","11","서울시","CS200031","세탁소","4301","5286","2","102","2","97","985"
"20221","11","서울시","CS200045","비디오/서적임대","204","254","1","2","1","3","50"
"20221","11","서울시","CS300007","육류판매","6680","6704","1","88","2","149","24"
"20221","11","서울시","CS300012","한복점","525","525","1","5","3","13","0"
"20221","11","서울시","CS300028","화초","5053","5059","3","127","2","93","6"
"20221","11","서울시","CS300029","애완동물","1937","1981","5","107","3","67","44"
"20221","11","서울시","CS300030","중고가구","145","148","0","0","2","3","3"
"20221","11","서울시","CS300034","악기","821","822","1","11","1","8","1"
"20221","11","서울시","CS300039","모터사이클및부품","658","660","0","1","1","6","2"
"20221","11","서울시","CS100006","패스트푸드점","3596","6338","3","181","3","164","2742"
"20221","11","서울시","CS200001","일반교습학원","14904","16267","1","132","2","301","1363"
"20221","11","서울시","CS200017","골프연습장","1560","1647","3","54","3","42","87"
"20221","11","서울시","CS200021","기타오락장","1133","1167","5","55","6","66","34"
"20221","11","서울시","CS200026","자동차미용","1532","1568","2","27","2","29","36"
"20221","11","서울시","CS200028","미용실","17418","18635","2","391","1","259","1217"
"20221","11","서울시","CS200029","네일숍","4030","4100","1","23","1","57","70"
"20221","11","서울시","CS200030","피부관리실","5823","5998","7","442","3","158","175"
"20221","11","서울시","CS200033","부동산중개업","35892","35902","0","53","2","636","10"
"20221","11","서울시","CS200038","독서실","2428","2771","3","84","2","66","343"
"20221","11","서울시","CS200047","가정용품임대","694","696","0","1","1","6","2"
"20221","11","서울시","CS300009","청과상","7208","7234","1","70","2","141","26"
"20221","11","서울시","CS300011","일반의류","41365","41494","1","362","2","841","129"
"20221","11","서울시","CS300013","유아의류","6083","6096","0","15","1","38","13"
"20221","11","서울시","CS300018","의약품","8471","8991","2","142","2","134","520"
"20221","11","서울시","CS300022","화장품","16320","17491","1","219","3","488","1171"
"20221","11","서울시","CS300033","철물점","2998","3009","2","44","1","36","11"
"20221","11","서울시","CS100003","일식음식점","6256","6966","3","214","2","159","710"
"20221","11","서울시","CS100005","제과점","4028","5921","3","163","2","143","1893"
"20221","11","서울시","CS200003","예술학원","7466","7783","3","195","2","137","317"
"20221","11","서울시","CS200008","한의원","3746","3746","1","37","1","52","0"
"20221","11","서울시","CS200022","복권방","682","683","0","1","2","15","1"
"20221","11","서울시","CS300016","안경","1958","2477","1","26","1","32","519"
"20221","11","서울시","CS300019","의료기기","2519","2534","0","3","1","34","15"
"20221","11","서울시","CS300035","인테리어","5120","5131","1","62","2","88","11"
"20221","11","서울시","CS300038","자동차부품","3281","3307","0","4","1","46","26"
"20221","11","서울시","CS300043","전자상거래업","70739","70900","0","159","3","1865","161"
"20221","11","서울시","CS100001","한식음식점","56984","62833","2","1273","2","1470","5849"
"20221","11","서울시","CS100004","양식음식점","8189","8907","3","236","2","196","718"
"20221","11","서울시","CS200006","일반의원","9409","9447","2","145","1","113","38"
"20221","11","서울시","CS200023","통신기기수리","609","611","2","14","3","16","2"
"20221","11","서울시","CS200027","모터사이클수리","670","671","3","20","2","14","1"
"20221","11","서울시","CS200036","고시원","523","525","0","2","2","9","2"
"20221","11","서울시","CS200041","사진관","5166","5177","1","75","1","59","11"
"20221","11","서울시","CS200043","건축물청소","3712","3779","0","8","1","31","67"
"20221","11","서울시","CS300010","반찬가게","8975","9150","3","262","3","239","175"
"20221","11","서울시","CS300032","가전제품","4007","4016","1","26","1","32","9"
"20221","11","서울시","CS300037","중고차판매","755","760","0","2","2","18","5"
"20221","11","서울시","CS300041","예술품","1882","1885","2","45","1","23","3"
"20221","11","서울시","CS100010","커피-음료","15501","21349","5","1023","3","677","5848"
"20221","11","서울시","CS200013","기타법무서비스","1648","1648","1","12","2","28","0"
"20221","11","서울시","CS200016","당구장","3788","3838","2","88","3","97","50"
"20221","11","서울시","CS200018","볼링장","144","144","3","4","2","3","0"
"20221","11","서울시","CS200035","게스트하우스","975","991","0","3","3","32","16"
"20221","11","서울시","CS200044","여행사","5821","5829","0","9","1","70","8"
"20221","11","서울시","CS300005","주류도매","955","958","3","28","2","15","3"
"20221","11","서울시","CS300021","문구","3925","4315","1","45","2","81","390"
"20221","11","서울시","CS300023","미용재료","1792","1798","2","27","2","39","6"
"20221","11","서울시","CS300025","자전거 및 기타운송장비","824","824","1","9","1","10","0"
"20221","11","서울시","CS300040","재생용품 판매점","1200","1200","0","0","1","7","0"
"20221","11","서울시","CS300042","주유소","987","988","0","4","2","16","1"
"20221","11","서울시","CS200002","외국어학원","3572","3870","11","414","3","113","298"
"20221","11","서울시","CS200010","변호사사무소","3844","3845","1","30","2","89","1"
"20221","11","서울시","CS200019","PC방","1282","1364","1","12","5","62","82"
"20221","11","서울시","CS200024","스포츠클럽","2577","2712","1","20","2","48","135"
"20221","11","서울시","CS300004","핸드폰","5293","5340","0","21","2","128","47"
"20221","11","서울시","CS300006","미곡판매","3053","3058","1","15","2","45","5"
"20221","11","서울시","CS300008","수산물판매","5061","5066","1","27","2","86","5"
"20221","11","서울시","CS300031","가구","3437","3440","1","21","1","48","3"
"20221","11","서울시","CS100009","호프-간이주점","7994","9201","2","135","3","265","1207"
"20221","11","서울시","CS200009","동물병원","896","908","1","7","1","10","12"
"20221","11","서울시","CS200032","가전제품수리","2628","2628","2","41","1","28","0"
"20221","11","서울시","CS200042","통번역서비스","1332","1336","0","3","2","20","4"
"20221","11","서울시","CS200046","의류임대","537","539","0","0","1","3","2"
"20221","11","서울시","CS300001","슈퍼마켓","12080","12469","3","337","3","364","389"
"20221","11","서울시","CS300003","컴퓨터및주변장치판매","10122","10130","1","56","1","121","8"
"20221","11","서울시","CS300015","가방","3091","3099","1","29","2","51","8"
"20221","11","서울시","CS300017","시계및귀금속","5393","5460","1","45","1","60","67"
"20221","11","서울시","CS300027","섬유제품","3638","3651","2","71","1","50","13"
"20221","11","서울시","CS100008","분식전문점","11591","14173","4","602","3","419","2582"
"20221","11","서울시","CS200005","스포츠 강습","5153","5339","4","215","2","123","186"
"20221","11","서울시","CS200015","세무사사무소","5783","5784","0","14","1","65","1"
"20221","11","서울시","CS200020","전자게임장","314","318","0","0","2","7","4"
"20221","11","서울시","CS200025","자동차수리","3933","4288","1","35","1","55","355"
"20221","11","서울시","CS200034","여관","2528","2545","3","78","4","106","17"
"20221","11","서울시","CS200037","노래방","5810","5939","1","75","3","152","129"
"20221","11","서울시","CS200039","DVD방","180","182","9","16","8","15","2"
"20221","11","서울시","CS200040","녹음실","876","879","0","1","1","6","3"
"20221","11","서울시","CS300002","편의점","827","11377","3","281","2","275","10550"
"20221","11","서울시","CS300014","신발","4283","4327","0","18","1","52","44"
"20221","11","서울시","CS300020","서적","3878","3941","1","32","2","71","63"
"20221","11","서울시","CS300024","운동/경기용품","4044","4050","2","76","2","71","6"
"20221","11","서울시","CS300036","조명용품","9234","9243","0","18","1","68","9"
"20222","11","서울시","CS100002","중식음식점","5409","5771","5","271","3","181","362"
"20222","11","서울시","CS100007","치킨전문점","2293","6011","3","204","4","225","3718"
"20222","11","서울시","CS200004","컴퓨터학원","358","360","1","2","3","9","2"
"20222","11","서울시","CS200007","치과의원","4996","4998","1","53","1","59","2"
"20222","11","서울시","CS200011","변리사사무소","770","773","0","1","1","6","3"
"20222","11","서울시","CS200012","법무사사무소","2414","2414","2","50","1","24","0"
"20222","11","서울시","CS200014","회계사사무소","962","962","1","6","1","8","0"
"20222","11","서울시","CS200031","세탁소","4329","5313","2","96","1","69","984"
"20222","11","서울시","CS200045","비디오/서적임대","198","247","0","0","3","7","49"
"20222","11","서울시","CS300007","육류판매","6678","6702","2","125","2","127","24"
"20222","11","서울시","CS300012","한복점","521","521","1","5","2","9","0"
"20222","11","서울시","CS300028","화초","5177","5183","4","186","1","62","6"
"20222","11","서울시","CS300029","애완동물","2050","2103","8","158","2","36","53"
"20222","11","서울시","CS300030","중고가구","141","144","0","0","3","4","3"
"20222","11","서울시","CS300034","악기","823","823","1","5","1","4","0"
"20222","11","서울시","CS300039","모터사이클및부품","652","654","0","0","1","6","2"
"20222","11","서울시","CS100006","패스트푸드점","3601","6342","3","178","3","174","2741"
"20222","11","서울시","CS200001","일반교습학원","14767","16069","1","104","2","302","1302"
"20222","11","서울시","CS200017","골프연습장","1596","1684","4","65","2","28","88"
"20222","11","서울시","CS200021","기타오락장","1170","1203","7","84","4","48","33"
"20222","11","서울시","CS200026","자동차미용","1532","1567","2","29","2","30","35"
"20222","11","서울시","CS200028","미용실","17650","18876","3","507","1","266","1226"
"20222","11","서울시","CS200029","네일숍","3955","4023","0","9","2","86","68"
"20222","11","서울시","CS200030","피부관리실","6256","6440","9","557","2","115","184"
"20222","11","서울시","CS200033","부동산중개업","35322","35331","0","37","2","608","9"
"20222","11","서울시","CS200038","독서실","2440","2778","4","103","4","96","338"
"20222","11","서울시","CS200047","가정용품임대","684","686","0","0","2","10","2"
"20222","11","서울시","CS300009","청과상","7179","7205","1","80","2","109","26"
"20222","11","서울시","CS300011","일반의류","41335","41464","1","435","1","465","129"
"20222","11","서울시","CS300013","유아의류","6040","6054","0","15","1","57","14"
"20222","11","서울시","CS300018","의약품","8554","9078","2","189","1","102","524"
"20222","11","서울시","CS300022","화장품","16337","17497","2","292","2","286","1160"
"20222","11","서울시","CS300033","철물점","3019","3030","2","48","1","27","11"
"20222","11","서울시","CS100003","일식음식점","6373","7072","4","296","3","190","699"
"20222","11","서울시","CS100005","제과점","4105","5996","4","236","3","161","1891"
"20222","11","서울시","CS200003","예술학원","7535","7859","2","173","1","97","324"
"20222","11","서울시","CS200008","한의원","3748","3748","1","50","1","48","0"
"20222","11","서울시","CS200022","복권방","676","677","0","1","1","7","1"
"20222","11","서울시","CS300016","안경","1958","2479","1","32","1","30","521"
"20222","11","서울시","CS300019","의료기기","2498","2512","0","2","1","24","14"
"20222","11","서울시","CS300035","인테리어","5194","5205","2","115","1","41","11"
"20222","11","서울시","CS300038","자동차부품","3265","3290","1","17","1","34","25"
"20222","11","서울시","CS300043","전자상거래업","68577","68734","0","105","3","2271","157"
"20222","11","서울시","CS100001","한식음식점","57194","63009","3","1788","3","1612","5815"
"20222","11","서울시","CS100004","양식음식점","8309","9018","4","331","2","220","709"
"20222","11","서울시","CS200006","일반의원","9504","9542","2","194","1","99","38"
"20222","11","서울시","CS200023","통신기기수리","608","610","1","7","1","8","2"
"20222","11","서울시","CS200027","모터사이클수리","683","684","3","23","2","10","1"
"20222","11","서울시","CS200036","고시원","499","501","0","0","5","24","2"
"20222","11","서울시","CS200041","사진관","5208","5219","2","104","1","62","11"
"20222","11","서울시","CS200043","건축물청소","3659","3724","0","9","2","64","65"
"20222","11","서울시","CS300010","반찬가게","9170","9342","4","334","2","142","172"
"20222","11","서울시","CS300032","가전제품","4016","4025","1","36","1","27","9"
"20222","11","서울시","CS300037","중고차판매","762","767","1","9","0","2","5"
"20222","11","서울시","CS300041","예술품","1925","1928","4","69","1","26","3"
"20222","11","서울시","CS100010","커피-음료","16250","22205","7","1484","3","628","5955"
"20222","11","서울시","CS200013","기타법무서비스","1635","1635","1","12","2","25","0"
"20222","11","서울시","CS200016","당구장","3812","3862","3","111","2","87","50"
"20222","11","서울시","CS200018","볼링장","139","139","0","0","4","5","0"
"20222","11","서울시","CS200035","게스트하우스","949","964","0","3","3","30","15"
"20222","11","서울시","CS200044","여행사","5799","5807","0","23","1","45","8"
"20222","11","서울시","CS300005","주류도매","993","996","5","49","1","11","3"
"20222","11","서울시","CS300021","문구","3945","4334","1","59","1","40","389"
"20222","11","서울시","CS300023","미용재료","1803","1809","2","34","1","23","6"
"20222","11","서울시","CS300025","자전거 및 기타운송장비","831","831","2","13","1","6","0"
"20222","11","서울시","CS300040","재생용품 판매점","1194","1194","0","0","1","6","0"
"20222","11","서울시","CS300042","주유소","978","979","0","3","1","12","1"
"20222","11","서울시","CS200002","외국어학원","3867","4185","9","378","2","63","318"
"20222","11","서울시","CS200010","변호사사무소","3819","3820","1","37","2","62","1"
"20222","11","서울시","CS200019","PC방","1238","1317","1","9","4","56","79"
"20222","11","서울시","CS200024","스포츠클럽","2543","2678","0","6","2","40","135"
"20222","11","서울시","CS300004","핸드폰","5245","5292","1","30","2","78","47"
"20222","11","서울시","CS300006","미곡판매","3045","3050","1","22","1","30","5"
"20222","11","서울시","CS300008","수산물판매","5023","5026","0","15","1","55","3"
"20222","11","서울시","CS300026","완구","1003","1016","2","19","1","12","13"
"20222","11","서울시","CS300031","가구","3441","3444","1","28","1","24","3"
"20222","11","서울시","CS100009","호프-간이주점","7968","9159","3","253","3","295","1191"
"20222","11","서울시","CS200009","동물병원","898","910","2","14","1","12","12"
"20222","11","서울시","CS200032","가전제품수리","2640","2640","2","44","1","32","0"
"20222","11","서울시","CS200042","통번역서비스","1315","1319","0","0","1","17","4"
"20222","11","서울시","CS200046","의류임대","530","532","0","0","1","7","2"
"20222","11","서울시","CS300001","슈퍼마켓","12346","12739","4","521","2","251","393"
"20222","11","서울시","CS300003","컴퓨터및주변장치판매","10091","10099","1","55","1","86","8"
"20222","11","서울시","CS300015","가방","3104","3112","2","49","1","36","8"
"20222","11","서울시","CS300017","시계및귀금속","5395","5460","1","46","1","46","65"
"20222","11","서울시","CS300027","섬유제품","3702","3715","2","87","1","23","13"
"20222","11","서울시","CS100008","분식전문점","12001","14582","6","800","3","391","2581"
"20222","11","서울시","CS200005","스포츠 강습","5355","5545","5","284","1","78","190"
"20222","11","서울시","CS200015","세무사사무소","5762","5763","0","9","1","30","1"
"20222","11","서울시","CS200020","전자게임장","295","298","0","0","7","20","3"
"20222","11","서울시","CS200025","자동차수리","3946","4302","1","54","1","40","356"
"20222","11","서울시","CS200034","여관","2602","2618","5","128","2","55","16"
"20222","11","서울시","CS200037","노래방","5840","5969","3","170","2","140","129"
"20222","11","서울시","CS200039","DVD방","194","196","12","24","5","10","2"
"20222","11","서울시","CS200040","녹음실","871","874","0","3","1","8","3"
"20222","11","서울시","CS300002","편의점","828","11408","3","350","3","319","10580"
"20222","11","서울시","CS300014","신발","4257","4299","0","19","1","47","42"
"20222","11","서울시","CS300020","서적","3798","3858","1","24","3","107","60"
"20222","11","서울시","CS300024","운동/경기용품","4087","4093","2","79","1","36","6"
"20222","11","서울시","CS300036","조명용품","9203","9212","0","22","1","53","9"
"20223","11","서울시","CS100002","중식음식점","5394","5744","5","277","5","304","350"
"20223","11","서울시","CS100007","치킨전문점","2246","5845","3","195","6","361","3599"
"20223","11","서울시","CS200004","컴퓨터학원","354","356","1","3","2","7","2"
"20223","11","서울시","CS200007","치과의원","5006","5008","1","57","1","47","2"
"20223","11","서울시","CS200011","변리사사무소","766","769","0","0","1","4","3"
"20223","11","서울시","CS200012","법무사사무소","2428","2428","2","37","1","23","0"
"20223","11","서울시","CS200014","회계사사무소","972","972","1","14","0","4","0"
"20223","11","서울시","CS200031","세탁소","4324","5295","2","107","2","125","971"
"20223","11","서울시","CS200045","비디오/서적임대","192","242","1","2","3","7","50"
"20223","11","서울시","CS300007","육류판매","6582","6607","2","98","3","193","25"
"20223","11","서울시","CS300012","한복점","525","525","2","9","1","5","0"
"20223","11","서울시","CS300028","화초","5195","5201","2","122","2","104","6"
"20223","11","서울시","CS300029","애완동물","2138","2191","7","160","3","72","53"
"20223","11","서울시","CS300030","중고가구","141","144","1","1","1","1","3"
"20223","11","서울시","CS300034","악기","822","822","1","9","1","10","0"
"20223","11","서울시","CS300039","모터사이클및부품","644","645","0","0","1","9","1"
"20223","11","서울시","CS100006","패스트푸드점","3518","6223","3","183","5","302","2705"
"20223","11","서울시","CS200001","일반교습학원","14437","15722","1","101","3","448","1285"
"20223","11","서울시","CS200017","골프연습장","1634","1726","4","72","2","30","92"
"20223","11","서울시","CS200021","기타오락장","1208","1238","8","96","5","61","30"
"20223","11","서울시","CS200026","자동차미용","1536","1571","2","35","2","31","35"
"20223","11","서울시","CS200028","미용실","17668","18884","2","400","2","392","1216"
"20223","11","서울시","CS200029","네일숍","3874","3941","0","3","2","85","67"
"20223","11","서울시","CS200030","피부관리실","6607","6791","8","522","3","171","184"
"20223","11","서울시","CS200033","부동산중개업","34524","34533","0","19","2","817","9"
"20223","11","서울시","CS200038","독서실","2365","2691","3","88","7","175","326"
"20223","11","서울시","CS200047","가정용품임대","675","677","0","3","2","12","2"
"20223","11","서울시","CS300009","청과상","7139","7164","2","108","2","149","25"
"20223","11","서울시","CS300011","일반의류","40690","40815","1","463","3","1112","125"
"20223","11","서울시","CS300013","유아의류","5880","5894","0","6","3","166","14"
"20223","11","서울시","CS300018","의약품","8597","9126","2","207","2","159","529"
"20223","11","서울시","CS300022","화장품","16310","17444","2","420","3","473","1134"
"20223","11","서울시","CS300033","철물점","3034","3044","2","45","1","31","10"
"20223","11","서울시","CS100003","일식음식점","6396","7084","5","326","4","314","688"
"20223","11","서울시","CS100005","제과점","4133","5991","4","218","4","223","1858"
"20223","11","서울시","CS200003","예술학원","7545","7869","3","206","3","196","324"
"20223","11","서울시","CS200008","한의원","3764","3764","2","63","1","47","0"
"20223","11","서울시","CS200022","복권방","667","668","0","1","2","10","1"
"20223","11","서울시","CS300016","안경","1954","2474","1","30","1","35","520"
"20223","11","서울시","CS300019","의료기기","2458","2472","0","2","2","42","14"
"20223","11","서울시","CS300035","인테리어","5182","5193","2","84","2","96","11"
"20223","11","서울시","CS300038","자동차부품","3230","3254","0","10","1","46","24"
"20223","11","서울시","CS300043","전자상거래업","66219","66373","0","69","4","2430","154"
"20223","11","서울시","CS100001","한식음식점","55961","61624","3","1656","5","3041","5663"
"20223","11","서울시","CS100004","양식음식점","8309","9012","4","364","4","370","703"
"20223","11","서울시","CS200006","일반의원","9569","9608","2","164","1","98","39"
"20223","11","서울시","CS200023","통신기기수리","604","606","3","17","4","21","2"
"20223","11","서울시","CS200027","모터사이클수리","693","694","3","18","1","8","1"
"20223","11","서울시","CS200036","고시원","466","468","0","0","7","33","2"
"20223","11","서울시","CS200041","사진관","5212","5223","2","107","2","103","11"
"20223","11","서울시","CS200043","건축물청소","3600","3663","0","1","2","62","63"
"20223","11","서울시","CS300010","반찬가게","9250","9419","3","323","3","246","169"
"20223","11","서울시","CS300032","가전제품","3992","4001","1","30","1","54","9"
"20223","11","서울시","CS300037","중고차판매","751","756","1","4","2","15","5"
"20223","11","서울시","CS300041","예술품","1977","1980","4","77","1","25","3"
"20223","11","서울시","CS100010","커피-음료","16640","22617","6","1413","4","1001","5977"
