기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20231,A,골목상권,3110001,이북5도청사,CS100001,한식음식점,405545335,9975,231456447,174088888,31045043,39785000,49968037,50319289,60339078,77721284,96367604,0,4013369,153052856,92444649,140785012,15249449,220086444,130193476,531611,9765331,31982309,54621812,108121933,145256929,6383,3592,868,1117,1397,1447,1554,1746,1846,0,157,4447,2070,3090,211,5754,3067,38,290,922,1463,2578,3531
20231,A,골목상권,3110001,이북5도청사,CS100008,분식전문점,117335358,10989,69547384,47787974,13833680,11482837,15349002,14261976,14619889,29017349,18770625,759505,42375989,43783743,17632199,12783922,0,57165267,46277608,653235,4811627,12382120,27309838,33780677,24505378,6887,4102,1309,1270,1550,1415,1343,2399,1703,34,4354,4423,1255,923,0,5672,4534,74,632,1369,2286,3454,2390
20231,A,골목상권,3110001,이북5도청사,CS100009,호프-간이주점,19577767,370,13115990,6461777,3249359,690924,3785442,2326848,3063417,4003127,2458650,1430835,0,0,0,8232938,9913994,10854661,4326388,0,1045244,455500,2983696,5270225,5426384,231,139,61,18,44,49,59,84,55,14,0,0,0,199,157,219,109,0,18,23,59,124,105
20231,A,골목상권,3110002,독립문역 1번,CS100001,한식음식점,452192952,18282,364090632,88102320,71085782,75089380,66002742,81986813,69925915,57512504,30589816,3947078,9384606,229573635,70815367,123567105,14905161,235319904,180448069,0,20222807,54943087,90368596,98742654,151490829,15237,3045,3236,2990,2888,3339,2784,1944,1101,110,466,9980,3045,4190,491,9732,7751,0,1027,2220,3501,4256,6477
20231,A,골목상권,3110003,세검정초등학교,CS100001,한식음식점,285066068,7978,220416886,64649182,40084724,40867567,44894326,34833756,59736513,48932055,15717127,15134651,361754,100001047,30823563,98009460,40735593,161994013,77842159,2118596,21005425,34956464,34922479,62803057,84030155,6638,1340,1246,1293,1413,1236,1450,1013,327,264,25,3965,974,2104,646,4772,2216,61,553,893,1076,1531,2874
20231,A,골목상권,3110003,세검정초등학교,CS100008,분식전문점,36292450,3047,31379637,4912813,8417222,4446901,3946609,6055657,8513248,4912813,0,0,270300,20388644,8648398,6985108,0,17199583,13747338,297567,3350292,3521007,11120217,9439143,3218698,2631,416,663,438,344,533,653,416,0,0,12,1697,663,675,0,1601,1185,36,260,355,949,866,320
20231,A,골목상권,3110003,세검정초등학교,CS100009,호프-간이주점,242864443,2693,198588637,44275806,11533883,13240440,34016948,59896698,79900668,21789167,22486639,89635383,0,1666932,3612962,48156533,99792633,180433392,53973656,1163288,22222791,47390767,44121620,96698998,22809586,1846,847,207,260,381,525,473,447,400,461,0,80,60,764,1328,1487,1049,23,416,513,402,807,378
20231,A,골목상권,3110003,세검정초등학교,CS100010,커피-음료,24570828,2542,13374965,11195863,3846600,1599636,3172258,3732852,1023619,4915471,6280392,0,382239,9385407,10341015,4462167,0,8544512,14853057,375472,5713344,4574453,5136324,6409794,1188182,1545,997,478,159,353,426,129,508,489,0,64,918,1063,497,0,976,1514,62,616,452,495,718,146
20231,A,골목상권,3110004,대신고등학교,CS100001,한식음식점,378624876,7044,243138286,135486590,34424123,24669011,56817942,57868602,69358608,67164757,68321833,0,9802857,115325209,57124177,170958964,25413669,189597158,111101164,0,15396368,38894321,53669824,91277019,101460791,4738,2306,981,519,1045,1051,1142,1139,1167,0,690,2018,1030,3018,288,2957,1945,0,304,729,731,1388,1751
20231,A,골목상권,3110005,세검정,CS100001,한식음식점,270013261,8435,180506280,89506981,12041749,33989539,43145692,41259552,50069748,53416467,36090514,1559181,5527688,95567978,51505678,100812368,15040368,123336509,106847264,631512,18623512,25834235,42953383,58088408,84052723,6466,1969,648,1419,1422,1421,1556,1267,702,26,322,3325,1515,2930,317,4355,3168,86,744,1308,1525,1991,1868
20231,A,골목상권,3110006,부암동주민센터,CS100010,커피-음료,78430495,4507,53055651,25374844,2829177,7513587,7106461,28635129,6971297,11726014,13648830,0,76302,9789573,40860378,20548185,7156057,22539976,52515236,309789,11107667,37764437,8235938,10917592,6719789,2436,2071,137,501,648,545,605,975,1096,0,5,802,1510,1591,599,1791,2585,38,1176,1300,633,780,449
20231,A,골목상권,3110007,사직공원(한국사회과학도서관),CS100001,한식음식점,39000000,661,29743857,9256143,864978,8554444,3504899,5483398,11336138,7646553,1609590,1389065,418680,8575247,764557,9656588,18195863,16145346,11761757,0,5020364,10586952,5277876,4397590,2624322,513,148,65,128,87,90,143,123,25,15,13,277,19,147,190,387,191,0,81,311,66,34,85
20231,A,골목상권,3110008,배화여자대학교(박노수미술관),CS100001,한식음식점,1158613397,31936,794686832,363926565,165748013,119658195,169370000,169353634,170556990,203993127,159933438,11699091,9841550,363038397,151573968,482161297,140299094,549056068,411012683,1606271,86578808,222245702,195725387,236485959,217426613,23305,8631,5479,3371,4824,4741,4890,4539,4092,310,509,14056,5609,9883,1569,14764,14387,161,3932,7254,6362,6831,4607
20231,A,골목상권,3110008,배화여자대학교(박노수미술관),CS100003,일식음식점,126694213,7560,92921862,33772351,1087590,26138874,26022046,19052811,20620541,18761177,15011174,0,0,77852548,20936649,27905016,0,56614021,55276867,1631808,22819194,29255977,30815710,20045425,7322774,5680,1880,76,1606,1430,1122,1446,928,952,0,0,4643,1347,1570,0,3366,3650,146,1792,2034,1582,1090,369
20231,A,골목상권,3110008,배화여자대학교(박노수미술관),CS100004,양식음식점,565163893,10273,350996728,214167165,16710404,62013875,78081279,69290538,124900632,134144390,80022775,44639692,4833765,105248343,78656371,194394783,137390939,247646274,259420372,872606,123403794,213346158,56676381,89867700,22900005,6105,4168,658,1083,1002,1252,2110,2600,1568,666,198,3010,1622,2676,2101,4282,5442,58,3001,4049,1092,1146,378
20231,A,골목상권,3110008,배화여자대학교(박노수미술관),CS100006,패스트푸드점,4631904,747,4258516,373388,574113,1035970,985552,768655,894226,373388,0,0,608360,2395862,1398418,229264,0,1211129,3420775,422336,1231976,349616,406354,1182762,1038860,675,72,105,147,152,142,129,72,0,0,77,431,205,34,0,167,580,89,265,54,59,182,98
20231,A,골목상권,3110008,배화여자대학교(박노수미술관),CS100008,분식전문점,237075468,17163,155808497,81266971,25962985,28900284,30566888,32723359,37654981,51009522,30257449,2036163,5297305,87914677,66051062,54413946,21362315,81085694,149320105,5338956,61979484,66773501,44264302,39779906,12269650,12751,4412,2258,2421,2443,2825,2804,2745,1667,30,887,6900,5494,3437,415,5331,11499,897,4666,4458,3192,2781,837
20231,A,골목상권,3110008,배화여자대학교(박노수미술관),CS100010,커피-음료,1848531280,136642,1115277948,733253332,172264371,247199183,254940168,192672079,248202147,399020071,334233261,0,92728042,556677148,758277928,431261631,9586531,535711279,1287508645,12462612,727002130,618272716,209088850,182415945,73977669,90000,46642,14974,19256,19557,16128,20085,25497,21145,0,12597,42665,51676,28829,875,40061,95691,1274,52398,46951,17352,13381,4394
20231,A,골목상권,3110009,자하문터널,CS100001,한식음식점,320365998,4487,184252642,136113356,12279812,37377410,42754938,46894216,44946266,73777546,62335810,0,338800,102882479,68388871,132362154,16393694,124483724,114715103,688893,13866032,40603016,67042507,87850047,29148334,2707,1780,322,538,679,613,555,866,914,0,6,1752,1048,1522,159,1588,2035,17,418,717,844,1205,425
20231,A,골목상권,3110009,자하문터널,CS100004,양식음식점,299948216,3511,162011401,137936815,18755345,30353108,29095222,34256037,49551689,72077748,65859067,583694,0,59699717,77302595,146455583,15906627,122140844,144703670,599250,38832991,74702656,61745786,51550526,39413305,1943,1568,150,386,428,381,598,838,730,15,0,876,884,1443,293,1489,1807,25,528,845,681,703,514
20231,A,골목상권,3110009,자하문터널,CS100006,패스트푸드점,140090106,9977,86277771,53812335,0,11807139,36916204,12966019,24588409,27863503,25948832,37386473,0,26503080,38679717,15300574,22220262,54769672,75495147,1360424,14175284,42828170,46959829,18491692,6449419,4903,5074,0,873,1814,973,1243,2756,2318,404,0,2822,4602,1847,302,4502,5173,202,1848,2955,2485,1578,605
20231,A,골목상권,3110010,평창동서측,CS100001,한식음식점,44985588,1772,38785990,6199598,5352448,9501556,4091350,12235540,7605096,6199598,0,0,1983101,12456954,8673661,20668534,1203338,20017334,17209132,0,1790566,1546367,8717251,13849721,11322558,1569,203,299,279,202,386,403,203,0,0,106,560,424,663,19,854,812,0,38,80,460,581,508
20231,A,골목상권,3110010,평창동서측,CS100004,양식음식점,18344995,1612,13699823,4645172,2497507,1083874,3681259,3387963,3049220,2857389,1787783,0,133701,8989650,4430089,4654684,136871,7633747,10228234,896401,725698,3673696,4609200,3976996,3979991,1137,475,265,37,290,238,307,264,211,0,21,661,513,412,5,626,976,47,102,401,333,355,362
20231,A,골목상권,3110010,평창동서측,CS100008,분식전문점,44565358,4160,39499264,5066094,6785963,8619677,7306396,7826017,8961211,5066094,0,0,1461008,23270960,11509167,8324223,0,13297715,28609909,1483448,2393827,7837317,12458357,9949349,7785326,3712,448,719,772,637,760,824,448,0,0,123,2100,1192,745,0,1217,2768,197,304,750,1108,978,648
20231,A,골목상권,3110010,평창동서측,CS100010,커피-음료,776155746,40043,590604860,185550886,13411929,64988888,110852748,196796062,204555233,185002341,548545,0,63993278,309725053,222226616,175150470,5060329,246184325,470797112,38000467,61135359,205838828,218809179,170967813,22229793,31678,8365,1508,6445,6720,8228,8777,8228,137,0,1645,12206,16045,9736,411,9188,30033,7268,5349,7406,11520,5623,2058
20231,A,골목상권,3110012,성곡미술관,CS100001,한식음식점,1197915499,20971,928657300,269258199,125010058,158454742,203311978,277013359,164867163,165360059,103898140,0,8416081,345933108,139392634,414757265,289416411,381880309,343265631,495032,110572825,184479984,163492096,142500323,123605677,16164,4807,2958,3163,3217,3349,3477,2546,2261,0,422,11479,2199,6349,522,7999,10382,47,3978,5169,3495,3459,2236
20231,A,골목상권,3110012,성곡미술관,CS100003,일식음식점,209005453,7570,157503900,51501553,25566365,30961788,34179550,31744913,35051284,24904789,26596764,0,0,110979293,26168085,70210908,1647167,66118571,108218131,3745081,67643522,55619470,29016354,13004961,5307315,5898,1672,1017,1110,1263,1197,1311,828,844,0,0,4174,962,2400,34,2360,4226,167,2561,2113,1024,562,160
20231,A,골목상권,3110012,성곡미술관,CS100004,양식음식점,2160176781,22582,1983220550,176956231,278518385,389824871,423905194,421168975,469803125,151995564,24960667,857032,182709,975198553,112299166,700968547,370670774,598872350,524063369,613715,118716935,356035544,249057661,246491765,152020094,20042,2540,2754,4375,4145,4273,4495,2052,488,7,11,13725,1939,5440,1460,7097,7764,21,2134,5115,3851,2564,1181
20231,A,골목상권,3110012,성곡미술관,CS100010,커피-음료,417103234,33699,291415790,125687444,43988014,58333339,65630617,58438462,65025358,68843551,56843893,0,37529524,237094363,90834462,51525955,118930,138528683,224641824,487129,59433027,122497487,74065302,65388090,41299469,24218,9481,3907,4961,5287,4766,5297,5045,4436,0,3661,17393,8144,4486,15,12138,18140,57,5424,10075,6608,5343,2770
20231,A,골목상권,3110014,경복고등학교,CS100001,한식음식점,366698902,8909,242488709,124210193,29929344,45498317,52039125,54092220,60929703,50695529,73514664,0,9751530,217307471,50660598,82069242,6910061,176470098,116394547,821914,8101264,45460292,57314510,93953557,87213111,6780,2129,1105,1385,1447,1568,1275,1024,1105,0,425,5245,1238,1935,66,4729,2764,64,304,1148,1572,2261,2142
20231,A,골목상권,3110014,경복고등학교,CS100010,커피-음료,21682188,2223,14266475,7415713,1776561,3264363,3793447,2712880,2719224,4232925,3182788,0,2967839,9502523,8302827,908999,0,6533908,11404686,0,2591032,5323205,4930342,2082148,3011865,1465,758,150,342,367,300,306,437,321,0,368,985,792,78,0,684,1280,0,342,627,564,218,212
20231,A,골목상권,3110015,청와대사랑채,CS100010,커피-음료,243648710,22388,161910247,81738463,35069840,30561955,29389827,31567510,35321115,42034394,39704069,0,8287732,89305673,93279033,52776272,0,60382049,172696895,596970,94659222,85782314,29121112,16615330,6303999,15040,7348,3214,2959,2663,2942,3262,3692,3656,0,1354,8490,7960,4584,0,5728,16070,75,8598,8216,2821,1571,518
20231,A,골목상권,3110016,평창동동측,CS100001,한식음식점,130263058,2757,90293302,39969756,19441960,16476723,18049507,15214966,21110146,19606847,20362909,0,0,66839421,28419838,35003799,0,57013387,41866802,0,3554203,13344943,21115661,30297581,30567800,1963,794,413,353,364,342,491,392,402,0,0,1411,607,739,0,1202,999,0,95,315,435,607,750
20231,A,골목상권,3110016,평창동동측,CS100010,커피-음료,73186074,3681,42677869,30508205,9559853,9722963,7298845,7205453,8890755,13275598,17232607,0,620527,27413217,29076848,15463603,611879,27576636,35773899,234583,5146433,11416562,14608541,14734983,17209429,2195,1486,482,500,409,360,444,654,832,0,43,1191,1612,801,34,1438,1794,17,315,646,698,753,806
20231,A,골목상권,3110018,중앙고등학교,CS100001,한식음식점,661987881,18078,477812419,184175462,80329342,90332461,95542514,106398188,105209914,96431889,87743573,0,827868,273431022,99336029,265769231,22623731,253573003,255611482,1419443,104093180,148039730,90525579,110491611,54614945,12730,5348,2147,2381,2677,2622,2903,2910,2438,0,18,8202,3647,5984,227,6802,8195,55,3675,4431,2629,2849,1354
20231,A,골목상권,3110018,중앙고등학교,CS100008,분식전문점,78504673,3063,48933714,29570959,9925232,7825972,9991038,10391733,10799739,13792517,15778442,0,0,17153087,35079776,26271810,0,24395684,54108989,0,29999041,33205905,9501903,4334321,1463503,1844,1219,424,307,366,381,366,548,671,0,0,731,1484,848,0,849,2214,0,1277,1173,382,180,51
20231,A,골목상권,3110018,중앙고등학교,CS100010,커피-음료,411594620,30199,238012933,173581687,30568913,47295911,53971402,49021233,57155474,104972815,68608872,0,16110974,151276564,178178626,65845611,182845,128618172,243795508,867311,101793150,111606633,65675815,63533901,28936868,18938,11261,2518,3889,4344,3945,4242,6657,4604,0,1951,11346,12907,3981,14,10231,17668,86,6754,7866,5489,5348,2355
20231,A,골목상권,3110019,창덕궁,CS100001,한식음식점,6000000,82,4689108,1310892,586438,860862,1145736,984721,1111351,888142,422750,0,0,732840,630087,3795171,841902,2915210,1373344,0,487053,1503241,676032,1068405,553821,62,20,9,12,12,14,15,13,7,0,0,23,11,40,8,42,21,0,8,24,10,14,9
20231,A,골목상권,3110019,창덕궁,CS100008,분식전문점,4768203,355,2103854,2664349,0,175030,554013,1023753,351058,2235002,429347,0,0,488190,2375125,1904888,0,1058787,3709416,0,1659941,2028326,874092,116475,89369,170,185,0,20,25,70,55,125,60,0,0,35,190,130,0,86,269,0,163,127,40,15,10
20231,A,골목상권,3110019,창덕궁,CS100010,커피-음료,515454797,70511,415197531,100257266,67244230,81940107,90507631,77710195,97795368,60912062,39345204,0,82277179,191377612,158821778,61618615,21359613,222751665,221534289,247860,84166808,144697675,84752133,94761722,35659755,62712,7799,11023,12036,12859,13150,13644,5325,2474,0,22568,22465,20489,4747,242,41683,25356,35,9966,20428,15382,18244,2984
20231,A,골목상권,3110020,서울국제고등학교,CS100001,한식음식점,628488725,31748,477529220,150959505,75178805,98695715,95056395,100951865,107646440,79317027,71642478,2407458,12206100,250766590,65020824,223967265,74120488,330711752,217437765,3699526,174199649,69680014,85095266,132305167,83169896,26765,4983,5104,5777,5188,5725,4971,3166,1817,115,364,16110,3368,10530,1261,18202,12561,364,12177,3620,2926,8232,3452
20231,A,골목상권,3110020,서울국제고등학교,CS100002,중식음식점,14736443,1016,10418460,4317983,2043386,1696053,1623149,2610995,2444877,1124280,3193703,0,259849,3764956,3224947,6660276,826415,8979214,5757229,352218,7746517,4881882,347058,939299,469469,734,282,140,141,140,152,161,84,198,0,26,287,224,411,68,695,321,26,508,359,25,62,36
20231,A,골목상권,3110020,서울국제고등학교,CS100003,일식음식점,15687296,1100,13425844,2261452,2632280,3656619,2817695,2452945,1866305,0,2261452,0,0,7869485,3954499,3863312,0,9568612,5760014,869321,6100447,2957516,1617059,3054783,729500,966,134,177,277,215,164,133,0,134,0,0,529,280,291,0,674,414,48,456,213,85,238,48
20231,A,골목상권,3110020,서울국제고등학교,CS100008,분식전문점,102991144,12147,95194280,7796864,21278056,21233444,17395899,19876672,15410209,2563260,5233604,0,2515354,47173302,13612173,39183801,506514,51796164,50343654,2328024,39049221,15178521,12346284,25095635,8142132,11105,1042,2566,2261,1962,2397,1919,379,663,0,342,5445,1745,4543,72,6129,6000,255,4892,1799,1020,3283,879
20231,A,골목상권,3110020,서울국제고등학교,CS100010,커피-음료,2338132,465,2014701,323431,404287,488515,454824,373966,293109,323431,0,0,67381,1701379,515467,53905,0,997244,1340888,53905,983766,407658,411027,333537,148239,392,73,89,116,61,73,53,73,0,0,13,331,101,20,0,195,270,13,217,59,69,80,27
20231,A,골목상권,3110021,성균관대학교,CS100001,한식음식점,692771827,28853,525388755,167383072,90195218,98057382,96574716,106194719,134366720,115686149,51696923,31744119,4515269,173844607,74474685,285603607,122589540,429872625,214107922,11827348,227074227,132556079,119062567,110975119,42485204,22968,5885,3061,4595,5196,4838,5278,3823,2062,421,492,10263,5024,10545,2108,17813,10344,696,9882,6559,4085,5120,1813
20231,A,골목상권,3110021,성균관대학교,CS100004,양식음식점,294977221,8691,151728770,143248451,19064883,36385164,35471097,24317046,36490580,78731910,64516541,113532,423163,124706751,61559768,101557928,6616079,125750813,155129576,1393043,92897471,84295178,48716491,34236756,19341449,4832,3859,500,1105,1067,966,1194,2086,1773,10,10,3915,2006,2648,102,3487,4957,75,3089,2566,1255,1096,361
20231,A,골목상권,3110021,성균관대학교,CS100006,패스트푸드점,142266880,9569,107600535,34666345,16678466,21662487,14527105,24886954,29845523,17479277,17187068,0,7064695,30163219,40031057,54853630,10154279,57216799,66987802,2156891,41980148,21536164,24149933,24945447,9436016,7204,2365,1302,1526,1181,1643,1552,1390,975,0,870,2274,2389,3638,398,4201,5086,240,3713,1781,1289,1759,504
20231,A,골목상권,3110021,성균관대학교,CS100007,치킨전문점,34557688,869,28566533,5991155,2304118,4708677,3177163,8736649,9639926,4503820,1487335,4908308,0,0,1346599,12050253,16252528,23579589,7551727,1700082,12760642,3156057,5510866,4200601,3803067,666,203,82,135,115,142,192,125,78,98,0,0,55,379,337,596,245,12,215,116,212,189,97
20231,A,골목상권,3110021,성균관대학교,CS100008,분식전문점,7683262,583,6033481,1649781,1137705,1609071,878454,1210553,1197698,1649781,0,0,0,3070305,1096996,3250282,265679,3544978,3846895,29996,1770252,1395808,2231603,1052351,911863,468,115,94,107,78,98,91,115,0,0,0,227,94,236,26,272,298,4,134,103,153,108,68
20231,A,골목상권,3110021,성균관대학교,CS100009,호프-간이주점,165263846,4807,108294656,56969190,7510506,18898633,22420397,34216360,25248760,32920204,24048986,22328162,0,35587364,16864714,46605392,43878214,83457142,71243414,5597047,64785765,41982942,17754390,20079524,4500887,3367,1440,244,776,694,856,797,879,561,411,0,1609,553,1570,664,2123,2518,112,1794,1217,690,633,195
20231,A,골목상권,3110021,성균관대학교,CS100010,커피-음료,275243857,25510,167219697,108024160,32329251,26444910,33201655,37398780,37845101,68745212,39278948,6448364,9015755,57215688,96468769,73204996,32890285,98198739,172773477,7691791,136695873,48312353,29521779,35310247,13440170,16268,9242,3258,2641,3331,3585,3453,5517,3725,291,1297,6098,9368,6503,1953,9723,15389,643,11716,4931,3241,3572,1009
20231,A,골목상권,3110022,경신고등학교,CS100001,한식음식점,275507906,9360,254404970,21102936,43391782,49158850,49930830,45629619,66293889,15159598,5943338,0,5383694,189196207,17710497,56384620,6832888,104849442,89033154,153919,12915213,21305641,37674294,63376832,58456699,8664,696,1707,1629,1762,1609,1957,544,152,0,422,5799,1121,1941,77,4662,3457,17,589,800,1491,2564,2658
20231,A,골목상권,3110022,경신고등학교,CS100010,커피-음료,61928409,5831,53956248,7972161,9716586,9214619,13206345,13161747,8656951,4877293,3094868,0,5695220,27657939,20503654,8071596,0,20069637,35478344,142939,4637107,12510478,16065718,9314652,12877086,4855,976,885,1015,968,1124,863,564,412,0,817,2588,1872,554,0,1928,3479,30,626,1371,1743,1068,567
20231,A,골목상권,3110023,서울대병원,CS100001,한식음식점,738968604,40127,668491466,70477138,131431170,139924484,125637923,139632354,131865535,43099627,27377511,259692,25040921,457554515,106326927,146203040,3583509,280357566,296631304,892739,75226216,124089784,135793857,141656613,99329660,37154,2973,7030,7426,7422,7925,7351,2403,570,16,2023,23455,5467,9123,43,17619,18888,94,6620,9341,8055,7207,5185
20231,A,골목상권,3110023,서울대병원,CS100008,분식전문점,102958219,9205,96723866,6234353,20480125,21210143,20916049,16460159,17657390,5949298,285055,0,6828098,51393243,16211957,28524921,0,36180372,47640955,114717,21342937,22726493,17311153,14417503,7908525,8649,556,1884,1690,1864,1668,1543,535,21,0,480,4415,1752,2558,0,3366,5081,21,2141,2266,1724,1375,918
20231,A,골목상권,3110023,서울대병원,CS100010,커피-음료,528860593,105374,442820522,86040071,86240872,84872732,82684671,99126780,89895467,45936604,40103467,2140780,120939609,223147791,98754601,65396707,18481105,213844888,247849420,1959167,107861963,169271832,92704620,68080023,21816705,87315,18059,16578,17290,17411,18405,17631,9301,8758,297,28360,39721,19284,13734,3978,47321,54868,426,26679,36276,18761,14694,5352
20231,A,골목상권,3110024,혜회동주민센터,CS100001,한식음식점,1205723121,40099,841469981,364253140,156395000,167879611,168805420,179658202,168731748,182870212,181382928,0,8495943,573757174,217054590,390761202,15654212,518201052,492429899,2255516,96107341,137000395,181296254,280053871,313917572,29101,10998,5546,5846,5814,5997,5898,5732,5266,0,353,18383,7846,13134,383,17640,18249,132,4216,5292,6288,10082,9880
20231,A,골목상권,3110024,혜회동주민센터,CS100008,분식전문점,518393,47,0,518393,0,0,0,0,0,0,518393,0,94253,94254,235633,94253,0,94253,329887,0,0,329886,47127,0,47127,0,47,0,0,0,0,0,0,47,0,6,14,20,7,0,13,27,0,0,27,7,0,7
20231,A,골목상권,3110024,혜회동주민센터,CS100010,커피-음료,117318758,8117,90517857,26800901,19123396,15055354,19095402,16000670,21243035,13240897,13560004,983668,15942505,40774944,33144783,19004907,7467951,28092781,48762404,210076,21543558,20283488,13108518,14883743,6825806,6067,2050,1188,1129,1185,1168,1397,1082,968,13,990,2927,2299,1616,272,2309,4093,17,1736,1621,1200,1342,483
20231,A,골목상권,3110025,충신시장옆,CS100001,한식음식점,525501455,18304,423782073,101719382,62195033,78193715,78299073,93167921,111926331,66236059,35483323,54948254,28690694,167964195,39992639,170720008,63185665,287573072,105462424,0,21124627,77637892,105010802,116093666,73168512,15764,2540,2714,3302,3027,3225,3496,1745,795,1275,1537,8481,1644,3858,1509,10272,3551,0,724,2700,3349,4374,2679
20231,A,골목상권,3110027,혜화역 1번,CS100001,한식음식점,182334657,9034,147822434,34512223,18106902,27989387,32973074,35350675,33402396,24542318,9969905,2240483,2814027,81127816,22397194,60690535,13064602,63989535,85770394,801762,41556258,48259076,27819080,23480551,7843199,7277,1757,786,1398,1545,1616,1932,1104,653,25,278,3686,1348,3442,255,3433,5101,71,2561,2801,1542,1194,368
20231,A,골목상권,3110027,혜화역 1번,CS100010,커피-음료,151416018,18674,90946346,60469672,12778027,16002274,16714874,21109231,24341940,32754188,27715484,132593,1436529,49891202,51621299,47947604,386791,43582166,97635297,1169269,55083166,45594018,17470789,18035492,3864728,11155,7519,1678,2011,2249,2381,2836,4105,3414,8,208,5678,6766,5956,58,5054,13002,230,7363,6222,1778,1987,474
20231,A,골목상권,3110028,이화달팽이길,CS100001,한식음식점,470273632,22878,388537159,81736473,78657264,77597842,69717772,78560996,84003285,46830965,34905508,22376368,17080094,204774167,34234501,120987778,70820724,219801942,156542652,571837,64078677,83992648,90021653,86378164,51301612,20082,2796,4058,4324,4068,3841,3791,1447,1349,472,2641,12273,2324,3756,1412,11560,9221,62,3396,4823,4418,4987,3094
20231,A,골목상권,3110028,이화달팽이길,CS100009,호프-간이주점,15547161,260,13932716,1614445,1117692,4488511,1957441,3394474,2974598,1111779,502666,1064469,0,0,0,7380318,7102374,9308190,2259040,0,100533,1963354,4080465,2477847,2945031,224,36,29,59,36,64,36,18,18,18,0,0,0,135,107,159,60,0,6,42,54,59,60
20231,A,골목상권,3110028,이화달팽이길,CS100010,커피-음료,116526060,11573,76032876,40493184,10182293,13230243,19070276,16403283,17146781,23086752,17406432,0,1769578,50196819,39797869,24641659,120135,38222038,73252211,447449,24096992,42793812,22650065,15746516,5739417,8144,3429,1280,1427,2000,1680,1757,1974,1455,0,371,5179,3710,2296,17,4359,6996,35,2252,4098,2680,1660,627
20231,A,골목상권,3110029,동대문역 1번,CS100001,한식음식점,424299173,10121,279490813,144808360,42573595,43632001,58552969,65973567,68758681,81384156,63424204,22788359,432153,58150103,47577225,171181401,124169932,245890578,159153740,2990423,67346751,90366634,72221546,97904707,74214260,6924,3197,1254,1251,1341,1496,1582,1917,1280,386,24,1827,1502,3765,2617,5715,4085,94,1800,2236,1640,2314,1715
20231,A,골목상권,3110029,동대문역 1번,CS100007,치킨전문점,249044650,11050,193227348,55817302,23573422,44944824,36765887,42251279,45691936,55483067,334235,5917932,0,353896,18874466,111339690,112558666,144999155,99464505,0,33344890,33895396,36077755,74967021,66178597,8613,2437,1299,1926,1613,1652,2123,2398,39,236,0,39,1141,5426,4208,6645,4326,0,1573,1416,2083,3146,2753
20231,A,골목상권,3110029,동대문역 1번,CS100008,분식전문점,42273837,4663,35689970,6583867,7227471,5841496,8193530,6624419,7803054,6583867,0,0,2613663,17549345,8215116,13801527,94186,23087053,19186784,81427,9441883,11593837,7459080,9895339,3802271,3963,700,725,680,948,785,825,700,0,0,288,1943,915,1504,13,2524,2139,14,1039,1271,754,1134,451
20231,A,골목상권,3110029,동대문역 1번,CS100010,커피-음료,184244,39,88945,95299,38119,50826,0,0,0,95299,0,0,0,0,146125,38119,0,50826,133418,0,38119,0,95299,50826,0,26,13,13,13,0,0,0,13,0,0,0,0,26,13,0,13,26,0,13,0,13,13,0
20231,A,골목상권,3110030,동대문역 3번,CS100001,한식음식점,1173676568,32174,703983758,469692810,158222228,62276718,146680318,132544118,204260376,293235911,176456899,9489371,20713940,112043880,170684972,614475187,246269218,683685771,469819107,3084471,113402578,184199331,196787957,397178350,258852191,20149,12025,4173,2263,4159,3907,5647,7138,4887,180,1011,4502,5015,15593,5873,18799,13049,74,3190,4916,5010,11239,7420
20231,A,골목상권,3110030,동대문역 3번,CS100004,양식음식점,16420724,251,12064671,4356053,11198022,866649,0,0,0,1664879,2691174,7913876,0,0,1208748,3694663,3603437,16420724,0,0,3991148,10605051,1824525,0,0,137,114,114,23,0,0,0,46,68,69,0,0,68,68,46,251,0,0,68,160,23,0,0
