기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20223,A,골목상권,3110325,장곡초등학교,1035431,477025,558406,168395,118270,149902,168170,161119,269578,274271,211998,111796,115457,174749,147162,148533,146840,146547,146510,146615,148869,151517
20223,A,골목상권,3110324,월곡역 4번,142907,65321,77586,16652,31988,22336,19268,21337,31326,23012,31420,20572,21925,29575,16404,20887,20981,21026,21039,20602,19711,18662
20223,A,골목상권,3110323,상월곡역 1번,1492820,654069,838752,218355,333828,212139,193677,213133,321689,423030,304780,163209,160064,241707,200032,212661,213630,212279,210985,208086,214726,220454
20223,A,골목상권,3110322,장위1동주민센터,760135,352965,407171,116037,103756,114433,112247,127578,186087,268644,161209,65341,63384,96097,105460,108888,106751,105807,105587,105637,111858,115607
20223,A,골목상권,3110321,동덕여대,33375,15191,18184,7758,5349,4951,4864,4973,5482,13124,7234,2643,2450,3302,4623,4730,4778,4776,4647,4497,4786,5163
20223,A,골목상권,3110320,KB국민은행 종암동지점,187633,88966,98667,33053,36111,22494,25634,28108,42232,44345,41351,25553,24678,30445,21259,26937,27276,27301,27409,26869,25623,26217
20223,A,골목상권,3110319,종암동주민센터,1143351,540067,603283,215109,151564,150196,180595,170355,275530,265870,225205,139623,149668,214411,148571,160074,158988,158584,158805,158008,172006,176886
20223,A,골목상권,3110318,KT월곡지사,1202140,562640,639500,232687,169737,180044,199504,172656,247514,252442,235618,166451,177472,227285,142872,174675,175149,173789,170577,169156,169362,169432
20223,A,골목상권,3110317,종암중학교,714022,342965,371057,116289,264007,86576,69440,67842,109864,180175,159260,92074,84443,110130,87939,104010,105781,105421,104098,100797,95280,98634
20223,A,골목상권,3110316,숭곡초등학교,2970034,1354409,1615625,604175,306067,385690,468145,468868,737089,659427,592154,392036,410270,555692,360455,423771,420162,421528,416952,417625,430689,439308
20223,A,골목상권,3110315,종암아이파크2차,1602448,717252,885197,283392,264240,193202,231268,247452,382895,450289,326438,174639,176206,257831,217044,229800,229155,228517,227582,227657,229548,230189
20223,A,골목상권,3110314,종암경찰서,756369,358484,397885,125247,102133,112869,120730,119602,175787,160030,142563,102003,115009,148767,87996,106765,107880,109484,108848,108911,109210,105273
20223,A,골목상권,3110313,안암역 3번,1424912,785934,638979,170792,714337,159452,115911,118440,145980,254105,251986,218266,220058,297618,182881,208464,223240,226109,222241,205522,174020,165316
20223,A,골목상권,3110312,안암역 2번,462148,233555,228594,60912,216487,54674,38118,39109,52848,88772,98497,76818,71763,77626,48670,69422,75049,75445,73665,67013,51252,50302
20223,A,골목상권,3110311,종암아이파크2차후문,77390,36685,40705,13311,8549,10191,11648,14737,18954,24708,16290,7321,7508,11162,10402,10796,10553,10537,10489,10440,11858,12716
20223,A,골목상권,3110310,길음역 10번,36242,16495,19746,6715,3401,4698,6897,5975,8554,7439,6930,5011,5698,7244,3919,4948,5036,5159,5113,5112,5601,5273
20223,A,골목상권,3110309,대광초등학교,360886,182168,178718,35985,81349,52881,51190,57025,82458,72565,80681,52705,50947,62501,41486,53429,53598,54197,53779,52592,46154,47138
20223,A,골목상권,3110308,길음역 8번,1061081,478345,582736,231464,110824,139147,187690,159991,231965,286138,211775,116362,125176,182604,139028,148103,147831,147722,147091,147432,160689,162213
20223,A,골목상권,3110307,길음역 7번,691708,316991,374716,147393,77538,90557,115109,103735,157375,117298,132326,97481,110800,153747,80055,96416,98695,99766,99074,99543,103689,94527
20223,A,골목상권,3110306,미아초등학교,168982,77620,91362,42813,17601,21374,28152,25235,33807,38560,35150,20600,22965,31424,20283,23800,23698,23422,23443,23181,25680,25757
20223,A,골목상권,3110305,보문역 5번,1969556,953894,1015661,252221,505860,301542,253589,260345,395998,522633,435133,239027,231320,293851,247593,288947,291415,291381,289598,281865,260080,266272
20223,A,골목상권,3110304,보문역 4번,1018304,480295,538010,131354,269165,158056,127994,132600,199137,229336,218939,134603,132398,178890,124138,146120,147986,148323,147886,144850,139775,143364
20223,A,골목상권,3110303,성신여대입구역 1번,1326326,521645,804682,226313,384584,184642,165060,148853,216873,398617,281567,147165,140693,190012,168271,188908,190906,194570,191105,189795,183687,187354
20223,A,골목상권,3110302,보문역 8번,269375,122550,146825,32464,47483,40935,40492,43761,64241,67224,58018,32541,32877,44904,33811,38378,37866,38048,38002,37481,39049,40552
20223,A,골목상권,3110301,성신여대입구역 7번,1615811,715871,899941,270033,347922,237482,241020,212903,306451,467370,346763,178119,173712,242411,207435,230753,229681,228805,229817,228653,231733,236370
20223,A,골목상권,3110300,삼선동주민센터,2806297,1220715,1585582,358080,870689,432177,341273,339943,464134,615603,562072,371557,384676,528003,344385,401040,407428,410136,407760,405303,390484,384148
20223,A,골목상권,3110299,정릉역 1번,1859953,863778,996175,331382,228187,238330,298226,295716,468111,453740,367897,214259,229495,349401,245159,261512,258419,259229,256689,258027,278896,287181
20223,A,골목상권,3110298,솔숲어린이공원,338006,150590,187417,58215,39976,46559,56594,51169,85493,89928,69703,36092,38375,59192,44716,46192,45343,45521,45073,44997,53326,57555
20223,A,골목상권,3110297,경동고등학교,2377364,1075340,1302024,349463,492087,401415,352393,338745,443262,656524,497293,264476,259469,382921,316680,337678,340555,340840,337150,337669,338790,344680
20223,A,골목상권,3110296,성신여대입구역 4번,965140,428946,536194,210979,178615,136577,153140,127348,158481,216427,189515,121860,127670,187174,122494,135553,135119,134379,134790,135774,145133,144391
20223,A,골목상권,3110295,정릉우체국,923533,419619,503913,162872,124855,136476,143126,135244,220959,237409,184209,107020,109552,160560,124781,132766,132861,132365,132100,133067,131163,129210
20223,A,골목상권,3110294,서경대학교,1512121,692366,819754,263411,261446,203428,240510,197594,345731,449659,311641,154234,153791,232880,209916,216117,212494,210599,210960,208437,222449,231065
20223,A,골목상권,3110293,삼선중학교,1430329,654258,776072,243531,256984,223341,204199,214555,287721,343620,303253,179925,183386,248958,171188,205197,207051,205990,208400,205520,201736,196439
20223,A,골목상권,3110292,정릉역 2번,314195,144270,169925,53215,41752,46459,46526,47962,78280,88991,66127,33386,34384,48812,42494,44908,45055,44979,44771,44850,45192,44440
20223,A,골목상권,3110291,한성대입구역 3번,2092902,951020,1141883,331737,422794,322858,314644,300321,400549,540731,424007,246318,250519,353288,278040,300525,302777,303109,301587,296725,292526,295654
20223,A,골목상권,3110290,북한산보국문역 1번,203724,97500,106223,24898,36439,25765,30857,29591,56173,50649,44709,23509,24713,33800,26343,29017,28712,28693,28722,28521,29868,30192
20223,A,골목상권,3110289,북한산보국문역 2번,1406217,692372,713845,184715,364789,165985,173658,193200,323870,394579,276998,147946,154498,234400,197797,199082,197983,196383,196871,197888,208070,209939
20223,A,골목상권,3110288,동구여중,312232,138652,173578,51211,49045,53486,46784,43484,68222,77121,66838,39857,36088,52184,40144,44670,44574,45043,44862,44385,44012,44684
20223,A,골목상권,3110287,정릉3동주민센터,225811,117922,107889,35483,69526,25185,24522,25325,45768,73285,51841,24363,19936,27800,28586,32688,32623,33128,32789,32292,30701,31590
20223,A,골목상권,3110286,한성대입구역 5번,679421,295087,384334,107692,118508,110420,102693,92612,147497,173305,142433,82982,80523,112969,87209,97158,98354,98940,98430,96936,94117,95485
20223,A,골목상권,3110285,홍대부중,133970,60746,73224,23216,15763,21119,22596,21344,29933,37759,29268,16372,14519,19252,16800,19181,19445,19538,19230,19075,18417,19084
20223,A,골목상권,3110284,정릉북한산국립공원입구,87579,39886,47692,14539,8697,9933,12803,13358,28246,23637,17810,9721,9640,15001,11769,12299,11943,11714,11891,12133,13511,14086
20223,A,골목상권,3110283,성북초등학교앞,149022,68605,80417,31401,17439,22795,24019,22938,30429,37509,29215,18914,18655,25078,19652,20939,21878,22423,21859,21415,19950,20560
20223,A,골목상권,3110282,국민대학교앞,39352,21413,17938,4488,11025,5799,3980,4180,9882,11669,8689,4436,4355,5379,4822,5578,5535,5488,5491,5347,5812,6101
20223,A,골목상권,3110281,길상사,74213,34356,39857,7713,7670,9881,13000,14725,21225,19891,16170,9639,8804,10911,8798,10377,10424,10493,10429,10452,10986,11053
20223,A,골목상권,3110280,북정마을,257437,110576,146862,32279,26443,39035,43568,42378,73733,83266,57158,28342,24100,32109,32464,36668,37589,37173,36860,36622,35708,36816
20223,A,골목상권,3110279,신내역 2번,4777,2448,2330,774,388,858,924,848,984,547,1136,738,877,1147,332,712,715,719,714,721,622,573
20223,A,골목상권,3110278,망우본동주민센터,781008,351217,429791,142366,72348,97280,119582,139715,209716,163123,164359,106067,111309,143016,93136,110043,109080,109322,109323,108522,113287,121430
20223,A,골목상권,3110277,러스크서울병원,969658,455102,514556,139152,103938,122260,132892,183234,288182,255526,193388,112941,110473,163889,133440,140262,139269,134234,133851,136811,139597,145634
20223,A,골목상권,3110276,신내IC북측,46991,24141,22850,8909,5749,7211,8039,6807,10276,11054,10067,5601,5991,8439,5839,6857,6951,7034,6914,6777,6260,6198
20223,A,골목상권,3110275,하나은행 망우동지점,564116,265381,298735,56254,65404,73977,83170,113760,171551,105351,109028,77010,80732,118442,73553,78006,77521,78869,79271,80085,84837,85527
20223,A,골목상권,3110274,서일대학교,1211142,584737,626404,160910,152116,158769,175887,207370,356090,356503,249084,130923,127239,184572,162820,175066,172273,169689,167984,167134,175232,183767
20223,A,골목상권,3110273,장스여성병원,837428,377882,459546,119040,92072,121282,119534,136099,249401,213535,170215,99193,99253,143535,111696,119450,118781,118414,118500,120502,121403,120377
20223,A,골목상권,3110272,신내1동주민센터,1280832,568763,712069,255649,140444,164925,187980,207433,324403,282458,239308,162323,175777,262876,158090,179554,176745,175859,175087,177215,193287,203085
20223,A,골목상권,3110271,신내역 1번,48782,25108,23674,7448,6276,7730,8829,8386,10112,5441,11043,7330,8060,11047,5862,7017,7184,7245,7228,7174,6683,6251
20223,A,골목상권,3110270,혜원여고,365850,170680,195170,52096,48281,47690,49577,66114,102093,116598,78480,36868,34883,49837,49185,53631,53438,53611,53057,52159,49658,50295
20223,A,골목상권,3110269,용마문화복지센터,457825,222655,235170,63773,70050,63169,69674,81366,109792,90450,93256,65128,73501,83988,51502,65973,67219,65697,66021,64306,62931,65677
20223,A,골목상권,3110268,망우3동주민센터,557985,242975,315011,81104,72768,81592,78434,96528,147560,174740,124758,60471,55101,73971,68944,81520,79680,79267,78143,77788,78455,83131
20223,A,골목상권,3110267,망우역 2번,1308319,610713,697605,231672,154970,204496,204307,205277,307597,371732,273376,145449,143767,206905,167089,185033,181138,178764,179152,179054,196202,208976
20223,A,골목상권,3110266,면목동우체국,1570695,715805,854890,202247,224700,235279,226662,299491,382316,509928,326243,154585,149422,219819,210701,225788,220802,219208,219404,217598,227500,240397
20223,A,골목상권,3110265,망우역 1번,518969,237161,281809,66900,67977,79317,74536,87801,142439,102657,100781,71224,77111,105106,62091,71728,71543,71595,71870,74156,80290,77787
20223,A,골목상권,3110264,면목역 2번,2948520,1378111,1570409,362794,446148,467118,405104,557592,709762,935075,621476,303356,274458,418222,395934,419329,417282,413682,413493,413384,428137,443211
20223,A,골목상권,3110263,면목역 1번,1357414,629389,728027,148367,201508,244398,187728,232114,343299,413065,276228,138496,137427,204675,187521,195460,192291,193410,192523,191814,194618,197298
20223,A,골목상권,3110262,상봉역 3번,1898644,896966,1001677,134524,367316,433963,272316,291800,398724,503142,369970,213206,218395,333816,260115,265141,259772,262017,262606,266938,291067,291104
20223,A,골목상권,3110261,사가정역 4번,1510786,710381,800406,194342,194941,219943,224399,249868,427294,424909,300901,161611,167916,248339,207110,216890,212270,211833,211338,210597,219587,228269
20223,A,골목상권,3110260,면목역 3번,1523215,716115,807101,163924,217530,253277,228635,262161,397689,405201,303583,165605,172799,261355,214673,219396,217297,217703,217352,216230,219426,215810
20223,A,골목상권,3110259,사가정역 1번,1597119,757274,839846,166737,252459,261684,258954,248388,408895,479166,317688,165123,164930,246551,223661,227452,225918,224046,223837,226445,234300,235122
20223,A,골목상권,3110258,면동초등학교,735947,347703,388245,88288,95331,117927,116950,132995,184459,198456,153938,85857,83088,122126,92484,105967,103896,103445,102951,103070,107525,109092
20223,A,골목상권,3110257,상봉역 7번,1770773,806002,964773,221865,259807,360259,248082,271500,409261,487500,365533,199376,198595,289557,230213,256319,252917,250013,251269,251633,253998,254622
20223,A,골목상권,3110256,면목2동체육관,1667575,786246,881329,229157,205502,244531,255154,290295,442935,519993,348943,168207,165532,241109,223789,239174,235101,233033,232725,231516,243794,252232
20223,A,골목상권,3110255,상봉역 4번,1974284,921336,1052949,159113,345168,383928,288591,335232,462253,626936,410686,205368,196270,278841,256181,281427,280374,280415,277891,280017,285693,288467
20223,A,골목상권,3110254,오거리공원,3521219,1688470,1832749,485851,415961,475428,573042,587982,982954,1007996,708631,384835,389471,560790,469497,504953,496914,496040,493408,494067,509544,526292
20223,A,골목상권,3110253,중곡초등학교,797356,386212,411143,137846,90325,114516,133366,127977,193325,236802,162562,84440,84323,122660,106568,114037,111264,111583,110960,110471,117647,121394
20223,A,골목상권,3110252,장안제일시장,1000529,484138,516391,138830,110934,152696,153084,182205,262781,280356,204774,109512,110918,161663,133308,143260,141158,139848,140167,140196,145774,150127
20223,A,골목상권,3110251,장안중학교,741497,348234,393263,125610,92026,120022,101945,119169,182726,198632,149558,82435,84949,123390,102533,107031,106561,106668,106107,105191,103558,106382
20223,A,골목상권,3110250,화랑대역 7번,470566,227089,243478,111925,52699,55602,84721,67409,98211,100356,93837,62804,67604,88680,57287,66354,65765,65433,66228,64991,70043,71753
20223,A,골목상권,3110249,중화역 1번,2147386,1000266,1147120,363662,263692,310077,286549,341817,581589,618140,457066,245662,229974,320592,275951,310272,308393,309223,302749,304633,300632,311485
20223,A,골목상권,3110248,먹골파출소,575011,277547,297464,86775,85074,94970,95347,81166,131682,182528,120591,57115,54250,81962,78565,82875,80768,80082,79687,80944,83704,86951
20223,A,골목상권,3110247,먹골역 1번,2232520,1007615,1224905,296548,342181,331622,325110,342410,594648,632814,459077,235916,236584,361518,306611,320055,315379,312437,313588,312726,326733,331603
20223,A,골목상권,3110246,월드순복음교회,1423135,684187,738948,163773,215801,242064,215887,243842,341768,392228,289292,161830,163793,230031,185961,203942,201660,199344,199723,199883,208792,209791
20223,A,골목상권,3110245,KB국민은행 중화동지점,547368,258177,289189,64796,69426,82388,79463,92358,158935,162044,114400,56391,54847,84956,74728,77663,76380,75910,75763,76160,80760,84730
20223,A,골목상권,3110244,중화역 4번,852268,404828,447438,120617,106320,114804,120889,152586,237049,155884,166691,113142,122658,183324,110568,122878,121795,123059,122068,122055,120842,119568
20223,A,골목상권,3110243,중랑노인종합복지관,754636,363979,390656,115189,86192,104615,111739,140644,196259,202753,151240,86096,85578,126044,102924,108298,107060,106732,106588,106833,108044,111081
20223,A,골목상권,3110242,면목5동주민센터,512819,242915,269903,73900,53974,75714,81171,90756,137304,162650,107685,50545,48461,73641,69837,72870,71714,70644,70570,70470,76197,80352
20223,A,골목상권,3110241,먹골역 5번,1003175,471319,531856,136718,137110,159861,148201,174138,247147,258429,196074,116625,119157,175589,137301,143744,144295,144230,143206,143284,142784,141632
20223,A,골목상권,3110240,태릉시장 특화거리,695548,338981,356568,72281,87525,91771,97412,123872,222687,186771,136898,77585,80620,121247,92427,98859,97052,95896,96735,97329,103397,106280
20223,A,골목상권,3110239,중랑역 2번,168404,82683,85721,12400,24438,24186,24184,30214,52980,45477,33897,18183,18409,29415,23021,23870,23628,23577,23416,23700,24886,25326
20223,A,골목상권,3110238,배꽃어린이공원,91782,43134,48649,8959,10438,15118,14308,18911,24048,24363,18568,9949,9862,15637,13404,13063,12840,12810,12826,12933,13577,13731
20223,A,골목상권,3110237,메가박스 상봉,966375,470575,495799,112044,135056,144716,150450,177269,246838,243861,187919,112373,116662,171957,133602,138465,136032,137000,137040,136237,139934,141667
20223,A,골목상권,3110236,신묵초등학교,1982803,923816,1058986,283018,255851,302013,304054,339803,498063,594308,401621,203548,200293,303774,279260,284849,281456,280802,280087,279297,287011,289300
20223,A,골목상권,3110235,세화어린이공원,286407,143711,142697,28610,35593,36842,41988,53214,90161,85300,56428,28562,28825,46421,40871,40495,40228,39893,39930,40030,42268,43566
20223,A,골목상권,3110234,중랑역 4번,310865,150696,160170,23758,53211,51124,47212,56188,79369,58360,58761,40330,43843,68081,41488,43391,42743,42984,42925,43679,47361,47782
20223,A,골목상권,3110233,중랑역 1번,1210516,585624,624893,109829,171930,181144,173639,219662,354313,325002,242562,131599,133682,212480,165192,171032,168497,168323,167845,170016,180558,184246
20223,A,골목상권,3110232,동대부고,822770,415936,406835,194622,70905,120565,152964,119622,164093,208111,170318,99857,101092,139721,103670,117844,117243,117506,116701,116295,117510,119669
20223,A,골목상권,3110231,장안교,45810,21486,24323,10059,4455,5799,7705,7211,10581,8287,9664,6517,7175,9071,5098,6418,6269,6342,6314,6325,6911,7230
20223,A,골목상권,3110230,장안현대홈타운1차아파트,1052987,498874,554113,179740,152806,208453,184229,138480,189282,290497,205259,119348,120922,177790,139172,148798,148731,148896,148285,147879,155538,154860
20223,A,골목상권,3110229,장평중학교,1822312,917284,905027,262783,213834,339555,313879,261023,431237,475747,386197,232829,223940,280468,223131,263109,265154,269302,267150,262324,245341,249930
20223,A,골목상권,3110228,장안근린공원,1544224,731150,813074,215081,174210,239926,257169,263205,394633,367844,306745,187606,195270,287721,199039,219085,218102,216530,216539,216148,225320,232500
20223,A,골목상권,3110227,답십리공원,556963,259297,297666,74601,62286,87428,91116,93381,148152,115567,112517,73492,77417,110773,67197,79203,77970,77940,77744,78172,82243,83690
20223,A,골목상권,3110226,장안1동주민센터,2593736,1281652,1312084,242276,386411,520531,459040,420942,564535,687632,526912,295642,298111,434328,351109,371092,372272,370822,370245,369204,368921,371181
20223,A,골목상권,3110225,촬영소사거리,288583,140074,148509,33745,33656,55095,49635,45691,70759,68305,52586,35780,40228,56778,34906,39722,39040,39262,39548,39100,45630,46282
20223,A,골목상권,3110224,외대앞역 2번,640197,296874,343322,75967,181091,90103,84758,78835,129443,149724,129633,74912,78213,121780,85933,91139,90977,91269,90586,90327,93056,92843
20223,A,골목상권,3110223,군자초등학교,375768,186635,189134,35930,57906,70484,62148,59247,90053,122548,82154,39688,36445,47661,47273,54735,54557,54564,54752,53669,51550,51940
20223,A,골목상권,3110222,회기역 2번,56533,26308,30225,6165,20395,7684,6413,6133,9743,13096,12953,7382,7049,9502,6551,7949,8090,8091,8126,7964,8225,8088
20223,A,골목상권,3110221,의릉,273342,129019,144323,42847,41578,30476,46898,38580,72964,57585,50617,33465,35719,56303,39655,38198,38803,38706,39052,38633,39739,40213
20223,A,골목상권,3110220,외대앞역 1번,1178314,559836,618479,144983,448022,144893,135950,121654,182811,269507,231379,150940,151396,220116,154978,168571,170595,172799,171251,169887,163798,161415
20223,A,골목상권,3110219,삼육보건대학교,1610867,778799,832068,184619,602617,211151,176378,167648,268453,486284,354316,170568,159746,223853,216100,230820,231157,231693,230206,222056,223746,241188
20223,A,골목상권,3110218,답십리사거리,1319714,607649,712064,199804,146422,207435,213188,207511,345354,404950,261604,133027,134599,205619,179913,187435,186266,185110,184511,184581,193968,197841
20223,A,골목상권,3110217,자동차부품상가,620720,328088,292629,58172,70100,114136,120767,104350,153194,147718,129189,82743,84564,103123,73382,90044,90732,90176,89839,90163,86178,83587
20223,A,골목상권,3110216,전농중학교,317931,145583,172348,83018,35596,39096,54410,44777,61032,58347,62665,47550,49521,64292,35556,45385,45264,44888,44958,44376,46627,46432
20223,A,골목상권,3110215,회기역 1번,735047,305827,429220,66955,375929,89466,56838,55731,90128,222892,164819,76030,69481,105307,96518,104377,105627,105227,104631,103029,105304,106851
20223,A,골목상권,3110214,경희대후문,1489881,700437,789444,205117,764419,142123,103250,103567,171405,431911,322427,173225,160580,208592,193147,213362,223593,221228,217805,209448,199526,204918
20223,A,골목상권,3110213,청량초등학교,530402,251437,278966,85979,248289,57772,42558,41304,54503,137104,116266,68042,63392,82465,63133,75194,77508,78412,76727,74433,69951,78178
20223,A,골목상권,3110212,답십리초등학교,1069362,490988,578375,226007,112093,156606,180513,153915,240229,315675,209197,109709,110190,172602,151991,152403,152260,151375,151162,151856,154405,155901
20223,A,골목상권,3110211,전곡마을마당공원,2220205,1009070,1211136,345631,364689,328510,328970,328988,523416,494457,437544,311677,311274,403918,261336,318188,319080,318972,315981,311817,315966,320202
20223,A,골목상권,3110210,서울시립대,2234298,1103920,1130378,327318,759527,280345,212370,236620,418118,663841,500640,242590,220916,313411,292902,322531,324910,324961,320930,314569,306756,319641
20223,A,골목상권,3110209,답십리 장령당공원,329392,152626,176766,39363,50763,61399,53401,50159,74306,83821,69344,39300,39842,55194,41891,47206,46930,46663,46717,45923,47409,48545
20223,A,골목상권,3110208,시조사삼거리,390613,173634,216979,67901,125435,43134,45445,41927,66771,97311,81139,47390,47604,67974,49194,55022,55345,54986,54595,54976,57382,58309
20223,A,골목상권,3110207,시립대앞사거리,539592,266218,273374,58396,123331,76884,69164,76198,135620,154547,118600,57184,54461,79746,75055,77178,77808,77558,77938,78089,75748,75274
20223,A,골목상권,3110206,텃골근린공원,1462601,708938,753663,212316,200887,208542,227686,232807,380363,458620,292293,140564,141668,220148,209308,206382,203728,202048,200428,203255,219062,227699
20223,A,골목상권,3110205,경희대삼거리,2161057,959730,1201326,290175,858816,264083,215321,195931,336730,571540,445895,260896,245243,352164,285319,309264,313355,313714,312280,309004,301901,301537
20223,A,골목상권,3110204,간데메공원,1359950,644147,715803,235911,147804,243273,240492,200513,291956,359623,276919,157501,158673,226668,180565,193375,194043,192571,191496,189629,198056,200779
20223,A,골목상권,3110203,떡전교사거리,465537,222033,243503,51941,61943,58989,64795,73748,154120,102669,95607,64128,64845,85674,52615,65539,64553,64646,64133,64736,70435,71495
20223,A,골목상권,3110202,전농1동주민센터(전농시장),538030,266819,271212,65342,76751,72730,82449,90214,150544,111028,113638,75346,75966,99286,62768,76339,75819,76671,76320,77156,79723,76003
20223,A,골목상권,3110201,전농119안전센터,134806,65882,68924,19043,16814,20068,21583,21529,35769,38073,27606,14412,13923,21651,19140,19219,19165,19169,19209,18993,19251,19798
20223,A,골목상권,3110200,동대문경찰서,430244,211627,218615,40268,49740,51747,56861,71385,160243,114931,88897,50307,50823,71465,53820,60256,59410,59602,58892,59624,64940,67519
20223,A,골목상권,3110199,홍릉시장,318676,159213,159463,23951,31020,36839,44128,54851,127887,61673,65131,46160,46955,61261,37497,44895,44479,43513,44124,44570,48285,48807
20223,A,골목상권,3110198,동대문중앙새마을금고본점,225864,120800,105064,9538,19033,23476,30982,43427,99407,34511,49944,41367,41220,38912,19912,32568,33253,33055,33700,33843,32032,27412
20223,A,골목상권,3110197,세종대왕기념관교차로,284400,145557,138843,26170,41872,37342,36580,45986,96452,94548,61680,27243,24842,36338,39746,40752,40926,40682,40217,39715,40203,41905
20223,A,골목상권,3110196,홍릉근린공원,469161,218084,251076,46601,46064,60948,61542,72980,181026,134019,100739,53111,51322,69117,60853,67860,67305,66894,66252,65617,66447,68786
20223,A,골목상권,3110195,동대문구청,1546108,758116,787993,106874,232982,255012,232311,242993,475937,394979,327821,194960,189236,246958,192153,222978,223863,221575,221577,220335,219121,216659
20223,A,골목상권,3110194,홍파초등학교,344881,167190,177691,32295,41479,41738,46935,56080,126354,67489,72736,50155,53279,62622,38600,49861,49843,50213,49668,49576,47890,47832
20223,A,골목상권,3110193,고려대역 4번,834726,395628,439100,83041,202716,117270,104206,99149,228345,304922,172312,76683,71740,103925,105146,117278,119088,118509,117863,117025,121654,123308
20223,A,골목상권,3110192,동의보감타워,227012,109865,117147,11699,29231,30054,33355,38623,84049,34393,43287,41806,45049,42318,20161,32125,32749,33120,33337,33179,34071,28434
20223,A,골목상권,3110191,고려대역 6번,1655401,770950,884452,173777,656527,197494,169367,165940,292298,402390,358190,207946,213834,271859,201181,241188,247372,247026,244613,233044,223915,218243
20223,A,골목상권,3110190,고대앞사거리,1115548,537563,577986,161269,395220,112002,113978,119852,213227,289211,235055,138241,136763,180506,135771,158379,158905,159503,159495,154406,159815,165048
20223,A,골목상권,3110189,제기동역 1번,973081,449321,523760,120547,163572,132579,137003,139029,280351,239851,212232,132163,127384,147021,114432,142184,143500,141311,142043,141405,133327,129313
20223,A,골목상권,3110188,용두동신동아아파트,840688,411921,428767,73789,116350,157796,143505,140875,208374,192058,174103,108316,110153,147472,108587,122593,124289,124496,123379,120401,113257,112274
20223,A,골목상권,3110187,제기동역 6번,2579362,1210702,1368660,230241,410276,440313,428048,419640,650844,666796,554207,315499,311169,408704,322987,371903,373380,374076,371297,368105,359171,361429
20223,A,골목상권,3110186,종암초등학교,150522,75398,75124,24746,36478,18474,20017,19090,31717,42908,31759,16952,16378,22958,19567,21805,21916,21950,21816,21535,20609,20893
20223,A,골목상권,3110185,용두초등학교,644433,321239,323194,61948,105567,107285,107397,107042,155195,170092,135085,75850,73903,102880,86624,92134,94314,94924,94743,92444,88142,87732
20223,A,골목상권,3110184,용두사거리,272768,134317,138451,22116,55946,51609,43690,42687,56720,52873,56938,40529,39572,51080,31777,39346,40577,40848,40578,40182,36268,34969
20223,A,골목상권,3110183,한국의류시험연구원,576039,276617,299421,50299,120871,108195,86141,87323,123211,94135,123856,94665,91690,109584,62108,84692,87071,87846,87705,86418,72846,69463
20223,A,골목상권,3110182,용두희망어린이공원,801452,422344,379108,84989,224499,116385,109911,107688,157981,196874,178404,109331,101268,123806,91767,116957,119631,121095,119793,116702,104013,103262
20223,A,골목상권,3110181,신설동역 9번,1418766,696484,722281,110990,263033,278497,247478,214674,304093,283032,310986,223332,220550,235152,145713,206514,205839,210645,207892,207988,189725,190162
20223,A,골목상권,3110180,광진정보도서관,242553,116783,125771,23440,33851,38758,44059,43474,58971,52601,48954,34560,35491,44423,26524,35080,34965,35513,35706,35896,34739,30653
20223,A,골목상권,3110179,광나루역 1번,510025,228942,281084,90436,67828,75344,83152,80487,112779,100526,106864,77568,83226,89603,52240,74687,75440,74697,75016,72417,69666,68102
20223,A,골목상권,3110178,장로회신학대학교,320623,142475,178149,50705,47761,51658,50403,49288,70809,85088,68083,40077,38222,50395,38759,45767,46001,45213,45310,43966,46460,47905
20223,A,골목상권,3110177,동의초등학교,98800,43934,54864,16987,12003,14364,16681,14762,24004,32063,20777,9703,9475,13809,12974,13916,13762,13710,13476,13510,14892,15535
20223,A,골목상권,3110176,해오름공원,1291204,585948,705255,141240,165439,179652,182016,239158,383698,398828,256015,128579,130753,198304,178724,183733,180090,178704,177225,179022,191882,200548
20223,A,골목상권,3110175,푸른동산공원,1134570,511831,622740,201575,176151,180461,197960,165671,212754,309852,224587,124636,130943,196147,148405,161431,159666,158229,158542,158416,167450,170834
20223,A,골목상권,3110174,아차산역 1번,840129,366535,473594,117862,104515,113616,124656,135283,244195,240544,166089,86026,89277,139941,118252,119611,117046,116512,116644,116622,124533,129160
20223,A,골목상권,3110173,구남초등학교,385921,190622,195298,44844,54309,66753,59384,71386,89247,117831,85748,42315,38904,52975,48148,55674,56077,55911,55522,55677,53359,53701
20223,A,골목상권,3110172,광진초등학교,924953,416676,508277,172388,137247,129756,167751,140455,177354,253314,192597,104183,103471,146476,124912,132594,132764,133759,133030,130447,130258,132101
