기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20204,A,골목상권,3110619,목4동주민센터,396105,176105,219998,87855,47600,49315,70871,62836,77625,101522,79233,46187,47273,70397,51495,55182,54671,54125,55364,55975,60040,60748
20204,A,골목상권,3110618,강서고등학교,1609343,752119,857224,348145,216781,207131,274088,245544,317654,493297,334688,167460,159034,233566,221300,228788,226411,226575,226745,228840,233371,238614
20204,A,골목상권,3110617,등촌역 4번,581881,259293,322588,76483,76947,112194,95190,83640,137426,145436,111463,65837,68528,108192,82424,80739,80393,80689,79845,82292,87224,90700
20204,A,골목상권,3110616,양목초등학교,247288,113254,134034,67137,26169,32579,42732,34519,44154,73124,52693,28202,26273,35206,31790,35531,36135,36358,35798,35229,33835,34402
20204,A,골목상권,3110615,신서초등학교,297872,134403,163468,71703,30386,36561,54691,45836,58696,59575,56383,41752,44026,59066,37070,42963,42426,42952,42539,42384,42506,42100
20204,A,골목상권,3110614,목동로데오거리,772786,366207,406579,118777,105868,118323,125748,115816,188255,224165,158253,84324,87625,119952,98465,109524,108984,108084,108944,109334,112548,115364
20204,A,골목상권,3110613,신정네거리역 4번,227249,106816,120434,48989,24783,27753,42272,34496,48956,49562,43411,30170,32139,44098,27871,32187,32077,32022,31611,32200,33901,33252
20204,A,골목상권,3110612,신정역 5번,2464636,1157427,1307210,440421,357028,366311,368037,347270,585569,749072,506701,248650,246816,370465,342935,353348,350331,351680,350052,348645,350982,359597
20204,A,골목상권,3110611,신정역 1번,1233018,592045,640974,185851,175809,193002,201057,180544,296755,328142,259049,131425,133499,209729,171174,174244,173230,174894,175157,174418,177882,183194
20204,A,골목상권,3110610,계남근린공원,489200,235912,253288,74880,46653,62590,71708,75971,157399,159283,107686,49008,44808,62649,65767,68758,67699,67888,69337,69501,71637,74380
20204,A,골목상권,3110609,신정네거리역 2번,844415,380326,464090,136880,105098,116451,123592,125186,237208,253052,184277,90605,79134,120424,116925,122119,119819,121269,121148,120674,118078,121310
20204,A,골목상권,3110608,신월2동주민센터,1438197,668708,769489,296288,162084,217602,212588,195078,354557,446050,297962,146175,138331,209624,200056,203649,200546,203126,204127,203726,208247,214776
20204,A,골목상권,3110607,금빛새마을금고본점,173427,79979,93449,32189,19554,26523,26471,26225,42465,42203,34297,21173,22356,31327,22071,24206,24234,24108,24119,24273,25856,26631
20204,A,골목상권,3110606,신한은행 신월동지점,1777424,813301,964122,369673,180767,259183,272870,267586,427345,587653,353013,159945,153905,256486,266421,251688,251609,251563,252938,254448,253145,262033
20204,A,골목상권,3110605,목동센트럴아이파크앞,147769,71445,76324,26973,16572,23371,24049,24923,31879,30505,30422,20340,20834,27738,17930,20987,21084,21172,21365,21126,20815,21219
20204,A,골목상권,3110604,신월4동주민센터,1216569,570561,646009,271374,109608,178557,198715,166413,291902,367956,250013,129282,128757,182574,157990,172019,170859,170145,171274,172151,176081,184042
20204,A,골목상권,3110603,지향초등학교,91821,43199,48623,22938,9108,12519,15639,13574,18044,23475,19335,11178,10964,15005,11865,12983,13041,13049,13020,12868,13002,13856
20204,A,골목상권,3110602,신월시영아파트중문,197131,92403,104727,33777,22223,30203,28715,33223,48988,47022,38532,23379,24187,37463,26549,27539,27404,27409,27598,27603,28997,30580
20204,A,골목상권,3110601,신월1동우편취급국,1535048,744512,790536,206834,185019,261539,246743,236079,398833,456418,326294,160553,156673,225984,209126,215594,215227,215496,217368,218943,224666,227754
20204,A,골목상권,3110600,신월7동주민센터,660321,314400,345922,94356,74649,84855,104653,107458,194347,169590,123389,71511,75305,122304,98222,92514,92312,92120,93918,93426,96648,99383
20204,A,골목상권,3110599,신월1파출소,888871,423553,465318,141103,91639,117760,130477,146495,261393,267279,181756,94623,93657,133862,117693,125164,123812,123635,125395,126083,130623,134159
20204,A,골목상권,3110598,신월문화체육센터,497344,233723,263621,69352,55965,62562,77982,79014,152470,121596,97410,57338,61376,91335,68289,70232,68940,69110,70654,70013,73223,75175
20204,A,골목상권,3110597,신월1동주민센터,978304,473191,505116,139828,110230,129022,139689,167650,291886,287677,204118,105240,104598,147263,129411,138133,137157,136650,138519,138997,142284,146565
20204,A,골목상권,3110596,서서울호수공원,534815,250165,284650,92691,59660,79721,79955,83080,139706,147691,110674,59059,57848,84063,75479,75350,75213,75574,75138,76155,77218,80167
20204,A,골목상권,3110595,메디힐병원,962315,469431,492884,150063,126630,138176,146296,154830,246321,248144,198554,113307,112131,159530,130649,138123,137466,137706,137883,136743,136473,137922
20204,A,골목상권,3110594,신월중학교,487834,243629,244205,118700,52792,65938,70442,75774,104188,140194,107920,57418,52570,69070,60664,70181,69990,70515,71094,70238,67951,67867
20204,A,골목상권,3110593,신월3동주민센터,1101931,528089,573842,137820,114955,138319,167280,194918,348638,330083,233119,119250,113685,160898,144894,155832,153919,153847,155830,154282,159475,168746
20204,A,골목상권,3110592,서울금융고등학교,255963,124022,131941,40956,28349,32426,39051,47564,67617,52549,50695,34665,36114,50051,31888,36504,36689,37047,36556,36320,36049,36799
20204,A,골목상권,3110591,충정로역 6번,1432298,714509,717790,134945,200623,324442,304946,217727,249615,262664,332221,237761,234850,232611,132193,230133,233189,230918,222698,208258,155338,151764
20204,A,골목상권,3110590,만리재,1538980,719991,818988,270819,235183,235786,242052,247372,307768,358567,321261,196343,192588,267810,202411,223680,223512,223556,221451,220531,211935,214314
20204,A,골목상권,3110589,애오개역 3번,234949,111630,123320,39033,34283,41269,35404,39915,45045,63810,50300,28286,27108,35902,29543,33740,33593,33588,33807,33764,32916,33539
20204,A,골목상권,3110588,한겨레신문사,1203349,549253,654094,178735,208656,202101,185318,182881,245658,334498,260398,138862,131596,179984,158010,173672,173917,173823,173492,169964,166066,172412
