기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
20211,A,골목상권,3110054,청구역 3번,5,1,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110054,청구역 3번,5,1,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20223,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20222,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20221,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20214,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20213,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20212,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20211,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20204,A,골목상권,3110055,황학동벼룩시장,5,,1,,,1,,,,,,,,,,,,,,1
20224,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20223,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20222,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20221,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20214,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20213,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20212,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20211,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20204,A,골목상권,3110056,신당역 3번,28,5,1,,,1,,,,1,,,,,,,,,,4
20224,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20223,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20222,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20221,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20214,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20213,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20212,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20211,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20204,A,골목상권,3110079,후암동주민센터,30,3,1,,,,1,,,,,,2,,,,,,,4
20224,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20223,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20222,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20221,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20214,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20213,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20212,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20211,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20204,A,골목상권,3110080,해방촌예술마을,18,,,,,4,,,,,,,,,,,,,,4
20224,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20223,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20222,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20221,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20214,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20213,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20212,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20211,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20204,A,골목상권,3110081,해방촌 남동측,20,3,,,,,,,,,,,,,,,,,,10
20224,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20223,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20222,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20221,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20214,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20213,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20212,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20211,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20204,A,골목상권,3110050,약수역 7번,14,1,,,,2,1,,,,,,,,,,,,,5
20224,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110051,한양공고앞 교차로,2,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20223,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20222,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20221,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20214,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20213,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20212,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20211,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20204,A,골목상권,3110052,장충초등학교,16,,2,,,2,,,,,,,,,1,,,,,1
20224,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20223,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20222,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20221,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20214,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20213,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20212,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20211,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20204,A,골목상권,3110060,효창공원앞역 6번,14,1,,,,,,,,,,,,,,,,,,6
20224,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20223,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20222,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20221,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20214,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20213,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20212,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20211,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20204,A,골목상권,3110061,효창동주민센터,19,,,,,2,,,,1,1,,,,,,,,,7
20224,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20223,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20222,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20221,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20214,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20213,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20212,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20211,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20204,A,골목상권,3110062,한강로동땡땡거리(은행나무길),25,3,1,,,3,,,,,,,1,,1,,,,,3
20224,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20223,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20222,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20221,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20214,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20213,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20212,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20211,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20204,A,골목상권,3110063,효창공원앞역 5번,20,,,,,3,,,,,,,,,,,,,,3
20224,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20223,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20222,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20221,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20214,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20213,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20212,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20211,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20204,A,골목상권,3110064,효창공원앞역 2번,21,,1,,,1,,,,,7,,,,,,,,,4
20224,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20223,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20222,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20221,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20214,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20213,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20212,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20211,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20204,A,골목상권,3110082,용산구청,10,3,1,,,1,,,,,,,,,,,,,,1
20224,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20223,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20222,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20221,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20214,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20213,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20212,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20211,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20204,A,골목상권,3110083,서빙고역 1번,3,,,,,,,,,,,,,,,,,,,2
20224,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20223,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20222,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20221,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20214,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20213,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20212,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20211,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20204,A,골목상권,3110084,경리단길북측,24,2,1,,,2,1,,,,,,,,,,,,,9
20224,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20223,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20222,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20221,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20214,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20213,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20212,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20211,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20204,A,골목상권,3110085,경리단길남측,28,5,4,,,1,,,,1,,,,,,,,,,10
20224,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110086,이태원역 북측,5,3,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20223,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20222,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20221,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20214,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20213,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20212,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20211,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20204,A,골목상권,3110065,남정초등학교,4,,,,,,,,,,,,,,,,,,,4
20224,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20223,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20222,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20221,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20214,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20213,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20212,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20211,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20204,A,골목상권,3110066,서울역 15번,14,2,,,1,1,,,,,,,,,,,,,,4
20224,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20223,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20222,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20221,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20214,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20213,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20212,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20211,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20204,A,골목상권,3110067,배문고등학교,16,,1,,,1,,,,,2,,,,,,,,,2
20224,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20223,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20222,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20221,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20214,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20213,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20212,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20211,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20204,A,골목상권,3110068,남영역 1번,23,3,1,,,1,,,,,6,,,,,,,,,3
20224,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20223,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20222,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20221,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20214,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20213,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20212,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20211,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20204,A,골목상권,3110069,숙대입구,29,3,1,,,4,,,,,3,,,,1,,,,,7
20224,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110070,용산세무서,1,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20223,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20222,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20221,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20214,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20213,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20212,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20211,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20204,A,골목상권,3110071,한강미주맨션아파트,12,,4,,,1,,,,,,,,,,,,,,1
20224,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20223,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20222,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20221,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20214,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20213,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20212,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20211,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20204,A,골목상권,3110072,열정도,1,,,,,,,,,,,,1,,,,,,,
20224,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110073,삼각지역 3번,5,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20223,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20222,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20221,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20214,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20213,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20212,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20211,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20204,A,골목상권,3110074,서울역 12번,33,1,1,,,3,,,,,,,,,11,,,,,2
20224,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20223,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20222,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20221,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20214,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20213,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20212,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20211,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20204,A,골목상권,3110075,숙대입구역 1번,16,1,,,,2,,,1,1,,,,,,,,,,4
20224,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110076,삼각지역 14번,4,2,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20223,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20222,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20221,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20214,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20213,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20212,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20211,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20204,A,골목상권,3110077,삼광초등학교,7,,,,,1,,,,,,,,,,,,,,1
20224,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20223,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20222,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20221,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20214,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20213,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20212,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20211,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20204,A,골목상권,3110078,이촌동점보아파트,9,,,,,1,,,,,,,1,,,,,,,1
20224,A,골목상권,3110110,상왕십리역 6번,10,,,,,1,,,,,,,,,,,,,1,2
20223,A,골목상권,3110110,상왕십리역 6번,10,,,,,1,,,,,,,,,,,,,1,2
20222,A,골목상권,3110110,상왕십리역 6번,10,,,,,1,,,,,,,,,,,,,1,2
20221,A,골목상권,3110110,상왕십리역 6번,10,,,,,1,,,,,,,,,,,,,1,2
20214,A,골목상권,3110110,상왕십리역 6번,10,,,,,1,,,,,,,,,,,,,1,2
20213,A,골목상권,3110110,상왕십리역 6번,10,,,,,1,,,,,,,,,,,,,1,2
