기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
20214,A,골목상권,3111043,마천공원,3,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3111043,마천공원,3,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3111043,마천공원,3,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3111043,마천공원,3,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3111043,마천공원,3,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20223,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20222,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20221,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20214,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20213,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20212,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20211,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20204,A,골목상권,3111044,남천초등학교,23,1,,,,6,,,,,,,,,,,,,,3
20224,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20223,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20222,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20221,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20214,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20213,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20212,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20211,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20204,A,골목상권,3110885,영락고등학교,21,,,,,2,,,,,,,,,,,,,,9
20224,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20223,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20222,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20221,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20214,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20213,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20212,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20211,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20204,A,골목상권,3110886,관악해태어린이공원,11,,,,,,,,,,,,,,,,,,,8
20224,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20223,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20222,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20221,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20214,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20213,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20212,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20211,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20204,A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),13,1,,,,,,,,,,,,,,,,,,2
20224,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20223,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20222,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20221,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20214,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20213,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20212,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20211,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20204,A,골목상권,3110948,헌인가구단지,7,,,,,,,,,,,,,,,,,,,3
20224,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20223,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20222,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20221,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20214,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20213,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20212,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20211,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20204,A,골목상권,3111009,송파책박물관,1,,,,,,,,,,,,,,,,,,,1
20224,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20223,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20222,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20221,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20214,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20213,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20212,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20211,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20204,A,골목상권,3111010,석촌역 7번,13,,,,,2,,,,,,,,,,,,,,
20224,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20223,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20222,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20221,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20214,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20213,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20212,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20211,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20204,A,골목상권,3111011,잠실나루역,27,,3,,,6,,,,,,,,,,,,,1,
20224,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20223,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20222,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20221,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20214,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20213,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20212,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20211,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20204,A,골목상권,3111012,석촌역 6번,21,3,,,,1,3,,,,,,,,,,,,,
20224,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20223,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20222,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20221,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20214,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20213,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20212,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20211,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20204,A,골목상권,3111013,송파나루역 1번(송리단길),12,,,,,2,1,,,,,,,,,,,,,2
20224,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3111045,개미어린이공원,1,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20223,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20222,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20221,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20214,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20213,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20212,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20211,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20204,A,골목상권,3111046,마천역(마천초등학교),57,4,1,,,10,,,,,,,,,,,,,,6
20224,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20223,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20222,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20221,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20214,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20213,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20212,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20211,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20204,A,골목상권,3111047,마천1치안센터,12,1,,,,1,1,,,,,,,,1,,,,,3
20224,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20223,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20222,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20221,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20214,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20213,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20212,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20211,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20204,A,골목상권,3110826,장승배기역 4번,18,,,,,1,,,,,,,,,,,,,,5
20224,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20223,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20222,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20221,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20214,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20213,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20212,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20211,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20204,A,골목상권,3110827,NH농협은행 상도동지점,16,,1,,1,2,,,,,,,,,,,,,,1
20224,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20223,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20222,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20221,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20214,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20213,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20212,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20211,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20204,A,골목상권,3110828,노량진역 6번,27,2,1,,,5,,,,,,,,,,,,,,5
20224,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20223,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20222,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20221,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20214,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20213,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20212,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20211,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20204,A,골목상권,3110852,이수역 9번,7,2,,,,,,,,,,,,,1,,,,,2
20224,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110853,KT구로지사,4,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20223,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20222,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20221,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20214,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20213,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20212,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20211,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20204,A,골목상권,3110854,조원동주민센터,5,2,,,,,,,,,,,,,,,,,,2
20224,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20223,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20222,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20221,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20214,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20213,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20212,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20211,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20204,A,골목상권,3110855,신대방역 2번,38,,,,1,7,,,,,,,,,,,,,,10
20224,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110949,한남IC,3,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20223,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20222,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20221,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20214,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20213,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20212,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20211,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20204,A,골목상권,3110951,신사은행나무공원,2,,,,,,1,,,,,,,,,,,,,
20224,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110952,논현목련공원,2,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110953,학동근린공원,1,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20223,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20222,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20221,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20214,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20213,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20212,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20211,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20204,A,골목상권,3110954,국기원,1,,,,,,,,,,,,,,,,,,,
20224,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20223,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20222,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20221,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20214,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20213,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20212,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20211,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20204,A,골목상권,3110955,논현초등학교,12,,,,,6,,,,,,,,,,,,,,
20224,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20223,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20222,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20221,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20214,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20213,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20212,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20211,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20204,A,골목상권,3110956,언주역 8번,2,,,,,1,,,,,,,,,,,,,,1
20224,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20223,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20222,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20221,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20214,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20213,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20212,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20211,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20204,A,골목상권,3111049,천호지구대(천호동자전거거리),9,,,,,,,,,,,,,,,,,,,1
20224,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20223,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20222,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20221,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20214,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20213,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20212,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20211,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20204,A,골목상권,3110863,난우초등학교,17,,,,,1,,,,,,,,,,,,,,7
20224,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20223,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20222,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20221,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20214,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20213,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20212,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20211,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20204,A,골목상권,3111021,방이역 4번,26,2,,,,2,,,,,,,,,,,,,,6
20224,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20223,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20222,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20221,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20214,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20213,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20212,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20211,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20204,A,골목상권,3111022,석촌중학교(방이육교),5,,,,1,,,,,,,,,,,,,,,
20224,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20223,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20222,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20221,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20214,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20213,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20212,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20211,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20204,A,골목상권,3111023,문정역 1번,10,,1,,,,,,,,,,,,,,,,,3
20224,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20223,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20222,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20221,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20214,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20213,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20212,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20211,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20204,A,골목상권,3110904,이수역 5번,8,,,,,1,,,,,,,,,,,,,,2
20224,A,골목상권,3110905,방배노인종합복지관(이수중학교),5,,,,,,,,,,,,1,,,,,,,
20223,A,골목상권,3110905,방배노인종합복지관(이수중학교),5,,,,,,,,,,,,1,,,,,,,
