"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","월_평균_소득_금액","소득_구간_코드","지출_총금액","식료품_지출_총금액","의류_신발_지출_총금액","생활용품_지출_총금액","의료비_지출_총금액","교통_지출_총금액","여가_지출_총금액","문화_지출_총금액","교육_지출_총금액","유흥_지출_총금액"
"20231","A","골목상권","3110129","성원어린이공원","3317034","07","5220287169","1335028795","639622646","392727325","639497969","857856967","209602450","158213367","766409167","221328483"
"20231","A","골목상권","3110130","답십리역 6번","2519140","06","7046759665","1957613689","823917708","546346138","954702751","1056886610","271780436","220404534","940152856","274954943"
"20231","A","골목상권","3110131","성수동카페거리","3172711","07","5611398334","1429882613","683752454","428644477","692613074","925751152","222607773","171163760","821781131","235201900"
"20231","A","골목상권","3110132","성수2가3동주민센터","3564339","07","4344023724","1105834170","541540369","341860715","548285360","748526326","177029634","132722994","557141495","191082661"
"20231","A","골목상권","3110133","서울교통공사","2532608","06","5140167060","1403505018","605432057","399973396","686268456","789497638","201329507","159506370","691492057","203162561"
"20231","A","골목상권","3110134","성수119안전센터","2673923","06","7905333321","2185542900","960239607","594270296","1064490878","1262966543","290076374","250239137","957173657","340333929"
"20231","A","골목상권","3110135","성동세무서","3033654","07","5199305664","1392588793","643046716","408251736","676986999","815246968","204635586","171447842","660677086","226423938"
"20231","A","골목상권","3110136","경수초등학교","2576235","06","9382923073","2579768684","1155921257","741888822","1219903564","1459330079","364789185","313887452","1142541893","404892137"
"20231","A","골목상권","3110137","성수초등학교","2983372","06","9957790979","2586659765","1263996771","782592920","1249257764","1530281467","391376792","342354420","1355213085","456057995"
"20231","A","골목상권","3110138","송정체육공원","2541902","06","6439669979","1831707831","783149230","505899217","862457440","944661760","237687666","222595806","775734031","275776998"
