year_code,quarter_code,commercial_district_code,commercial_district_name,total_foot_traffic,age_10_foot_traffic,age_20_foot_traffic,age_30_foot_traffic,age_40_foot_traffic,age_50_foot_traffic,age_over_60_foot_traffic,time_00_to_06_foot_traffic,time_06_to_11_foot_traffic,time_11_to_14_foot_traffic,time_14_to_17_foot_traffic,time_17_to_21_foot_traffic,time_21_to_24_foot_traffic,mon_foot_traffic,tue_foot_traffic,wed_foot_traffic,thu_foot_traffic,fri_foot_traffic,sat_foot_traffic,sun_foot_traffic
2022,2,3110016,평창동동측,37499,6224,6004,4108,6517,6015,8633,6954,8266,6146,6025,6526,3582,5682,5534,5618,5285,5192,5194,4994
2022,2,3110014,경복고등학교,65215,16122,8050,8192,10234,8938,13680,9130,15495,12873,11866,10367,5486,9290,9320,9603,9548,9613,9054,8788
2022,2,3110012,성곡미술관,628807,55611,85518,124941,130137,99579,133022,129615,135937,99952,96328,104181,62794,93712,97817,95725,94872,94715,75850,76115
2022,2,3110010,평창동서측,172284,31720,16285,20838,25507,30188,47745,53917,36054,16172,15923,24752,25463,24544,24579,24775,24522,24098,24841,24925
2022,2,3110009,자하문터널,176832,24824,20082,23332,33006,29191,46397,59337,35840,17974,17235,23156,23290,24520,24773,25144,25137,24893,26353,26009
2022,2,3110008,배화여자대학교(박노수미술관),1347671,274036,185183,202864,227163,192021,266402,335157,279961,187428,170214,213059,161850,196967,196565,192464,195826,189330,189578,186940
2022,2,3110007,사직공원(한국사회과학도서관),879354,191860,102373,107208,159215,120559,198139,270674,189030,90067,83880,125273,120430,125627,123607,122577,123315,120153,127746,136331
2022,2,3110006,부암동주민센터,7100,1289,785,875,1290,1097,1764,1492,1666,1000,954,1168,820,973,1003,1002,1007,998,1044,1071
2022,2,3110005,세검정,136605,24505,13980,16596,21193,24076,36255,34107,27560,16419,16413,23186,18920,19533,19654,19780,19496,19184,19482,19479
2022,2,3110004,대신고등학교,553295,114183,66448,69941,89037,78587,135099,108550,115567,74912,78974,106640,68652,79158,79911,78994,79777,78805,78812,77840
2022,2,3110003,세검정초등학교,712418,139171,78123,73258,116587,111713,193564,249432,147561,65476,64261,91633,94052,102268,100857,100879,101278,100598,102894,103644
2022,2,3110002,독립문역 1번,581730,115119,71338,69259,84191,86317,155507,127371,124419,76314,79292,103779,70554,83431,84020,83796,84757,83960,82214,79550
2022,2,3110001,이북5도청사,125747,21924,13181,12443,20002,21031,37166,30739,26385,15073,15275,21932,16343,17679,17530,17555,17595,17495,18465,19424
2022,1,3111089,상일여고(상일초등학교),801156,105636,86533,120709,138331,150246,199701,205558,173201,98042,92539,130388,101428,116886,116456,115784,116013,116404,110009,109605
2022,1,3111088,고덕동성당,331682,53093,32034,58958,57260,49614,80726,81227,71020,40208,40165,56744,42320,46955,47340,47873,47754,47786,47400,46572
2022,1,3111087,고덕중학교(고덕2동주민센터),212760,37410,20195,25495,37313,33947,58401,68503,43904,20672,19469,28338,31874,31386,31040,30751,30900,30664,28742,29278
2022,1,3111086,한영중고,355474,98749,33109,33151,57237,49895,83333,75648,74314,49186,49541,64847,41937,50889,50531,50195,50974,50644,51591,50651
2022,1,3111085,묘곡초등학교(고덕아이파크아파트),850471,184441,88084,105554,141355,131435,199602,216841,172763,101752,103748,144320,111049,118737,119772,121957,120225,119592,124911,125279
2022,1,3111084,길동신동아아파트,186188,35014,20776,27351,26966,30702,45379,51734,41065,20776,19251,28215,25146,26183,26209,26119,25898,25850,27388,28542
2022,1,3111083,GS강동자이아파트,992773,216809,111931,120559,149657,141855,251964,262483,207747,117498,117586,162958,124500,137912,138474,139175,136675,137788,148548,154201
2022,1,3111082,중앙보훈병원,184383,31463,21275,25355,26774,31276,48240,51551,36914,20773,21359,29716,24071,25526,26060,25671,25164,25228,27935,28801
2022,1,3111080,굽은다리역 3번,554752,83990,63866,69390,85145,92184,160175,127203,107013,68607,71501,106147,74281,76675,76411,77512,77704,78275,81996,86178
2022,1,3111079,둔촌고등학교(둔촌중학교),398257,57530,43606,53883,58394,61528,123314,97558,91359,53696,49532,59582,46529,57248,57999,57774,58598,58106,53540,54990
2022,1,3111078,굽은다리역 4번,4210186,739988,506396,640380,608336,649158,1065931,1303578,895055,443138,416378,595632,556406,592319,596186,595657,590053,586665,620328,628978
2022,1,3111077,길동주민센터(강동도서관),3481402,532062,412028,506679,541435,546831,942366,883491,704353,420371,431445,599647,442096,489492,490107,490180,487022,493263,513357,517981
2022,1,3111076,둔촌2동주민센터,465820,86377,53163,67020,65418,73545,120296,112899,95653,59866,61886,81033,54483,65981,65233,66125,66481,66900,68239,66864
2022,1,3111075,굽은다리역 2번,1665098,270470,189334,224216,254974,257162,468942,537710,359983,166666,153088,223857,223795,236049,237205,235779,233435,233011,241804,247814
2022,1,3111074,명일역 1번,648389,108652,70559,84963,109349,101580,173287,204682,137668,66140,63449,91887,84563,90442,90880,90589,89345,89759,97092,100282
2022,1,3111073,둔촌동역 1번(한산중학교),3739610,732687,450824,553025,596031,550487,856558,989444,796309,443642,427590,595624,487003,537672,535261,533476,531729,535550,531275,534648
2022,1,3111072,굽은다리역 1번(십자성마을),2201336,382052,263408,336029,339785,306067,573997,627204,458625,238827,233850,345928,296902,310441,310762,310965,306653,306705,322246,333562
2022,1,3111071,천동초등학교,443035,60463,54461,63683,64477,76463,123488,132640,88437,46146,45624,67754,62434,62863,63027,63136,62772,63087,64245,63904
2022,1,3111070,천호초등학교,1502175,231942,181690,244361,225601,236914,381669,454991,321803,153827,146869,219676,205006,210026,208515,211248,208057,208636,223456,232235
2022,1,3111069,천호1동주민센터,2847926,504146,329618,430069,438439,424571,721082,858331,599136,300415,286657,421380,382008,401777,397481,406981,404909,398145,413029,425605
2022,1,3111068,강동성심병원,232613,15030,42439,50577,41197,37476,45895,62836,51155,26577,24476,34367,33201,33255,33233,33407,33978,34288,33112,31339
2022,1,3111067,강동구립성내도서관,2754968,332093,402050,461987,467651,445278,645906,801167,575152,292323,281891,426308,378126,386374,387048,389146,387568,384864,406326,413642
2022,1,3111066,암사동성당(효정하나플러스아파트),1113036,195376,138853,170290,174304,176628,257586,339796,236541,112620,106440,164099,153542,156961,152361,155234,154360,155382,165853,172888
2022,1,3111065,천일초등학교,611025,87935,77237,92257,87761,100163,165673,179240,126614,64809,63085,94618,82659,85240,85685,85677,84671,83803,91221,94727
2022,1,3111064,둔촌동역 4번,603485,98645,78094,80183,101216,99419,145925,191019,124742,60188,57393,86698,83444,85566,85049,85599,83942,85028,87821,90479
2022,1,3111063,강동구립 천호도서관,1455616,144178,226365,286024,207926,205080,386043,428974,308770,156023,149463,220025,192361,202233,204967,204242,201148,199358,216714,226953
2022,1,3111062,둔촌동역 3번(성내3동주민센터),872955,163969,104143,120133,155127,134510,195073,244523,179927,101832,99065,135153,112454,124005,124898,125970,124888,125274,122161,125757
2022,1,3111061,암사역 1번,3336378,515407,399346,507591,556269,521667,836098,976652,699542,357516,349665,513756,439247,467813,468468,469269,462812,463887,493203,510926
2022,1,3111060,암사역 2번(서울강동초등학교),3333806,569100,388592,520269,512460,516824,826562,904144,686250,367973,368801,554416,452222,470281,463425,467646,465754,467312,491740,507645
2022,1,3111059,강동역 4번(강풀만화거리),3532807,440131,485752,633393,558478,555025,860030,987562,725922,393029,392414,565060,468820,495447,498938,502097,496336,495768,519864,524359
2022,1,3111058,성내중학교,478737,88850,60182,68446,77810,73856,109594,152814,102338,50502,47679,64162,61243,69255,69100,69063,68669,68541,66694,67418
2022,1,3111057,천호공원(해공체육문화센터),986187,126970,117962,162116,135788,161685,281664,292351,199932,106958,107767,148907,130272,139944,140207,141253,139406,140317,141171,143888
2022,1,3111056,천호태영아파트,325150,28660,67070,66036,48033,45285,70067,76506,61461,38848,42778,64319,41236,44240,44332,44953,44757,46389,50540,49941
2022,1,3111055,선사초등학교,17256,3098,1927,2690,3100,2626,3814,4273,3499,2146,2203,2940,2195,2421,2464,2432,2457,2451,2556,2476
2022,1,3111054,암사역 4번(삼성광나루아파트),147792,26397,17051,25470,25123,21551,32201,36932,28917,17651,18167,26476,19650,20457,20772,20509,20644,20536,22217,22656
2022,1,3111053,성내천어린이공원(하니사랑길),1133900,181901,138459,186075,201377,171426,254665,315020,234081,131938,130140,174008,148712,166546,166154,165096,167670,165829,150404,152204
2022,1,3111052,암사역 3번(천호동자전거거리),1165205,173334,145108,225306,196390,171418,253651,333230,238200,127497,127781,183961,154538,165451,166018,165661,164338,165774,169073,168891
2022,1,3111051,천호역 6번,3000693,415741,397777,492764,462524,447621,784268,846127,612009,331478,327920,483856,399303,423426,422485,423072,419052,421077,441283,450298
2022,1,3111049,천호지구대(천호동자전거거리),1252683,154109,156927,237270,195593,205918,302865,312979,260568,157350,153610,211447,156730,177066,177881,178459,176724,177518,182892,182143
2022,1,3111047,마천1치안센터,373952,68123,37372,47528,58902,59400,102627,98917,77105,42976,44803,63499,46653,50963,51161,51170,50201,49939,58795,61727
2022,1,3111046,마천역(마천초등학교),2031413,308880,200600,268211,293900,337892,621930,607994,421139,213008,208658,307515,273102,286307,286105,285077,281812,282699,298895,310517
2022,1,3111045,개미어린이공원,282422,47177,29393,39644,43535,47123,75553,90920,57734,27913,26113,39629,40114,39951,40017,40352,39841,39498,41685,41077
2022,1,3111044,남천초등학교,1425440,208321,163157,200471,205285,236724,411482,393442,276398,160721,159848,240501,194529,201643,201889,202370,199861,199697,209196,210786
2022,1,3111043,마천공원,756412,111800,92213,103109,110050,132017,207223,203075,152602,85057,87935,126849,100895,106630,106638,106996,104872,105264,112039,113972
2022,1,3111042,거여역 1번(거여공원),1835977,259167,230916,281999,287226,314754,461916,525431,377348,195262,195227,291291,251421,259240,258982,259502,256459,254613,270555,276626
2022,1,3111040,거여초등학교,642265,113492,77716,99486,100330,108235,143005,154337,145602,80392,80884,103942,77107,90773,90773,90690,90777,88817,92730,97705
2022,1,3111039,벌말어린이공원,1021381,174318,123775,159217,155264,176714,232094,299307,211175,115613,108669,153452,133166,145807,145595,144312,144875,145111,146022,149659
2022,1,3111038,보인중학교,404220,81862,46087,55946,59912,64795,95619,74609,76822,61337,62002,81574,47877,60448,59660,61430,61649,61266,51655,48111
2022,1,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),243349,52701,25866,36642,39843,37947,50352,62062,49459,28349,28499,41979,33003,34364,34295,34372,34207,34290,35528,36295
2022,1,3111036,투구봉어린이공원,380605,72380,43731,52445,56127,62918,93006,107606,78421,40864,40490,62185,51041,52706,52761,53330,52475,52770,57421,59142
2022,1,3111035,오금공원(오주중학교),879488,139691,102947,128727,135967,152970,219184,302173,197442,85221,74429,105549,114677,125194,124696,125258,123096,123102,126813,131329
2022,1,3111034,오동나무공원(송파레미니스1단지),847741,176632,95060,125357,135323,142802,172568,232536,177584,98603,94095,134563,110357,119555,119536,120127,118919,119116,123247,127239
2022,1,3111033,문정동성당,46885,9048,4778,7975,7072,7433,10579,12939,10225,5443,5106,6924,6250,6655,6777,6626,6665,6609,6638,6917
2022,1,3111032,방이역 1번,427983,93188,46412,58007,64118,65643,100616,94108,88260,60810,60919,75661,48225,61888,61634,61660,62243,62023,60048,58487
2022,1,3111031,장지동주민센터(한림연예예술고교),982774,198926,127955,158473,152979,144498,199945,279437,206332,109994,103105,148901,135005,139442,139348,139421,140083,138631,140659,145190
2022,1,3111030,방이역 2번,1235619,258691,134318,169249,186036,197982,289343,295804,255275,156172,153656,217564,157149,173011,169786,171104,173219,172985,185433,190082
2022,1,3111029,오금역 4번,190553,39958,20875,26083,35452,28446,39738,50260,39641,22808,22378,30083,25384,27188,27399,27656,27945,27692,26311,26363
2022,1,3111028,문현중학교(장지역 1번),929655,160589,130662,200752,150376,127622,159655,209276,198008,122197,124523,165367,110283,133436,132381,134031,134342,134368,132109,128989
2022,1,3111027,문정초등학교,924634,133663,143952,180155,146775,143059,177031,268952,194238,100584,96289,140267,124305,130579,129593,131001,131003,130862,133770,137826
2022,1,3111026,문정역 2번,902337,139574,129911,201310,155816,130373,145354,229545,190437,114904,109433,146301,111719,129484,127890,128814,130590,130649,128102,126807
2022,1,3111025,경찰병원역 3번,989809,148343,134039,189965,171099,138624,207740,262057,209913,116450,116521,157668,127200,141195,139627,141705,141118,141407,140476,144282
2022,1,3111024,경찰병원역 4번(건너말공원),396141,48065,61027,75743,65303,63560,82441,96734,83454,51604,50641,65582,48126,58389,57846,58389,59229,58989,52639,50659
2022,1,3111023,문정역 1번,857392,95485,155113,179476,149790,126489,151040,206208,186636,117832,112887,136240,97589,128597,127170,127354,130881,128864,108634,105891
2022,1,3111022,석촌중학교(방이육교),384493,62874,49219,58312,63192,67349,83547,96317,80650,48656,48588,63498,46781,55353,55423,55955,55630,55569,53635,52927
2022,1,3111021,방이역 4번,2474376,582486,299178,344494,398364,348486,501369,501166,467325,322993,353896,525045,303954,349478,351856,350482,358168,360471,359993,343927
2022,1,3111020,방이동고분군(방산고등학교),231368,59812,23454,26251,35112,38639,48100,70634,46656,25279,24213,33903,30685,32994,32955,32711,33321,33294,33377,32713
2022,1,3111019,한성백제역 3번,1364796,232427,177229,249989,225647,188356,291146,404141,285887,143474,140629,208873,181791,193094,192947,194673,192558,193703,199009,198813
2022,1,3111017,송파나루역 3번,183727,28679,25929,35673,29851,26468,37126,53472,37535,19881,19702,28575,24562,26183,25955,26184,26351,26595,26201,26257
2022,1,3111016,송파역 2번,664869,141836,84606,108232,98986,97170,134040,164185,145935,88384,82948,103966,79453,96542,96413,95314,97176,96519,91489,91416
2022,1,3111015,석촌역 3번,2014305,345249,324803,418765,302726,267872,354890,531322,417749,240150,236971,327609,260504,285659,286093,290366,291568,290020,287685,282914
2022,1,3111014,송파나루역 2번,715736,90565,128062,160948,120880,91901,123378,204094,145508,78030,75166,118735,94202,101702,101486,102343,103060,103424,103058,100664
2022,1,3111013,송파나루역 1번(송리단길),2353587,302807,450424,524047,366511,293773,416025,638469,456037,277756,283662,403012,294652,328422,329025,335118,334249,336085,347387,343302
2022,1,3111012,석촌역 6번,1038203,158974,145035,222919,171934,142531,196811,282912,213582,121210,118348,166685,135465,147566,145825,147662,148006,148279,149167,151699
2022,1,3111011,잠실나루역,38164,7405,4280,5178,7250,5831,8220,7785,7830,5009,5362,7380,4797,5590,5556,5569,5713,5764,5219,4753
2022,1,3111010,석촌역 7번,1922217,223631,320303,447749,318532,239122,372880,541511,396316,217904,211601,302861,252026,267415,270677,272081,270828,270293,282000,288924
2022,1,3111009,송파책박물관,234152,36385,30881,48989,39010,30709,48179,65631,49544,26384,25743,36651,30198,32628,32735,33090,32524,32553,34832,35790
2022,1,3111008,석촌고분역 3번,754410,112675,106307,165938,127048,100102,142339,239331,163848,77610,71502,103125,98993,105846,105813,106330,104669,104770,111167,115813
2022,1,3111007,석촌고분역 4번,1259536,197498,191553,271367,212616,163942,222561,411096,266045,123337,115367,170257,173436,177610,177854,178900,177841,176232,182624,188474
2022,1,3111006,석촌고분역 1번,2376820,391432,352045,476888,398888,308251,449317,669414,495188,262836,256222,377154,316006,334623,335052,337664,337009,336856,345796,349820
2022,1,3111005,삼전역 3번,1474491,224876,213956,321582,243999,197818,272258,474972,323369,145317,131342,197320,202168,206568,208047,208767,206695,205587,216090,222734
2022,1,3111004,삼전역 1번,2334280,369647,345268,462698,395691,313580,447396,663881,486571,253945,248913,367386,313584,328302,328760,333304,332941,333900,339436,337638
2022,1,3111003,삼전역 4번,2138505,330576,309793,432624,353935,278269,433307,632215,453879,223871,213373,321323,293846,301298,298759,303237,298327,301053,312335,323499
2022,1,3111001,아래방죽마을공원(율현초등학교),50857,9058,5698,9400,9032,6884,10785,8720,10963,7278,8128,9771,5996,7235,7171,7229,7279,7295,7503,7146
2022,1,3110999,윗방죽마을공원,154658,23565,24791,38279,28362,17019,22644,43215,31491,16840,16627,24602,21883,21947,22049,22148,22261,22389,22200,21664
2022,1,3110997,대청초등학교,2180094,346911,289123,346860,342669,323298,531232,563438,458462,262896,253807,356468,285025,313065,311233,315547,315007,314017,305247,305978
2022,1,3110996,대치2동주민센터,763227,309796,65269,67735,141468,96567,82390,166467,147092,98506,106372,152422,92365,107935,107585,107018,110898,111125,111697,106969
2022,1,3110995,봉은사역 4번,581913,106213,63692,100140,112513,84694,114661,156001,131693,69111,66259,85182,73664,83560,84727,83510,84285,84115,80981,80736
2022,1,3110994,개포고등학교,439755,86708,41545,57647,77593,67318,108942,117679,101088,55833,52131,63228,49795,62865,62892,64087,63531,63303,62581,60497
2022,1,3110992,도곡초등학교,2019617,726351,226423,216984,362120,258616,229125,515365,394359,235382,246998,368379,259135,275481,276185,281596,282497,285384,312484,305991
2022,1,3110989,대치동아우편취급국,632049,123333,93524,123571,129056,86199,76367,132200,127923,99298,98243,113010,61376,93973,94177,96240,98129,97033,78355,74143
2022,1,3110988,청담역 3번,128211,16930,15838,24084,25043,18644,27673,23782,28873,18798,20458,22531,13768,18621,18026,17924,18813,18829,18053,17946
2022,1,3110984,포이초등학교(개포목련어린이공원),952631,193373,101469,171379,158593,142930,184887,339544,224927,95200,80375,102746,109838,135462,135055,137003,134902,135323,136084,138801
2022,1,3110983,국립국악고등학교,436972,86810,57134,60460,75686,74800,82083,114934,90950,54109,53895,69225,53860,63155,61827,63069,63441,62882,61163,61436
2022,1,3110982,강남구보훈회관,373557,72150,42533,67697,91377,45752,54049,102834,85866,44714,45040,53032,42070,52612,52208,53479,53342,52484,54410,55021
2022,1,3110981,국악고교사거리,415104,59878,57373,75804,79935,69872,72243,99408,82171,52848,53549,73362,53767,59148,59811,60635,60976,61286,57571,55678
2022,1,3110980,개포지구대옆,513628,72518,64961,86056,92607,84013,113473,135641,105535,62523,63707,79875,66347,75725,74461,75099,76038,75576,68687,68041
2022,1,3110979,청담초등학교,327912,45382,42360,62480,64959,46512,66219,77846,73675,45760,44763,50490,35377,46289,47801,47508,48693,48898,45880,42845
2022,1,3110976,언북초등학교,651122,62842,116959,152127,134064,84130,101002,163604,135152,89050,83723,102923,76671,89552,92805,94116,96421,97689,94440,86098
2022,1,3110975,매봉역 1번,274529,32520,41816,47634,42975,48828,60755,52773,57154,42159,41813,51503,29127,40661,39965,40211,41207,40650,36392,35441
2022,1,3110974,언주중학교,426787,72862,68901,87962,85147,50302,61612,115930,90385,52771,51578,63681,52441,61697,61604,62333,63088,62161,58067,57837
2022,1,3110973,강남구청역 4번,1133377,176505,170350,232917,244793,148875,159938,226468,243150,175336,170498,197046,120877,167491,168006,171019,176564,172800,142893,134602
2022,1,3110972,강남세브란스병원미래의학연구센터,354565,48816,58001,72305,70169,48175,57101,98305,81216,47090,42675,45692,39587,52098,51236,51972,52588,52294,46827,47549
2022,1,3110971,선정릉역 4번,803559,45806,162780,238288,158493,95666,102527,214154,180066,106738,101484,112857,88260,119077,117667,118583,121662,119880,103810,102879
2022,1,3110970,학동초등학교,350891,44019,62164,84297,68650,39986,51777,78697,72571,50405,50027,58350,40840,52820,52432,53007,54415,53698,42976,41544
2022,1,3110969,베르사이유1아파트,766363,51701,161634,222012,169026,84895,77096,145765,170901,126862,127154,121993,73687,120792,119110,119067,126393,121976,82281,76744
2022,1,3110968,강남구청역 2번,295260,33666,56150,70904,61210,35645,37682,49895,60990,50569,51628,54544,27635,45114,44983,45615,47748,46837,34026,30937
2022,1,3110967,역삼역 8번,673492,36479,149969,192056,141678,80140,73171,141161,144654,105664,100491,111100,70426,101250,101770,102660,106969,104967,78514,77363
2022,1,3110966,논현2동주민센터,1580844,131761,306027,386245,325132,200729,230950,278055,323392,262641,263397,295459,157900,237363,238313,241440,254283,249958,191426,168059
2022,1,3110961,언주역 3번,725302,70035,137048,182736,144856,90301,100326,146462,155183,115583,114151,120123,73803,110898,108899,111019,115794,113057,85466,80169
2022,1,3110959,신구중학교,48944,5520,8795,11293,9581,6035,7718,4913,9574,9829,10335,10515,3780,7016,7139,7114,7612,7717,6674,5673
2022,1,3110958,역삼역 4번,561770,25406,133139,160676,112027,68105,62419,73693,118712,109544,110202,104412,45208,89754,88170,88199,94679,92363,60181,48425
2022,1,3110957,언북중학교,844555,60484,164213,235940,179601,91870,112447,163524,182450,143311,138619,136459,80190,130531,129316,130375,138301,135520,94014,86495
2022,1,3110956,언주역 8번,349522,18713,84354,102508,64656,37369,41923,68680,73955,55030,55195,59453,37210,51111,50404,51816,53216,52779,46527,43669
2022,1,3110955,논현초등학교,2923300,193137,682092,833873,548816,300106,365276,757203,656302,368279,357254,442527,341734,421609,416993,423460,428327,425248,407349,400312
2022,1,3110954,국기원,410826,49853,155743,94936,52786,30684,26822,35557,56057,72011,89887,124393,32921,56350,56329,57326,59747,64433,66096,50545
2022,1,3110953,학동근린공원,406338,23971,89880,110337,79319,50447,52383,62599,85722,73618,75628,72334,36437,63258,62675,63263,67326,65466,44188,40163
2022,1,3110952,논현목련공원,241082,17880,59324,60291,43563,27504,32520,70360,53127,27343,26553,33927,29771,34621,34076,34530,34781,34469,33752,34851
2022,1,3110951,신사은행나무공원,532080,45088,115525,143417,104408,55162,68480,124708,103297,73275,76494,91323,62983,77974,78178,78924,81669,81951,69208,64177
2022,1,3110949,한남IC,349095,37176,71453,79981,67546,47853,45088,65156,67043,56952,59391,67820,32734,50599,50592,50761,53163,53845,47985,42149
2022,1,3110947,청계산입구역 2번(내곡동주민센터),37980,7062,3047,6365,6897,5960,8649,6429,8541,6173,6120,6845,3873,5450,5573,5608,5545,5591,5210,5004
2022,1,3110945,본마을노인복지센터(서초구립내곡도서관),31170,4797,3191,5848,5887,4696,6751,5587,6426,4304,4510,6541,3801,4199,4155,4259,4308,4433,4939,4878
2022,1,3110943,법제교육센터(버들어린이공원),505905,63271,70368,114798,97073,72822,87571,114058,104119,67486,66043,87978,66221,74362,73742,73555,76478,76144,66284,65337
2022,1,3110942,염곡동 구룡사(포이동성당),1785549,218579,247471,404311,350441,255678,309069,513122,394811,208469,198580,250406,220161,260164,257960,259975,262525,261191,241231,242504
2022,1,3110940,양재근린공원(양재2동주민센터),362731,49394,53405,78800,69173,52199,59759,73503,77744,53744,52358,64253,41130,54354,53902,54211,56513,55255,45487,43008
2022,1,3110939,양재역 8번(양재동우체국),1924173,211771,294936,436697,334946,251960,393863,426456,403755,276385,274546,331227,211806,285810,284574,288725,295841,293208,243648,232367
2022,1,3110936,더케이호텔(양재리본타워2단지아파트),192389,33793,23461,34397,43352,26576,30812,42715,42231,26502,26518,31738,22687,28260,27880,27961,28395,28301,26234,25357
2022,1,3110935,한전아트센터,537236,87533,77980,97868,111960,74841,87056,128234,117043,74645,71167,85517,60629,78637,77154,78565,80907,79659,71934,70380
2022,1,3110934,우면주공아파트,441247,70265,44417,75804,82898,55618,112244,118332,99948,58600,56893,61296,46176,65222,64886,64475,65403,63614,57807,59840
2022,1,3110932,서울시인재개발원,239800,45050,25709,43004,50905,34180,40952,46217,54218,39139,38046,38741,23438,36664,36323,36394,37462,37208,28631,27118
2022,1,3110931,삼성전자서울R&D(서울우면초등학교),20789,3494,2014,4677,5485,2408,2711,3094,5048,4053,3805,3387,1402,3312,3391,3373,3581,3390,1964,1780
2022,1,3110930,서초동성당,591716,115328,75359,96774,118033,81047,105173,155301,130092,72914,70771,89021,73614,85487,84961,85388,87227,87394,80979,80280
2022,1,3110929,남부터미널역 1번,1548382,291376,185296,256576,305409,209264,300459,432472,326938,175292,172407,233438,207835,223151,221758,222212,225394,225809,215280,214775
2022,1,3110926,신중초등학교,1122465,263016,147756,161635,213426,146972,189665,299378,242182,141911,136543,165164,137288,163272,164686,164946,168498,165189,147736,148140
2022,1,3110925,서초중학교,613786,120757,82027,86830,111205,90676,122293,203462,139869,63824,56037,73576,77016,87021,87461,87503,87407,86185,87817,90390
2022,1,3110924,반포4동주민센터(몽마르뜨공원),448208,82875,49865,67458,85033,66462,96515,104501,97711,61406,61636,71194,51761,64677,64704,65185,66529,66187,61300,59627
2022,1,3110922,내방역 1번,874396,139823,111224,154680,139664,118457,210547,242137,189254,102660,101064,132209,107069,124621,125467,125610,125277,125540,123960,123921
2022,1,3110921,서울프랑스학교,467622,114953,47160,55403,92365,66775,90968,146127,107255,52762,48817,60381,52279,67437,67492,67006,67913,67304,65551,64922
2022,1,3110919,내방역 8번,680565,112149,87088,98926,124166,112269,145968,195342,142433,77256,75267,103135,87134,97342,97441,97776,97888,97430,96051,96638
2022,1,3110918,방배역 3번,1079318,181323,164629,192278,187340,138676,215072,296441,230161,127274,124027,168241,133176,155982,157045,158839,158926,157059,146625,144844
2022,1,3110917,서초소방서,116101,23389,9396,16276,20988,19179,26872,37294,25419,12123,11297,15067,14899,16508,16398,16542,16385,16221,16951,17095
2022,1,3110916,내방역 4번,844869,162077,116654,153038,148432,111260,153408,190050,175336,113696,114023,148790,102974,124436,123157,124343,125909,125672,111780,109572
2022,1,3110915,서래초등학교,195378,41970,17502,25818,35494,31960,42637,39554,40986,26899,27689,36749,23502,28048,28164,28032,28348,27977,27527,27282
2022,1,3110913,방현초등학교(방배119안전센터),887405,164948,105495,113722,150110,146765,206366,277028,199893,97826,88752,112721,111185,128709,129086,130135,130795,129410,120031,119240
2022,1,3110912,방배동사이길,220089,49910,20327,28498,40809,31851,48692,33407,46124,34573,36369,45340,24274,31844,31575,31618,32121,31920,30986,30024
2022,1,3110910,내방역 5번,358519,70537,44558,60771,69096,46364,67191,104853,74919,40002,37460,51861,49422,51184,50584,51836,51700,51386,50620,51208
2022,1,3110908,구반포역,23636,4005,2790,2930,4604,4099,5208,2384,5383,4458,4620,4960,1830,3450,3558,3515,3640,3651,3176,2646
2022,1,3110907,방배초등학교,873084,182620,105968,125074,149389,127396,182636,232562,181747,102813,100490,142385,113087,123381,121974,123294,123844,124301,126221,130069
2022,1,3110906,서문여고,577893,129176,64644,77626,108918,81827,115702,146929,115285,70973,74265,96851,73590,83125,82904,84405,84936,84514,79500,78508
2022,1,3110905,방배노인종합복지관(이수중학교),451390,84041,55115,70470,72141,60619,109003,148944,104501,44922,40891,57587,54545,62475,63531,63137,62137,61745,67889,70475
2022,1,3110904,이수역 5번,249590,42313,34244,47390,42453,37167,46026,33696,48798,41915,45540,53081,26561,36680,36077,36658,37392,37077,32940,32767
2022,1,3110903,방배아이파크아파트,841182,197584,95011,97787,161118,119662,170021,236406,173591,100151,95406,127939,107690,121122,121805,122723,122315,123354,116303,113561
2022,1,3110902,사당역 4번,2338048,272400,437341,419825,318077,327626,562778,645786,494903,260508,257355,375438,304058,327037,329199,329420,326244,327493,346213,352443
2022,1,3110901,인헌고등학교(인헌중학교),1145970,144524,214258,220581,167119,156446,243041,338773,233602,117977,114342,176993,164282,158652,158521,161032,158874,158217,171813,178860
2022,1,3110900,낙성대역 1번(관악구민 종합체육센터),1918266,202573,504425,415662,262043,197079,336484,557303,403427,197148,193930,300524,265933,267997,267729,269777,268719,269913,283560,290572
2022,1,3110899,낙성대역 5번(관악중학교),918722,75030,264664,225656,117700,85486,150184,295507,198535,88815,81780,127039,127044,127250,126676,128741,127927,127598,136906,143626
2022,1,3110897,서울대입구역 8번,1545761,150508,439393,338305,188467,162126,266962,469216,319624,162461,159207,227852,207403,216101,215352,215523,214096,216258,232584,235845
2022,1,3110896,관악우성아파트,195907,28421,29033,30873,28856,25761,52962,46883,38997,24600,25356,34640,25431,28047,27815,27886,27957,28343,28081,27776
2022,1,3110895,샤로수길,3993334,483746,1258959,762790,497220,402736,587883,943454,783176,484027,490263,770240,522173,554888,552367,561095,563201,570504,594608,596671
2022,1,3110893,관악소방서(문영여고),83776,13596,18991,15229,10589,10635,14735,30767,19504,7585,6188,8413,11320,11962,12011,12384,12429,12161,11454,11374
2022,1,3110892,관악구 중앙길,4758955,490536,1208523,949573,637684,570914,901725,1288079,966765,525692,533990,800130,644299,665655,665139,670953,669712,672902,707733,706861
