year_code,quarter_code,commercial_district_code,commercial_district_name,total_foot_traffic,age_10_foot_traffic,age_20_foot_traffic,age_30_foot_traffic,age_40_foot_traffic,age_50_foot_traffic,age_over_60_foot_traffic,time_00_to_06_foot_traffic,time_06_to_11_foot_traffic,time_11_to_14_foot_traffic,time_14_to_17_foot_traffic,time_17_to_21_foot_traffic,time_21_to_24_foot_traffic,mon_foot_traffic,tue_foot_traffic,wed_foot_traffic,thu_foot_traffic,fri_foot_traffic,sat_foot_traffic,sun_foot_traffic
2023,3,3110506,연희임광아파트,200415,16241,50051,42767,32263,24644,34449,40085,42325,27116,28216,38500,24172,27735,27970,27757,28021,28339,29911,30683
2023,3,3110505,홍남교남측,37664,3956,4362,6523,7456,6106,9259,6963,8562,4894,5589,7210,4443,5141,5054,5219,5181,5266,5742,6058
2023,3,3110503,명지대학교교회,1593054,281040,464676,203682,179175,194791,269692,445722,343304,190721,180329,232289,200692,233188,234540,232954,227530,222137,214838,227868
2023,3,3110502,남가좌파출소,1681486,244095,253275,258411,286561,242062,397083,457028,343158,181143,188312,280847,230999,237862,238471,235815,238616,234746,246265,249707
2023,3,3110501,연희어린이공원,193330,14574,38550,42652,35017,25465,37072,50646,42969,22598,22977,30782,23359,27183,27404,27385,26918,27295,28363,28781
2023,3,3110500,남가좌동현대아파트,68121,13746,4651,10312,13169,10260,15985,10812,11837,10222,11921,15909,7421,9190,9183,9168,9636,9365,10719,10861
2023,3,3110499,연가초등학교,2217366,370372,426060,301815,303796,316928,498393,678443,486433,236819,223193,309556,282922,316023,315167,312695,311466,307568,316611,337836
2023,3,3110498,증산역 1번,1772449,194019,237426,271139,300566,277662,491637,468397,343222,194641,202727,314319,249141,248840,248488,248184,249012,249665,261434,266827
2023,3,3110496,모래내우체국,788976,122484,93953,110800,127536,115624,218578,191184,145710,90792,101378,152134,107776,111709,109979,109950,110262,110945,117604,118526
2023,3,3110495,북가좌2동주민센터,1005938,144644,128084,153904,171656,147920,259728,302151,208120,101972,100215,154688,138791,141450,139924,139841,140496,139801,149005,155421
2023,3,3110493,북가좌초등학교,290311,53888,32701,36654,50041,46835,70193,58526,54211,32842,34649,63393,46690,40431,40912,40829,41073,40979,42106,43982
2023,3,3110491,불광중학교,62218,11801,5969,6736,9265,10307,18138,19299,13379,6377,5951,8948,8263,8385,8760,8541,8783,8946,9426,9375
2023,3,3110490,녹번동근린공원,566909,70711,80826,89022,90706,92182,143461,170731,119202,59696,58936,82379,75965,81732,81114,80543,80437,79577,79339,84166
2023,3,3110489,불광역 3번,485858,37602,79985,87967,74603,84488,121212,123901,101626,56474,57976,81021,64862,70687,69390,69406,69399,68915,68689,69374
2023,3,3110488,우리은행응암동지점,378238,57941,48127,61277,67446,60685,82762,78219,76102,48390,48826,76782,49917,53984,52783,52656,52391,52672,55411,58338
2023,3,3110487,불광역 8번,136156,13340,21159,20192,18340,22018,41107,20816,24899,21121,23405,30784,15132,19280,18982,19270,19126,19067,20485,19946
2023,3,3110486,은평구청,656516,106863,89430,104924,113119,102642,139539,158143,126640,78202,81434,121380,90718,96924,96104,96486,95437,95298,89034,87231
2023,3,3110485,연신내우체국,458754,64469,58909,60836,62873,77349,134317,143919,96438,46375,44430,64420,63171,63394,66084,65651,65952,64476,65738,67458
2023,3,3110484,역촌역 3번,1499630,176461,209492,240890,217278,242863,412647,453949,310788,155769,150610,224316,204198,210453,209218,206584,208587,209188,222013,233587
2023,3,3110483,연천초등학교,614060,84529,79635,85317,88310,93718,182550,208964,127359,57083,53588,80684,86381,87630,87253,86460,86004,86250,89131,91332
2023,3,3110482,연신초등학교,358163,57437,42368,45282,53396,61146,98534,110021,75442,35709,33161,52311,51520,51357,50938,50738,51468,50925,50475,52263
2023,3,3110481,불광역 7번,3432912,487794,481588,649807,561631,496654,755440,1019013,717795,356190,354059,521050,464805,490264,488691,485753,484949,478967,494901,509385
2023,3,3110480,연신내역 3번,254499,31345,37741,38271,33644,41200,72301,62315,51175,30591,32567,45077,32775,35906,35511,35132,35057,34885,38074,39933
2023,3,3110479,연신내역 2번,1158932,163513,133429,151975,176007,189739,344269,308460,238517,133240,135385,191566,151764,162723,160587,159003,162606,162387,172707,178919
2023,3,3110478,응암1동주민센터,300506,45990,34404,42225,53955,47527,76406,85622,59241,31296,32198,49227,42923,43391,42285,42200,41987,42118,42940,45585
2023,3,3110477,은평세무서,388542,59345,49042,53492,65868,64238,96558,89843,78828,50880,50773,70529,47689,55458,55176,54860,54699,54842,55768,57738
2023,3,3110476,역촌역 2번,136078,14195,16072,19832,20927,28086,36965,27546,24448,16320,17819,28992,20953,19226,19192,19289,18973,19513,20147,19737
2023,3,3110475,백련산해모로아파트,610099,124992,58970,92905,112760,85961,134513,200476,125211,57635,54727,85517,86534,87887,85503,85099,85323,84856,88029,93403
2023,3,3110474,세명컴퓨터고등학교,905678,115827,144909,146623,129054,139208,230059,274437,188372,91550,88915,135254,127149,128863,126901,126810,125683,125274,132360,139786
2023,3,3110473,구산역 1번,1783645,285009,229213,264601,285312,273920,445590,491070,367621,202045,197836,290650,234423,252962,251673,250731,249712,250338,261213,267017
2023,3,3110472,연신내역 4번,1573945,167142,305857,260565,226905,234162,379315,412399,312382,178105,180585,278976,211497,220863,220493,220353,218698,220807,236851,235883
2023,3,3110471,응암동우체국,1463740,257018,141159,236431,292825,200274,336035,490899,307058,133428,125675,198494,208188,206626,209184,205254,206491,204820,210441,220926
2023,3,3110470,신진과학기술고등학교,622242,126232,67372,106759,114240,79656,127986,173759,125277,68084,68090,103178,83858,87836,87215,86716,86580,85687,91967,96241
2023,3,3110469,응암정보도서관,1642116,257015,218936,214660,247680,263294,440529,450701,338181,192156,184895,261673,214509,231224,233801,230378,231190,229448,236964,249110
2023,3,3110468,응암역 3번,3188055,434508,428078,540802,558239,513183,713245,882513,623221,346551,360181,546264,429325,448976,442352,443751,443570,445619,483860,479929
2023,3,3110467,은평요양병원,499061,54574,70377,79020,77835,81438,135818,116542,99859,61882,63711,93074,63995,69368,68007,68315,68641,68728,76332,79670
2023,3,3110466,구산역 2번,1011840,139592,138113,158714,153575,167330,254515,309881,206779,103875,101186,152520,137599,143153,142347,141533,141379,141182,148108,154137
2023,3,3110465,연신내역 7번,1420252,198694,245469,218802,210517,207176,339595,307189,271979,175720,190958,281936,192470,203612,201673,203700,201361,204366,206849,198691
2023,3,3110464,연신내역 5번,456726,73306,84605,67053,68521,69460,93781,129904,88379,46944,46655,77595,67248,63817,62963,63796,63919,65550,68512,68169
2023,3,3110463,응암3동주민센터,682708,78387,90608,109498,110022,105820,188371,153613,136075,79498,82991,131381,99149,97582,98099,97937,96923,96977,97314,97877
2023,3,3110462,갈현건영아파트,570715,51368,79174,88447,76204,97621,177899,186875,123140,56509,52243,76222,75726,80832,80118,77304,78303,77775,84259,92126
2023,3,3110461,새절역 2번,247885,24971,34209,38091,40098,40266,70251,37389,50013,35603,37885,55531,31464,35635,35792,36381,35650,35735,34840,33851
2023,3,3110460,구산역 4번,1536131,224371,217153,210652,255590,239875,388491,434779,307498,162593,169375,255923,205963,217094,216431,213094,211648,214276,228107,235480
2023,3,3110459,응암역 2번,1059787,183993,145109,144385,172834,162847,250619,263641,210261,122459,128114,191812,143498,150701,148555,148593,148176,148033,153508,162220
2023,3,3110458,선일여고,958016,210670,120427,133610,146036,138346,208927,268500,206607,107703,103724,145118,126363,138428,138721,137482,136556,134918,132548,139364
2023,3,3110457,예일여고,714496,135371,93351,97494,104326,114894,169064,198483,149098,79575,77876,112655,96811,102412,101586,101214,101026,102346,102638,103277
2023,3,3110456,구산보건지소,1547673,334000,205965,199102,232343,224153,352110,458436,332897,171962,160707,225074,198597,218653,218727,217226,217364,216362,222118,237222
2023,3,3110455,역촌노인복지관,1622663,336440,203284,196906,259350,243575,383110,509600,334859,160821,153782,238522,225080,230749,229046,226848,227934,225955,235819,246314
2023,3,3110454,선정중학교,1298152,270257,156651,171414,217831,181694,300306,421603,287139,127430,111514,169356,181109,188538,187360,184296,185962,182581,179532,189885
2023,3,3110453,신사1동주민센터,1766614,243267,248486,287642,288592,263130,435495,547254,357195,168330,168429,270450,254959,250269,249440,247842,248200,248636,258857,263370
2023,3,3110452,새절역 3번,750621,105427,98802,110431,114584,114589,206788,178392,155358,90861,92203,137250,96557,106897,105433,105535,105636,105761,109078,112280
2023,3,3110451,증산역 4번,1062486,133776,144384,161316,152467,169779,300764,324398,223531,105610,100941,158445,149561,150939,148831,146926,149774,147886,155574,162558
2023,3,3110450,시립서북병원,1622868,329791,188469,208549,250134,255210,390714,481936,347338,165515,170196,240483,217403,229380,228384,227789,227313,225474,236072,248457
2023,3,3110449,증산역 3번,845969,127229,101241,122148,135579,133889,225885,260822,177302,86666,83538,123284,114358,121003,120503,119016,119918,117883,121950,125694
2023,3,3110448,상신초등학교입구,413121,57839,44894,63807,71270,63887,111424,104382,79645,43687,50907,78731,55767,55099,54947,54028,54323,54730,67155,72839
2023,3,3110447,구산초등학교,492245,82451,51012,57559,74608,77436,149178,140000,95385,48694,53671,84296,70198,67857,67478,66989,67389,67055,75602,79873
2023,3,3110446,내를건너서숲으로도서관,124309,25155,10889,17094,20043,20490,30639,30439,27027,16363,16333,19907,14237,18152,18075,17284,17118,17119,17632,18930
2023,3,3110444,수색성당,217851,28810,25303,39218,36994,36230,51293,59534,45688,22844,23451,36290,30045,30528,30493,30014,30599,30255,32294,33670
2023,3,3110443,수색역 1번,139211,18097,16756,25308,26482,25393,27175,36854,29858,16617,15842,21878,18161,19696,19442,19531,19763,19475,20599,20705
2023,3,3110442,화랑대철도공원,120002,33196,17104,9609,20235,16209,23650,24504,26373,18132,17646,21290,12058,16367,16554,16217,16092,15850,18633,20287
2023,3,3110441,영신여고,715220,218864,72983,55378,132459,123136,112401,173072,145951,92269,92604,125691,85636,100175,99250,99172,98972,97933,107133,112585
2023,3,3110440,상계3동4동주민센터,278893,29485,29255,29769,39423,53486,97477,63352,57674,34818,38626,50401,34021,38978,39599,39490,39870,38961,40942,41054
2023,3,3110439,당고개역 5번,1020308,102236,114630,115744,144060,192203,351434,321193,211751,100267,95457,149305,142335,143364,144354,142614,142716,143337,150058,153864
2023,3,3110438,경춘선숲길 우측,1491563,212098,418271,187007,181082,179640,313465,392999,293568,167267,171643,262284,203802,211931,212143,211073,209650,208036,217579,221150
2023,3,3110437,당고개역 2번,1156349,147598,113905,129693,173611,212950,378593,191686,227011,159159,173022,256690,148781,164785,160765,158407,158552,158219,174339,181282
2023,3,3110436,상계제일중학교,479510,95516,51128,43259,71271,79957,138379,141206,93515,51828,51539,74163,67258,68422,68099,68165,67596,67611,69706,69911
2023,3,3110435,서울과학기술대,96951,15154,24002,13364,12765,12619,19048,27760,20244,11055,10581,14231,13079,14237,14500,14389,14219,13774,12631,13201
2023,3,3110434,태릉입구역 4번,496393,58716,113321,71430,63379,68385,121160,140951,102871,53288,52945,81055,65284,71149,69661,70076,70153,69642,71708,74004
2023,3,3110433,공릉역 2번,1330840,179788,392540,173484,157122,153253,274653,438431,270418,125346,118242,191332,187072,188693,188881,186987,185887,186204,193881,200305
2023,3,3110432,대진고등학교,430464,74426,88481,47138,60977,67238,92204,102926,89803,61561,59460,69720,46995,61890,61876,62662,61382,59691,60895,62066
2023,3,3110431,상계역,494396,80490,61469,53449,73400,87302,138285,69813,86018,73018,82182,124833,58532,67018,67108,67063,67239,67839,79381,78747
2023,3,3110429,공릉동 국수거리,2016679,280721,331319,289037,308483,308129,498989,492434,412152,243845,247922,357269,263056,286911,286441,286002,285124,286196,293087,292917
2023,3,3110428,상계5동주민센터,3490847,529707,405060,400950,474358,580309,1100464,1061530,698616,351139,354948,539287,485327,492062,489007,484141,485978,488290,512708,538663
2023,3,3110427,노원 을지대학교병원,104594,15465,15937,13668,14925,18423,26175,20171,21519,15678,16378,19360,11489,15139,14996,15282,15161,14614,14841,14562
2023,3,3110426,상계2동주민센터,1589500,262832,198751,176328,217921,278012,455655,399578,314287,185801,194175,287891,207767,218860,217803,216306,218690,218668,243191,255983
2023,3,3110425,계상초등학교,805262,108135,89531,83337,117721,149019,257517,158945,154695,109175,118803,165687,97957,111577,109398,111316,112164,112377,122277,126153
2023,3,3110424,상계초등학교,2295760,342562,288330,269543,305816,394375,695133,620018,478112,265109,264304,370300,297918,324175,322642,323267,323008,321679,336449,344537
2023,3,3110423,석계역 2번,295368,38784,46632,40647,45270,43440,80595,64495,56886,35035,39173,60250,39530,41359,40778,40683,41024,41436,45160,44930
2023,3,3110422,노원역 9번,859342,139047,132308,116610,124669,141065,205642,192123,165292,111763,115414,164727,110020,120061,120191,120653,119963,121514,128198,128763
2023,3,3110421,석계역 1번,358767,44550,60883,44770,55605,50759,102201,72695,67198,44464,49839,77054,47519,49890,50497,50106,50131,50884,54445,52814
2023,3,3110420,광운대역 1번,466627,77692,124044,51984,58509,55413,98984,101763,94804,62143,62540,86404,58971,67971,68114,67726,66544,65196,64625,66449
2023,3,3110419,수락산디자인거리,843839,132919,84853,87735,114294,159275,264765,177714,165712,112256,113420,166833,107903,117656,117321,116300,117070,115770,127641,132081
2023,3,3110418,광운대학교 남단,803360,164662,229999,95146,94189,79258,140105,197101,172628,113566,104291,121842,93930,121251,123030,122767,118001,113234,102075,103001
2023,3,3110417,월계역 3번,386805,69139,61896,50697,56327,54070,94674,144825,83728,30028,26628,44759,56837,55934,56025,55755,55086,54169,53610,56226
2023,3,3110416,노원초등학교,903699,177442,92295,101435,121836,138970,271721,185879,169136,124715,132427,183643,107896,124108,123231,122527,125133,124233,139489,144979
2023,3,3110415,수락산역 4번,1970098,312041,221281,242026,283720,319316,591712,495729,389822,233849,243624,354497,252576,271424,271140,271090,271767,272254,299534,312888
2023,3,3110413,누원고등학교,94149,15928,9447,11108,12472,15364,29831,20414,18256,12408,13253,18866,10952,13249,13092,13083,13227,13527,14094,13879
2023,3,3110412,창동중학교,147592,31360,15467,18053,21322,24631,36757,31955,31544,19718,19598,26322,18455,20791,20796,20855,20808,20660,21530,22156
2023,3,3110411,도봉역 3번,559399,66512,58101,76898,83815,94736,179337,124472,115850,70865,71602,104242,72368,79760,78634,78948,79360,78918,80048,83731
2023,3,3110410,방학역 2번,652390,93203,84303,89191,100675,108788,176231,124735,126744,91365,97228,133614,78704,93514,92186,92961,92359,92201,94331,94839
2023,3,3110409,창동역 2번,565940,89334,66958,79625,82862,94508,152650,117705,108899,72759,80659,117252,68667,77737,76784,76724,77151,77272,89518,90753
2023,3,3110408,가인초등학교,363175,56325,45388,52464,50296,58732,99970,72854,72449,48615,51811,73108,44339,49691,49195,49058,49167,49258,56764,60043
2023,3,3110407,도봉역 2번,1073247,104813,110661,126376,151444,188526,391428,301487,223492,119905,121080,168910,138371,150847,152062,150014,151804,150925,156035,161560
2023,3,3110406,도봉산역 1번,187401,21947,17204,19185,23068,32993,73006,38806,42242,23511,25335,35450,22057,25272,25688,26039,25849,25820,28831,29903
2023,3,3110405,방학역 1번,1426862,146172,163181,168261,197520,269476,482251,388851,285871,159065,161894,239391,191789,201909,200153,198299,199503,198859,209017,219122
2023,3,3110404,신창초등학교,3366641,533895,377749,356220,538003,599167,961607,1039483,692283,339651,327602,496539,471082,474597,473462,469412,473786,472503,487637,515243
2023,3,3110403,방학1동주민센터,1251342,136498,142501,157750,192489,241256,380846,319217,244486,146938,159217,221134,160350,173544,172930,172150,173434,173897,192481,192905
2023,3,3110402,도봉구 정병원,651683,78107,73744,83941,95373,126638,193877,152659,133818,80547,83792,116972,83895,91067,90543,90184,90476,91148,97986,100279
2023,3,3110401,도봉구민회관,158725,26136,19764,23855,22791,24463,41715,30464,31991,21331,21943,32561,20436,22647,22247,22263,22080,22175,23168,24146
2023,3,3110400,도봉구보건소,1278784,171297,164309,183852,183807,215742,359774,320558,263944,155390,157872,216734,164286,181175,181269,180034,181374,181583,185616,187736
2023,3,3110399,창2동주민센터,1825425,304119,240155,270385,278628,275785,456352,561023,384229,185029,177973,268597,248575,258801,257295,254693,258719,255501,263935,276482
2023,3,3110398,쌍문2동우체국,867785,146303,105018,118575,126207,134265,237416,234257,170603,98627,100970,147393,115935,123665,122969,122389,122181,122664,126914,127001
2023,3,3110397,도봉산입구,1465791,182868,139918,155927,188816,253777,544486,383893,298177,173261,178750,242736,188973,204637,202319,202113,205937,205019,216978,228787
2023,3,3110396,쌍문역1번(쌍리단길),900805,111880,124826,138327,122908,151698,251166,231507,196473,109327,105869,144708,112922,128502,127506,128081,126950,127826,127270,134670
2023,3,3110395,신한은행 방학동지점,350158,50342,36353,43645,47050,63759,109007,91662,67443,39486,41030,61348,49187,49482,49450,49450,50223,49948,50748,50858
2023,3,3110394,방학중학교,1108758,117177,113496,122162,169503,214458,371963,292177,216913,125690,130742,192134,151105,156272,154773,153734,156783,154192,165447,167558
2023,3,3110393,국민은행방학지점,41786,6603,4201,4878,5282,6961,13862,6842,7545,6080,6851,9559,4910,5731,5663,5689,5750,5718,6526,6710
2023,3,3110392,발바닥공원,99160,16943,9000,11380,14817,16748,30274,19162,18764,12649,15864,21316,11406,13557,13153,13049,13315,13240,16430,16419
2023,3,3110391,샘말어린이공원,486772,65778,51353,55574,71041,77484,165540,144410,101568,52193,51639,74160,62802,67939,67304,66958,67012,66912,73144,77501
2023,3,3110390,방학초등학교,561669,95438,53107,64220,72575,92112,184216,124939,107958,74071,73601,108425,72673,78545,78669,78207,79082,78519,82711,85937
2023,3,3110389,한일병원,384227,40812,57750,60326,56826,61669,106844,68218,75111,54407,59274,82243,44973,53541,53037,52361,53351,53183,58597,60159
2023,3,3110388,도봉우체국,775243,141176,88593,100975,111585,116749,216165,236145,162618,78193,77370,115184,105731,108442,108325,107637,108306,107161,114166,121208
2023,3,3110387,쌍문초등학교,1564115,288219,190831,183323,232361,241538,427842,438209,312334,169520,172331,259550,212174,219417,218498,216088,218754,215941,231381,244035
2023,3,3110383,덕성여대시반거리,74722,10735,14163,7839,10873,12055,19058,11104,14920,11953,11844,16181,8721,10900,11147,10793,10684,10436,10503,10260
2023,3,3110382,솔밭공원역 1번,554969,98630,90987,64608,73321,78865,148557,117284,121553,81693,80263,92378,61798,81609,81652,81058,81139,76203,74709,78604
2023,3,3110381,번동주공2단지,427676,57562,40078,45633,62292,66296,155816,92567,90701,58142,60262,78212,47792,60708,59758,59328,59873,59515,63135,65360
2023,3,3110380,강북문화정보도서관,651092,94273,83012,87555,91391,96858,198002,204145,136219,66068,63538,96051,85071,91526,89862,88820,89410,90374,98231,102868
2023,3,3110379,KT&G 북부지사,155702,23335,16262,17698,22285,26268,49855,24414,33561,21955,21502,35997,18273,20920,20606,20589,20813,21288,24774,26715
2023,3,3110378,송중동주민센터,740185,107856,99314,105276,117116,116151,194472,220431,148017,72027,73044,118523,108143,105601,105951,104337,105051,105700,105806,107739
2023,3,3110377,미아사거리역 3번,820219,129189,118508,110434,127179,134404,200506,159806,162853,121220,121316,158865,96158,118352,117022,118372,117043,118303,118924,112202
2023,3,3110376,수송초등학교,3058776,403879,482887,412569,473131,496499,789813,931304,615669,310744,309632,465761,425668,434887,434788,430832,434334,430264,439219,454454
2023,3,3110375,서울북부고용노동지청,650222,93274,82057,75982,102650,110726,185532,165371,133512,76623,76473,112184,86061,90890,91079,91194,90738,90865,94622,100834
2023,3,3110374,송중초등학교,2636939,390454,306516,329282,410494,459686,740506,741031,553138,301405,289597,408373,343396,378686,380044,376851,376694,372620,370614,381431
2023,3,3110373,수유역 2번,1203307,112504,240772,182780,179863,188580,298809,322767,242943,139564,142516,198639,156877,171611,172038,170326,169391,169453,171964,178523
2023,3,3110372,강북중학교,1566502,163754,282735,236116,237445,253996,392458,437067,326782,179553,175981,247745,199375,223830,220989,219659,220911,222168,228503,230441
2023,3,3110371,삼양입구사거리,681743,88116,72162,75544,103278,123521,219121,166660,145829,84972,83162,114019,87099,98300,97279,97481,96207,96439,96540,99496
2023,3,3110370,도봉세무서,1286821,165738,136169,160480,189979,243157,391302,267126,245092,171300,179884,254226,169195,187420,184900,185880,184264,183530,181839,178992
2023,3,3110369,성신여대운정그린캠퍼스,1286508,101295,341139,198098,171054,191303,283619,365115,264538,140958,142189,201191,172517,181550,180917,180525,180894,179029,187046,196546
2023,3,3110368,송천초등학교,2786724,521405,302587,305972,422951,465470,768339,775466,576186,307245,307709,448582,371537,393983,393333,393355,389784,388116,404261,423889
2023,3,3110367,강북구청,1211681,111572,272914,187059,172031,193153,274952,265337,227028,151347,157721,239939,170309,168355,168595,169269,169549,175301,184413,176198
2023,3,3110366,광산사거리,541850,66394,76951,74900,81477,95208,146922,151459,108915,59541,59594,86885,75456,78279,77530,75921,76013,76687,78157,79263
2023,3,3110365,미아역 5번,1846850,174673,238777,227403,274796,336320,594881,542941,375794,192945,187062,291830,256278,261235,262923,259702,258276,258852,269922,275939
2023,3,3110364,미아역 8번,1535621,160481,235656,186713,202996,280580,469196,381349,331893,193066,187999,252204,189108,222377,220392,220341,220107,217233,217192,217979
2023,3,3110363,송천동주민센터,233256,40335,23269,26133,35127,38489,69903,63379,47717,27749,26629,38046,29734,33056,32742,32591,32469,32817,34030,35551
2023,3,3110362,우이천 계성교,870644,118003,105962,119238,128791,143596,255053,278827,184170,85463,81329,121718,119137,123411,123599,120960,122123,121000,126346,133208
2023,3,3110361,삼양사거리역 1번,1227152,174453,141740,147911,179155,209809,374086,282126,245014,155395,163587,225736,155294,173682,170336,172590,170894,172484,179482,187683
2023,3,3110360,수유초등학교,1173885,124640,200355,165926,159889,198514,324559,321317,242829,134443,136123,187886,151287,166096,164879,163728,162525,163400,172878,180381
2023,3,3110359,수유시장옆,1563743,171389,289011,224750,233565,244251,400778,473528,319651,159590,157014,241814,212146,218466,217833,216324,217405,218973,232934,241809
2023,3,3110358,인수동 우편취급국,1032627,105293,207598,152574,143909,153854,269398,292768,213701,118732,114799,158430,134195,146355,145379,145948,144921,146875,148859,154291
2023,3,3110357,가오리역 1번,993307,150500,115987,116459,144773,162725,302863,207877,183343,122280,133489,205730,140590,140556,139033,138391,139681,140831,145717,149099
2023,3,3110356,덕수교,888218,120279,158804,103838,127130,135784,242384,274911,180463,92354,87439,129880,123171,126577,126848,125795,125475,124091,126850,132583
2023,3,3110355,삼양사거리역 2번,1581862,218662,178247,185472,235352,265431,498696,439183,334351,178747,174586,249601,205395,227446,220867,222013,221481,223285,229040,237730
2023,3,3110354,삼각산119안전센터,73273,11282,7337,7131,11386,12292,23846,15440,14159,9545,10283,14531,9315,10362,10312,10381,10286,10455,10660,10816
2023,3,3110353,수유동우체국,730214,80320,105977,89524,116143,116716,221535,164420,140113,89442,92769,142252,101219,102143,101787,100441,101469,102033,108555,113786
2023,3,3110352,수유1동주민센터,1645898,222914,215408,207637,236925,282687,480327,493761,334262,171412,168347,252241,225878,231758,232387,231341,230360,232720,239253,248078
2023,3,3110351,수유북부시장옆,579167,84131,66448,72335,81911,96857,177486,164375,123518,66090,62332,86944,75907,83577,83593,82282,81881,81819,80860,85156
2023,3,3110350,가오리역 2번,495141,76750,55225,59293,73659,82092,148123,130312,102949,53995,55370,82105,70411,70279,70131,70426,70775,69593,71619,72317
2023,3,3110349,화계역 2번,571930,75129,74792,78786,80686,97553,164984,176475,133827,61929,58804,72046,68851,80814,80461,79858,79711,79610,82144,89333
2023,3,3110348,강북문화예술회관,2026940,323211,237362,229686,285512,318032,633139,618719,422047,203664,203599,300519,278391,287380,288076,286629,289329,284849,290429,300250
2023,3,3110346,4.19민주묘지역 2번,1064885,144689,182737,144540,149507,157114,286296,324417,206028,117392,110603,163846,142596,150690,152484,151053,148543,147278,154873,159963
2023,3,3110345,솔밭공원역 2번,695118,105004,85430,90972,100912,108767,204031,197823,149199,75930,77403,103708,91054,98115,97908,97092,96692,96180,102232,106899
2023,3,3110344,화계중학교,346987,84613,40590,38177,42546,50031,91031,82303,85876,53901,41952,44625,38329,52670,51514,52642,51371,49782,42616,46391
2023,3,3110343,무너미어린이공원,770814,143916,84593,101528,105960,123764,211054,223808,163259,81919,78878,118814,104135,108429,107886,105954,108124,107920,112887,119613
2023,3,3110342,국립재활원,1042471,163899,113601,138327,162478,166339,297828,332510,219849,101026,96939,148454,143692,145277,146075,146010,145890,145354,153409,160456
2023,3,3110341,북한산우이역 2번,227699,27313,35151,30614,29666,37069,67885,59924,47159,30606,27867,34927,27215,30166,30398,30750,30324,31946,37024,37090
2023,3,3110340,인수중학교,342859,74832,39723,39888,47299,51494,89624,103341,73450,38134,34639,48419,44878,48995,49010,48341,48537,48598,48839,50538
2023,3,3110337,아카데미하우스,421121,75548,43913,47810,65872,69718,118260,108627,84910,53305,51305,69125,53850,58897,58588,58334,57523,58463,63770,65547
2023,3,3110336,석관고등학교,358919,60812,43188,45206,47373,63031,99311,104407,73120,38756,36989,56617,49030,51246,50633,50756,51102,50140,50546,54499
2023,3,3110335,석계역 7번,1276736,166213,227228,176852,178649,206381,321413,337914,255674,138344,144033,226674,174096,178453,177711,178978,180587,180898,188403,191707
2023,3,3110334,석관중앙교회,2035939,341263,272013,269661,319693,292526,540782,695492,406746,194149,187082,279128,273343,283008,289072,284737,286297,285183,297269,310374
2023,3,3110333,돌곶이역 5번,666809,90739,90544,89791,99547,106173,190016,176612,137403,79496,79891,110799,82608,95411,94479,94873,94656,94671,94494,98224
2023,3,3110332,돌곶이역 3번,287965,22751,52774,48091,45467,46708,72173,73337,65212,37017,35492,42773,34137,41926,41977,42156,41840,41783,39090,39192
2023,3,3110331,돌곶이역 8번,1098032,128738,202756,157646,158044,174638,276210,301263,231924,127957,123072,170867,142947,159764,157284,156602,155646,155371,152859,160504
2023,3,3110330,돌곶이역 1번,854494,99610,120122,134715,118573,144415,237060,216705,183952,106274,101876,138766,106921,122916,119907,120929,119843,119513,119496,131890
2023,3,3110329,우리은행체육관,601168,78707,80058,81559,90590,91467,178789,194997,127042,61024,56493,79673,81940,86294,84575,84724,85417,84948,85247,89964
2023,3,3110328,상월곡역 3번,1042437,130037,173921,155013,145436,156214,281815,262961,220972,128895,124903,172514,132193,146562,147777,146412,154249,144746,145125,157567
2023,3,3110327,상월곡역 2번,960612,126888,142089,132888,132543,159116,267086,201163,193174,130600,129025,180959,125689,138222,137652,136948,144220,134808,128147,140616
2023,3,3110326,장위동성당,462614,78374,58797,68406,66289,74090,116657,149499,100919,48110,43801,61744,58542,64266,64338,63867,63761,63668,68243,74470
2023,3,3110325,장곡초등학교,1046918,182146,107716,153603,176498,161126,265829,280997,212868,113141,115066,176028,148818,150778,148356,147429,148315,146717,149558,155764
2023,3,3110323,상월곡역 1번,1314315,191283,293802,187307,160308,187788,293826,373347,265228,143591,141933,213610,176606,188902,187091,185663,184683,181570,189534,196871
2023,3,3110322,장위1동주민센터,760866,113963,105109,110909,115479,131246,184162,262540,164155,67586,65906,96938,103742,106745,107226,106111,107138,105569,111564,116513
2023,3,3110320,KB국민은행 종암동지점,184381,32416,33844,23059,24553,29469,41041,42833,40692,25506,24560,30013,20779,26923,26812,26811,26816,26447,24709,25863
2023,3,3110319,종암동주민센터,1283207,241213,170769,166785,205934,197034,301471,314393,250329,151455,162182,236155,168692,180631,179630,178376,178201,176646,190821,198903
2023,3,3110318,KT월곡지사,1213690,228790,185247,178412,198164,177880,245197,250650,238885,172081,181636,227734,142704,178337,176141,175864,173172,169058,169934,171186
2023,3,3110317,종암중학교,672586,105044,250051,79574,62252,64814,110853,173469,152553,87275,78881,99483,80926,99634,100211,99917,97629,93855,87109,94229
2023,3,3110316,숭곡초등학교,2934338,620179,299471,369423,456590,466925,721750,653869,587622,389615,404298,545807,353125,417894,413522,416840,415395,413107,421615,435964
2023,3,3110315,종암아이파크2차,1570523,277785,265369,182545,232127,245568,367130,433228,316968,172326,175295,258305,214402,221947,222525,224983,224739,221895,224831,229602
